1D;2D;3D;4D
345;329;317;175
336;317;112;266
262;264;264;253
118;315;285;283
335;218;374;216
286;199;339;390
308;360;184;389
204;270;369;320
322;351;335;317
320;146;366;296
337;332;269;259
226;222;302;130
260;276;116;278
226;341;190;223
348;121;393;392
231;128;388;372
104;129;395;352
169;227;394;161
329;122;278;270
377;214;300;248
299;358;305;394
337;265;149;197
290;221;195;390
340;111;389;354
277;164;232;119
360;277;146;351
137;281;250;151
309;328;156;354
283;168;358;123
363;262;313;324
203;383;307;155
251;198;165;214
173;100;364;337
220;323;155;377
123;144;225;107
336;199;281;114
245;125;273;220
294;280;123;165
234;278;293;389
318;356;110;222
369;340;161;384
163;330;106;125
143;214;189;343
400;369;343;226
146;320;333;342
274;265;341;285
229;104;392;230
368;259;370;261
233;196;172;182
189;161;351;364
249;209;237;152
236;206;164;307
257;306;317;170
205;337;297;104
206;175;349;150
176;192;285;259
345;358;384;358
307;179;244;318
220;390;337;225
150;316;299;123
190;352;337;367
296;131;320;340
390;165;305;205
353;125;250;312
310;110;131;309
112;360;102;347
317;395;161;233
205;386;222;210
266;168;263;352
342;170;256;297
340;158;144;363
291;284;370;390
348;233;200;150
129;375;151;193
126;337;278;114
392;354;228;207
157;139;158;104
342;156;244;202
368;301;270;323
324;231;228;346
188;137;367;172
142;247;131;212
178;344;168;213
260;397;277;191
200;352;314;318
241;266;359;197
326;128;370;113
178;189;137;239
177;118;250;148
321;220;203;245
272;206;173;246
147;365;207;371
120;183;379;203
186;184;259;333
395;396;219;270
324;199;198;249
214;254;122;283
105;261;359;395
351;132;127;281
299;310;308;219
125;253;143;276
270;170;162;136
351;255;196;124
125;228;317;126
289;369;359;299
384;132;156;397
269;397;349;142
173;284;373;397
283;225;158;231
250;374;123;242
156;139;112;291
241;372;110;206
335;332;346;266
202;342;254;204
260;322;188;153
214;372;377;102
147;164;233;298
376;279;286;133
341;198;169;358
127;198;366;177
276;145;360;239
256;298;211;379
375;246;396;319
204;243;271;360
380;363;139;152
322;282;102;230
304;292;357;391
211;199;168;106
385;322;196;156
165;211;168;160
252;106;116;378
132;280;177;115
358;323;354;171
218;141;104;385
221;168;127;180
194;396;307;365
337;163;312;330
268;330;400;336
246;190;300;358
271;394;289;137
124;110;391;364
313;139;386;192
264;358;128;198
353;356;300;182
171;247;180;368
276;248;291;132
168;117;266;230
386;275;272;268
199;334;239;270
367;396;200;314
378;292;218;131
267;226;379;295
371;152;207;311
173;369;308;168
277;137;252;304
232;192;331;362
134;141;283;103
377;325;100;151
320;134;176;241
169;386;166;369
179;244;264;287
104;146;276;272
130;178;358;371
293;330;154;381
336;243;362;142
376;287;348;294
163;383;237;299
379;191;173;171
342;172;103;357
242;139;327;110
232;155;297;295
334;293;278;266
219;139;246;347
179;316;143;362
