1D;2D;3D;4D
330;324;271;312
100;324;356;369
179;315;295;278
361;129;383;157
119;311;135;397
245;120;342;293
118;366;376;147
395;138;146;215
207;371;160;347
161;101;121;324
236;169;395;386
340;272;311;293
297;372;362;300
299;112;239;332
158;250;109;231
399;265;152;117
287;134;241;381
289;251;169;280
338;229;140;183
160;229;244;158
244;252;149;256
317;306;305;143
334;352;353;381
393;376;183;128
288;188;146;158
114;157;227;231
387;375;251;155
229;276;347;312
370;175;291;187
208;251;274;245
175;104;288;200
304;197;219;244
252;183;353;330
207;190;109;168
386;112;206;377
351;372;179;224
220;325;131;273
181;251;233;301
177;207;348;144
371;300;279;203
251;397;268;356
294;162;151;226
357;174;175;142
172;123;141;224
395;366;237;200
102;385;372;104
371;348;105;299
181;110;147;166
211;140;339;379
360;337;230;341
108;332;236;303
325;284;100;205
204;262;252;376
178;122;206;152
237;253;306;227
359;299;199;358
260;301;206;336
358;260;344;305
313;326;376;100
125;109;347;266
351;227;367;113
362;225;189;340
197;125;193;145
357;180;349;123
238;302;138;262
277;126;149;386
352;399;246;191
236;190;303;182
222;219;320;129
170;105;353;258
103;297;273;253
394;332;160;372
391;109;262;116
186;214;180;350
240;184;243;200
233;232;201;347
226;122;282;324
151;352;348;221
327;211;270;165
249;372;373;204
148;326;126;191
345;314;286;236
253;209;312;363
392;300;309;227
125;187;183;143
248;267;272;137
241;353;282;313
246;181;115;186
221;370;227;221
335;277;346;302
213;241;113;342
330;363;334;356
182;258;265;380
381;159;358;278
337;350;316;228
222;131;102;170
387;211;247;227
373;199;169;278
154;203;266;161
184;238;340;112
