1D;2D;3D;4D
281;216;376;284
251;144;216;392
307;292;311;138
286;350;304;140
203;287;337;258
198;215;247;189
144;352;213;104
362;291;126;298
225;312;192;343
177;355;223;103
141;278;132;181
345;273;268;113
259;257;365;106
270;138;159;280
322;184;270;193
124;227;198;335
126;207;164;301
329;193;248;309
322;332;247;187
116;169;288;281
221;199;104;139
293;164;223;210
358;215;168;259
254;331;188;173
357;229;168;340
145;269;151;192
207;210;364;249
374;237;384;320
119;383;279;250
345;327;167;232
161;391;243;209
329;193;159;245
305;128;400;160
256;189;173;283
353;214;380;360
302;331;374;108
399;232;264;211
399;280;187;261
326;150;323;246
355;256;352;312
316;373;382;278
336;338;374;289
273;116;360;281
237;251;345;391
226;383;233;215
376;134;396;175
153;365;315;394
252;320;267;160
235;293;357;223
215;147;197;209
386;295;207;183
319;396;389;267
273;134;238;149
106;337;241;198
143;117;117;341
272;369;161;330
276;145;203;101
384;164;263;139
328;357;177;177
303;243;143;383
166;207;247;180
370;272;355;364
202;240;182;145
267;274;217;233
242;130;262;141
211;358;184;131
336;252;198;123
273;156;321;362
157;283;397;144
150;251;374;249
109;163;274;164
281;160;136;239
257;166;235;206
222;299;389;334
291;382;194;397
400;269;133;269
233;323;325;289
293;105;256;108
224;180;264;178
131;344;393;392
333;260;111;396
303;297;160;365
190;225;242;375
228;134;342;286
209;367;258;303
297;199;146;190
392;152;188;226
396;260;349;209
242;319;349;162
330;195;196;398
259;104;205;192
280;109;380;322
310;143;243;301
154;261;335;203
132;357;140;262
179;261;283;261
199;111;392;297
240;261;315;240
195;211;309;327
310;137;215;298
