1D;2D;3D;4D
303;134;215;331
166;318;198;378
212;105;203;224
207;380;112;299
101;118;109;198
339;140;349;349
288;312;128;361
223;356;318;371
297;223;392;348
394;176;151;125
294;239;149;222
104;318;373;101
142;185;346;321
298;269;348;268
279;133;152;107
180;221;385;314
111;395;319;307
395;113;330;286
119;274;394;108
392;385;377;374
320;139;265;230
251;399;252;204
133;126;252;238
366;205;232;384
196;354;329;250
178;326;189;384
158;207;192;277
242;186;131;256
338;287;107;116
293;116;208;101
221;186;153;175
299;162;382;272
153;226;285;175
292;349;363;354
359;156;157;273
223;395;400;166
338;355;229;390
315;203;178;220
143;364;165;390
373;317;171;172
153;219;295;185
236;134;281;231
248;226;226;261
243;228;163;299
351;109;109;230
219;103;166;323
289;306;193;171
381;101;108;141
245;187;319;159
290;100;212;382
216;170;121;330
320;312;272;302
266;286;359;276
135;144;263;150
200;395;139;259
230;238;235;232
164;172;178;286
376;315;341;340
244;263;159;207
206;170;188;120
392;152;112;381
387;329;147;274
142;224;303;160
270;291;399;343
329;353;111;151
343;282;318;376
140;154;299;187
136;156;280;295
172;122;128;204
117;374;182;396
322;377;255;355
366;125;386;220
254;290;304;366
261;296;228;339
226;156;241;122
273;352;305;304
155;258;187;276
358;319;205;223
303;228;217;349
389;392;385;312
250;336;282;330
112;192;358;291
144;381;145;185
252;269;319;344
147;232;165;321
155;265;145;370
347;178;129;349
127;294;266;340
183;381;294;368
210;233;194;102
336;332;265;264
183;378;348;195
391;333;152;134
190;333;399;278
269;231;375;301
324;228;182;330
388;231;243;324
303;206;360;280
355;327;177;265
372;139;397;342
268;204;253;180
250;274;161;374
302;373;293;135
365;169;384;141
384;334;240;203
280;118;272;112
182;141;301;368
389;207;317;228
325;181;138;327
245;375;268;251
236;385;186;313
207;202;114;218
302;342;334;365
122;188;117;145
220;202;100;254
154;297;286;152
201;260;326;253
357;146;219;120
211;251;385;195
326;139;140;241
146;105;205;289
334;166;217;253
342;370;375;361
274;198;234;249
257;262;205;160
340;120;160;395
330;399;360;345
106;380;278;179
224;299;143;154
285;111;206;290
198;340;141;308
111;304;360;271
111;132;153;392
337;359;361;265
358;145;151;380
126;341;195;287
164;294;182;269
388;287;109;255
351;238;176;257
274;305;292;313
332;273;139;361
241;169;114;293
265;353;168;149
224;305;212;184
387;117;262;141
120;125;325;292
343;253;213;385
259;278;323;306
309;315;306;124
384;186;275;394
246;305;234;270
150;328;279;191
388;264;356;288
144;385;327;180
314;327;292;305
366;382;135;278
307;392;266;283
247;279;245;366
310;165;391;144
360;336;395;299
229;136;195;180
304;306;175;238
114;169;391;372
195;178;345;240
233;266;165;220
216;323;293;278
240;264;185;182
101;111;168;272
162;253;336;225
213;181;356;174
272;162;362;342
211;184;217;335
332;370;384;169
301;350;103;260
177;268;380;211
298;200;153;150
372;115;231;222
269;364;229;106
290;314;210;331
348;392;240;201
205;180;139;205
294;145;386;131
398;174;250;101
103;300;261;211
106;211;199;337
301;344;385;257
307;192;297;265
107;308;380;110
100;284;253;188
354;107;214;207
360;213;184;314
238;130;206;156
374;206;137;317
268;371;247;167
355;196;140;250
181;146;287;351
245;355;237;164
296;215;108;125
305;160;250;268
220;250;170;132
233;130;205;334
301;380;163;166
159;366;141;337
286;340;344;220
143;235;186;367
224;380;277;368
165;168;245;117
335;301;226;360
389;215;257;203
309;392;334;135
115;360;205;157
396;373;242;326
250;259;381;354
209;285;182;147
133;345;189;148
175;395;137;347
316;207;311;366
330;394;391;229
349;151;225;307
260;327;223;351
385;234;368;335
314;371;229;352
370;193;336;352
195;362;275;112
375;188;230;154
139;303;182;266
107;172;257;326
228;349;175;370
103;219;218;369
154;258;109;229
256;240;314;397
376;175;283;334
268;190;312;205
273;250;252;257
246;111;389;154
341;398;182;156
217;368;285;399
137;131;274;275
141;324;325;221
120;274;182;219
337;186;238;192
203;120;346;362
199;160;272;203
103;311;260;348
348;284;336;298
241;106;390;188
325;213;370;319
356;288;321;376
224;380;201;133
313;372;328;317
211;237;249;372
201;277;285;210
316;274;219;365
399;192;293;180
177;263;231;373
369;300;235;243
265;255;331;328
340;135;399;381
143;116;302;219
112;313;167;203
286;356;377;282
275;361;351;226
235;320;128;237
106;301;231;346
272;131;205;345
162;360;171;238
136;395;158;168
227;126;263;166
128;101;354;283
324;279;148;134
286;382;129;328
244;130;326;299
367;253;205;291
111;395;393;367
224;355;109;160
272;280;327;376
115;251;302;250
235;246;180;387
159;105;199;261
164;343;296;399
186;368;200;299
117;284;141;367
274;358;357;264
382;265;153;375
363;130;211;266
316;367;305;400
301;211;367;327
337;223;247;353
360;120;337;104
168;240;200;370
337;111;126;353
125;398;174;154
172;348;200;298
223;395;355;183
165;112;293;253
215;135;365;175
223;293;225;384
168;175;254;347
151;375;226;181
367;346;235;201
300;114;240;303
349;157;102;278
391;210;141;254
397;376;262;252
240;365;324;297
141;209;387;115
151;386;255;391
333;191;285;372
361;399;151;330
351;297;257;361
307;346;325;210
199;392;356;284
135;307;124;322
386;326;327;261
132;228;197;270
131;125;155;364
305;158;154;165
187;101;296;159
348;226;135;164
381;398;207;196
237;159;249;398
389;125;197;304
132;387;140;388
267;239;373;297
288;305;269;296
266;379;106;262
199;224;307;178
127;343;160;338
213;314;119;238
308;207;288;366
164;161;164;247
168;235;296;346
338;292;265;214
210;183;369;214
324;390;142;194
370;141;379;164
313;226;245;346
201;373;361;205
196;322;268;370
