1D;2D;3D;4D
337;257;185;241
258;195;136;233
145;149;313;220
145;182;251;157
398;190;335;219
135;298;270;310
156;149;205;200
341;276;381;199
242;223;186;151
399;354;312;217
133;109;177;278
149;369;261;278
319;317;400;335
244;129;343;377
138;397;178;170
377;270;239;191
379;393;286;330
220;273;164;384
290;245;159;258
324;221;353;148
203;137;124;299
394;237;219;234
264;346;213;366
194;377;348;352
244;148;232;159
399;325;345;362
112;139;378;184
361;284;383;201
197;163;145;172
116;363;272;285
121;120;313;190
395;258;353;124
230;327;399;304
105;260;213;324
243;235;118;154
189;385;399;345
131;100;133;391
155;238;213;194
113;276;340;376
339;208;285;284
203;243;393;322
215;175;134;173
109;306;265;148
242;292;218;372
171;308;101;248
243;140;108;319
394;141;246;289
268;181;129;172
186;180;110;336
334;375;206;390
327;187;274;162
268;159;191;120
353;100;396;207
371;346;141;399
147;201;337;340
399;267;384;162
193;236;253;138
398;140;153;309
304;198;326;388
338;158;240;308
212;261;149;303
397;344;376;216
370;397;374;352
213;315;123;320
306;389;332;323
283;204;270;199
246;385;309;359
108;222;353;235
256;116;257;184
167;259;317;286
149;239;271;176
365;243;279;284
298;164;171;395
335;303;335;178
210;168;233;115
292;327;314;274
241;232;322;278
368;287;185;206
302;331;323;369
171;101;246;250
301;371;209;243
270;282;253;312
111;139;172;139
243;312;164;162
101;318;276;282
249;271;294;120
224;167;105;351
241;114;252;130
285;324;258;119
129;314;267;242
179;249;345;208
295;304;342;380
267;374;181;120
393;276;168;190
343;152;176;386
261;366;367;140
118;290;364;302
248;298;182;160
268;251;338;132
131;297;147;230
362;271;124;185
298;133;241;135
146;376;261;187
365;125;128;301
309;266;265;400
316;283;219;398
115;350;133;233
257;201;331;184
219;399;276;136
246;249;381;165
156;259;400;242
262;325;247;366
208;363;327;337
353;341;358;319
210;101;202;185
278;237;302;376
279;131;375;393
370;343;330;148
197;278;151;181
198;329;339;360
142;260;276;251
164;331;129;202
101;328;229;391
382;234;100;269
161;215;385;382
205;109;194;116
118;185;357;314
121;270;253;159
323;111;121;292
295;312;344;355
145;207;246;158
335;166;337;358
302;376;306;374
318;263;170;193
337;215;332;329
259;145;360;226
267;378;171;264
265;107;161;221
268;305;249;350
266;262;267;167
265;375;236;206
227;141;263;296
110;338;180;394
169;225;134;175
107;375;374;389
155;395;153;384
292;182;336;276
134;366;232;329
266;107;234;145
279;383;271;322
259;102;243;400
232;254;161;191
387;344;393;266
339;335;229;126
196;300;324;143
115;314;223;125
317;228;355;306
315;180;141;245
279;266;209;370
175;275;358;149
235;148;283;111
324;287;139;134
289;123;236;349
299;197;151;252
308;173;387;276
397;190;157;149
297;137;345;152
155;260;257;161
293;125;123;265
218;298;294;219
159;301;243;266
266;246;360;212
242;289;161;326
374;161;241;229
154;243;277;308
331;302;311;215
262;339;151;381
242;208;370;186
246;164;310;122
308;206;265;330
290;360;176;173
244;242;113;115
215;116;260;356
173;137;223;238
269;125;340;182
329;140;317;210
317;247;148;121
283;385;307;346
198;298;303;145
226;338;132;322
372;374;254;242
176;343;171;210
168;205;183;207
273;275;376;181
220;281;184;369
264;118;191;243
258;248;172;298
147;300;315;191
121;214;162;214
217;224;369;171
113;265;381;363
354;222;234;292
217;275;225;267
155;293;273;298
108;318;288;256
294;171;263;255
254;271;381;236
108;266;385;266
336;212;131;326
104;212;376;156
125;146;302;219
269;259;279;237
324;298;234;378
315;133;254;219
237;264;217;311
122;363;304;365
236;257;114;121
208;159;251;240
381;184;319;197
198;344;265;344
381;211;183;284
199;316;297;393
113;283;285;285
247;103;394;115
337;324;400;303
209;220;264;345
124;187;193;274
191;368;317;130
235;326;245;236
255;346;155;389
377;231;227;156
337;153;237;201
154;285;186;218
304;132;334;225
238;361;149;111
274;371;359;363
322;322;231;258
121;271;245;159
119;365;255;355
290;324;296;316
302;105;288;247
202;246;140;148
163;372;109;286
205;327;187;376
154;218;204;195
287;229;361;266
157;131;266;236
171;172;232;251
265;325;290;354
243;271;275;248
116;214;198;291
248;338;164;142
301;147;245;114
296;213;381;289
255;151;216;133
371;195;368;109
208;353;291;124
371;277;364;128
235;221;212;362
291;276;330;309
121;318;105;302
214;383;167;167
299;243;176;257
165;238;100;232
358;328;131;165
164;217;136;112
198;187;123;186
264;371;140;191
230;255;179;395
270;189;189;250
123;380;320;224
309;293;148;382
282;230;190;392
220;132;109;344
235;308;254;324
185;344;277;385
143;202;226;312
351;174;215;145
318;274;265;230
354;105;350;298
300;218;314;192
138;219;278;281
356;280;399;221
181;388;394;332
232;353;102;380
214;318;149;379
244;276;105;251
311;260;282;205
393;264;129;281
282;253;145;170
218;298;209;136
386;194;226;192
104;165;217;131
229;231;228;132
315;159;272;353
177;108;305;244
382;311;385;397
353;280;169;282
215;179;101;380
314;178;227;246
205;332;242;316
382;347;125;329
232;255;221;343
250;189;143;375
183;400;109;180
178;164;293;292
239;271;262;253
261;212;160;345
295;153;195;188
204;164;254;203
191;190;141;172
334;354;289;328
203;105;109;130
203;364;330;334
126;318;341;153
289;393;163;261
333;327;340;223
162;276;230;216
182;264;371;139
252;165;246;105
195;313;374;156
308;383;215;371
365;365;170;318
103;281;134;138
210;319;111;224
342;299;290;261
172;208;214;114
359;188;281;231
367;382;397;275
331;182;180;128
226;202;205;115
336;125;318;337
380;383;228;139
184;218;127;104
290;281;155;216
279;320;150;217
342;180;203;288
200;385;291;244
157;362;128;380
165;264;196;178
359;218;138;289
254;301;284;163
290;283;226;205
286;256;223;342
275;348;123;328
286;251;193;271
145;391;342;397
224;161;219;352
398;208;256;100
354;175;375;379
177;322;235;360
240;386;339;373
220;120;333;174
185;378;397;179
307;292;174;383
200;173;252;344
242;147;304;261
114;201;214;251
145;341;105;390
186;244;355;353
376;211;152;287
355;310;189;351
210;283;282;271
169;319;209;354
247;102;313;160
102;339;205;138
298;134;253;149
129;391;233;242
161;158;162;245
221;294;118;186
355;371;196;400
144;102;392;110
131;243;381;292
172;275;376;172
103;370;259;202
174;340;123;179
221;312;328;291
149;294;108;119
128;105;146;133
114;162;388;263
316;103;278;386
176;253;382;168
271;128;255;387
144;249;141;363
104;366;356;130
252;117;317;227
309;180;212;374
244;150;271;226
226;303;121;163
303;395;360;375
239;249;138;250
393;109;252;112
101;177;340;220
169;152;136;363
384;224;246;226
188;231;152;128
184;310;350;184
347;122;227;170
281;372;326;275
322;196;119;211
122;161;223;299
192;239;208;148
364;129;297;345
211;178;163;343
109;111;163;331
103;176;374;374
162;288;354;151
222;254;335;201
258;173;360;153
172;355;153;343
335;263;379;153
350;369;330;359
154;108;160;129
156;196;209;110
215;229;393;280
100;280;327;279
160;103;247;313
121;235;295;112
118;109;324;157
201;296;233;215
337;322;158;287
179;217;287;288
168;364;341;147
347;220;178;126
236;345;220;252
230;250;203;152
222;185;394;258
132;120;123;289
253;400;233;215
245;387;389;228
393;229;267;135
186;399;127;384
182;393;365;144
320;263;206;352
332;155;155;107
318;289;182;371
336;313;256;206
161;100;228;278
303;200;318;162
373;198;169;190
319;335;101;340
100;155;358;331
254;303;204;160
102;370;312;111
331;213;220;110
206;321;347;247
138;148;300;251
146;369;345;193
106;303;249;312
