1D;2D;3D;4D
126;201;248;215
348;325;174;240
119;287;231;381
371;316;182;274
234;322;250;108
308;389;105;146
132;254;150;294
254;378;356;161
260;150;118;208
232;219;288;240
182;164;187;312
232;140;364;384
259;109;137;377
231;280;308;389
370;321;179;293
304;360;179;288
363;119;364;307
139;346;276;300
305;252;259;331
228;304;154;211
317;179;275;138
386;330;106;219
268;144;328;205
144;397;139;348
323;143;144;210
213;215;101;234
172;362;285;355
209;199;395;107
291;355;400;148
400;207;174;142
179;204;259;266
386;157;149;338
124;125;181;127
200;135;186;231
245;326;261;221
229;368;200;288
206;387;366;140
275;236;391;271
377;390;227;302
138;275;279;387
222;297;127;387
226;340;128;120
251;312;112;363
312;300;284;242
311;100;125;102
388;317;167;184
126;125;133;156
334;275;253;208
222;190;205;219
182;242;133;288
251;117;145;218
236;208;357;280
331;174;251;126
183;178;318;273
216;186;128;254
271;249;162;174
211;272;281;374
376;266;235;251
355;259;310;111
129;237;124;255
291;114;387;224
191;393;362;382
307;170;191;172
146;170;143;197
333;326;362;207
231;238;125;145
130;105;130;166
132;183;397;166
200;350;360;227
347;238;383;332
364;244;147;151
139;373;153;255
324;372;256;192
148;114;233;189
113;135;141;144
281;204;128;108
215;277;131;101
312;152;124;298
213;148;210;179
188;235;127;163
324;234;310;376
300;138;341;327
102;203;226;166
359;304;161;123
390;303;238;372
388;131;195;131
114;384;180;395
381;129;382;131
390;202;288;325
224;293;244;280
337;191;266;180
146;311;265;394
161;365;389;111
251;154;200;201
130;117;138;376
255;295;213;396
115;114;317;185
131;332;249;112
266;226;134;101
321;298;291;338
327;309;400;223
395;129;256;151
202;127;278;389
155;114;108;362
152;346;247;285
317;132;242;285
140;201;188;304
143;312;122;278
304;212;333;220
208;111;328;226
266;160;161;137
260;158;160;380
334;226;138;379
167;128;243;295
271;299;243;215
131;158;120;260
257;245;345;307
347;325;189;344
183;147;131;100
169;234;183;328
306;273;258;240
270;324;224;144
118;315;279;173
313;217;301;324
256;159;236;172
294;217;156;220
322;342;165;309
169;234;221;193
285;105;155;264
261;215;367;101
158;188;260;277
393;264;164;217
371;231;311;121
266;219;366;190
157;156;207;169
277;232;254;126
329;350;214;180
371;170;337;390
371;214;398;269
267;344;191;113
124;354;235;227
324;300;274;256
391;180;175;370
335;399;211;173
308;145;335;145
203;367;244;300
255;312;170;279
171;127;384;156
300;132;122;342
113;181;204;263
211;224;365;291
213;315;349;226
305;373;134;111
242;114;263;352
317;102;170;184
298;337;292;332
292;391;312;213
136;265;394;107
270;245;217;363
232;133;127;318
273;193;300;303
281;242;215;161
186;205;351;149
103;237;359;225
