1D;2D;3D
734;924;909
186;126;18
874;780;822
44;206;346
926;963;740
89;178;333
126;162;6
740;760;809
842;687;995
664;685;977
297;129;147
771;944;916
865;730;670
870;765;990
71;270;168
99;304;225
246;205;289
959;900;738
52;346;273
736;731;846
722;826;944
868;783;692
946;724;903
173;48;301
184;341;162
836;852;783
806;849;981
882;754;969
60;277;55
851;885;691
962;763;733
145;148;7
894;910;987
769;776;708
887;899;843
102;237;119
178;142;244
120;177;63
718;864;865
833;802;804
317;51;132
668;877;826
965;772;658
226;211;234
41;21;261
954;769;929
243;263;232
715;719;994
327;214;310
343;224;71
727;800;703
334;169;128
766;862;804
80;143;132
311;262;313
854;934;750
959;801;935
663;702;923
784;968;942
66;152;203
243;83;168
843;797;745
200;259;19
732;885;983
948;676;974
295;30;83
787;859;942
196;158;117
735;801;796
977;770;990
46;294;87
74;171;104
239;117;224
998;933;964
12;271;303
99;196;76
706;989;724
293;291;340
739;952;840
78;41;193
59;163;42
132;3;164
156;287;308
178;291;184
38;333;243
122;292;3
939;971;753
706;711;913
41;78;133
270;152;154
331;315;89
715;914;940
348;51;312
139;125;243
868;671;950
661;713;878
782;951;903
137;256;191
895;953;910
80;149;10
