1D;2D;3D
138;286;126
299;142;160
967;718;887
49;221;344
260;251;217
163;164;8
663;997;694
730;892;766
285;286;8
269;333;130
248;157;233
711;828;805
777;925;973
967;692;702
40;313;350
973;808;864
337;274;298
16;313;8
299;142;62
904;935;760
189;300;292
123;4;259
711;874;766
745;784;884
27;167;105
990;757;682
759;965;998
682;688;862
829;915;855
301;4;154
762;732;748
771;938;826
132;6;43
255;6;213
300;23;350
740;956;720
89;223;292
655;836;984
831;693;833
26;327;236
268;149;78
780;949;737
704;869;684
119;344;269
995;830;661
874;861;925
217;221;306
171;168;270
277;52;261
770;995;957
756;818;939
334;45;290
347;35;316
325;345;277
20;22;123
950;750;731
889;994;924
843;702;850
973;872;970
794;737;654
723;793;737
80;40;173
847;836;792
656;662;925
903;955;761
310;172;196
757;804;966
299;275;233
818;770;846
14;3;98
713;753;713
291;308;154
164;173;116
194;292;275
818;942;682
211;209;94
219;83;189
815;686;961
238;12;76
88;46;132
844;993;881
906;973;836
705;969;914
665;938;943
79;72;186
305;310;288
892;847;860
202;228;174
877;894;759
732;741;845
119;19;314
951;761;669
759;959;892
56;126;164
44;85;151
47;313;259
314;263;199
768;867;803
799;899;783
974;658;723
876;777;695
750;744;982
749;944;782
757;714;751
320;240;280
758;759;724
196;311;113
918;687;861
172;309;257
125;17;22
108;187;196
680;863;680
282;35;41
61;325;101
955;789;947
742;691;737
211;291;205
313;75;161
788;767;877
128;207;38
158;73;178
659;936;704
244;339;168
312;131;35
63;218;278
17;267;140
181;292;75
209;245;241
305;6;51
330;256;11
304;86;342
912;984;721
274;196;64
130;182;290
984;672;870
15;79;168
803;941;780
725;706;798
124;9;313
924;653;851
144;216;151
965;680;898
817;709;968
159;320;306
851;759;748
656;856;961
96;84;259
689;928;921
986;684;800
956;802;712
230;44;30
309;10;298
43;313;9
652;761;681
819;978;870
719;952;876
892;977;660
924;692;737
728;718;685
926;737;740
206;195;109
979;926;875
348;50;137
858;937;662
138;197;159
321;171;131
303;126;328
