1D;2D;3D
75;84;39
122;11;95
691;756;913
47;199;30
170;59;22
170;305;279
783;865;921
743;973;727
186;73;221
885;722;906
667;947;761
206;56;39
852;799;680
183;67;299
865;965;857
66;309;123
699;835;903
313;94;278
938;764;656
85;66;281
90;96;343
319;78;187
919;985;867
679;679;877
144;119;315
736;861;808
126;111;226
112;347;263
786;735;832
685;970;881
290;252;229
169;237;297
903;976;750
974;959;653
940;691;688
312;248;204
18;249;218
842;821;756
683;880;880
779;727;923
881;696;743
177;47;213
660;875;672
305;274;8
690;924;838
35;149;6
5;238;113
33;312;222
162;114;72
59;139;272
932;938;885
25;217;272
226;40;252
695;937;660
983;830;852
226;39;334
925;737;817
326;23;25
749;916;990
294;302;243
31;82;171
704;820;922
222;172;292
796;838;790
734;885;670
312;87;291
890;966;861
101;160;43
5;37;39
657;892;780
309;6;180
759;842;796
805;667;974
959;964;817
276;310;78
945;869;798
347;253;112
703;873;815
127;343;326
843;880;713
236;82;167
272;284;13
807;957;664
40;206;81
661;979;915
747;956;846
906;766;988
762;804;986
32;183;341
141;282;22
964;947;936
94;159;92
746;703;932
861;988;793
680;800;776
288;233;163
968;654;883
236;141;122
715;986;800
53;69;42
