1D;2D;3D
714;803;943
178;143;25
159;260;335
229;272;311
61;69;308
671;794;870
651;765;749
330;46;6
31;113;59
89;324;13
223;242;52
957;740;752
957;956;703
90;208;247
759;891;958
8;255;106
822;935;870
341;155;289
334;138;73
708;924;914
170;135;281
836;894;753
812;790;736
335;57;255
973;671;814
959;781;786
167;169;242
115;92;274
294;205;350
276;105;115
846;825;680
994;822;834
911;753;703
666;797;912
774;879;816
340;165;188
999;963;852
759;722;658
106;224;260
133;330;118
699;694;910
224;176;57
325;170;25
310;149;214
105;82;293
293;141;154
870;943;963
157;139;331
329;116;44
282;85;90
286;324;272
341;185;175
992;768;855
94;84;261
320;277;99
204;124;28
209;133;18
899;844;898
804;793;738
52;213;276
916;765;694
17;243;166
955;665;711
215;303;230
696;951;721
156;63;267
300;163;306
744;819;955
707;926;811
63;116;106
836;962;696
829;886;719
919;832;996
41;337;301
215;233;168
337;287;34
774;651;766
16;13;33
329;13;79
131;271;16
923;975;733
87;314;314
254;205;207
293;186;284
929;668;801
755;945;753
247;96;326
931;915;757
254;158;37
136;152;328
914;868;915
877;886;713
89;243;150
195;232;96
290;88;138
901;789;998
344;16;113
87;343;125
763;915;882
289;219;18
897;915;668
773;803;784
344;34;65
893;804;695
917;700;849
44;71;104
106;108;158
995;866;799
58;207;252
33;27;314
713;841;854
728;650;871
128;328;282
286;171;305
698;652;813
333;226;115
241;95;135
779;862;770
921;766;781
810;792;718
740;771;975
280;240;211
199;78;314
805;934;939
852;850;826
982;884;841
911;871;983
327;94;15
912;711;981
860;686;991
178;73;103
285;237;202
837;707;691
759;677;802
716;974;923
880;779;699
656;880;923
925;892;897
980;819;890
747;676;689
903;773;768
47;235;249
103;110;197
322;120;207
653;676;708
689;668;654
236;67;35
821;976;669
82;90;206
194;41;262
205;184;310
926;968;802
130;22;275
784;838;973
47;151;252
178;200;270
753;667;779
90;31;276
80;192;25
676;984;853
892;816;788
864;866;732
209;15;15
848;942;838
665;854;871
286;91;238
718;686;878
260;168;139
149;96;17
803;978;938
890;757;934
115;144;333
712;890;944
42;13;348
750;919;747
77;274;195
206;335;347
755;695;772
864;971;815
871;865;987
775;896;680
71;200;259
292;111;89
222;264;321
917;777;839
32;182;20
173;236;91
693;920;883
792;796;839
650;847;736
960;864;885
879;863;696
928;732;855
32;66;117
179;123;154
131;294;106
993;986;784
23;187;302
829;722;796
964;949;922
12;222;128
348;98;198
920;699;956
678;820;919
184;230;163
810;853;962
109;316;342
165;273;277
234;216;314
664;826;955
657;868;886
874;854;781
788;778;796
942;831;933
772;903;799
751;944;757
143;325;321
128;320;69
972;815;680
281;259;250
25;256;337
781;751;988
241;311;87
787;758;701
196;317;71
50;167;75
121;125;331
165;25;192
944;886;749
801;996;711
827;783;889
958;892;842
927;927;950
988;936;745
883;710;989
306;322;238
241;253;168
791;670;759
764;837;805
199;193;56
243;312;307
724;946;890
322;342;135
828;974;975
839;911;689
10;57;195
731;858;905
194;121;277
290;86;295
29;153;19
280;288;199
207;80;4
910;874;672
813;886;687
982;920;909
57;350;32
281;87;210
798;801;919
313;164;184
333;247;290
770;906;948
149;63;230
986;916;821
224;297;235
715;995;785
69;274;117
689;697;902
122;52;340
885;908;702
940;884;731
787;941;757
859;713;715
957;732;833
87;228;273
207;211;302
266;251;8
227;145;226
827;977;754
732;692;994
202;27;235
654;668;786
802;976;877
970;839;838
42;117;23
668;734;803
200;175;193
796;675;941
689;990;726
33;117;207
736;991;928
2;153;349
695;839;853
13;97;3
678;937;990
132;203;142
261;236;148
164;283;87
287;300;128
134;103;219
210;145;303
852;940;699
839;786;896
828;841;697
153;183;164
699;941;668
293;53;192
61;73;164
948;945;656
992;962;989
161;179;70
254;160;38
792;755;720
22;74;223
276;274;145
16;184;169
52;120;109
229;343;36
75;49;90
345;207;219
912;660;915
292;324;44
991;693;941
986;834;668
886;945;749
908;674;752
949;703;972
323;39;22
242;329;186
759;979;755
891;678;891
203;78;22
143;242;19
200;119;134
974;835;914
681;942;889
865;760;999
275;111;30
953;741;765
17;218;211
6;96;237
706;727;793
751;720;672
346;99;212
713;719;881
790;858;851
324;81;89
110;235;204
969;966;884
159;93;105
781;873;693
314;2;226
275;243;6
299;15;344
280;193;246
695;982;765
968;855;928
271;278;167
338;326;202
85;347;143
956;667;710
908;723;716
157;92;286
179;340;119
982;995;666
57;73;12
976;750;651
980;822;854
996;956;824
794;714;831
19;238;28
277;225;220
92;350;312
256;315;321
73;116;261
863;806;862
172;82;168
658;882;889
770;772;909
340;220;23
83;153;325
716;915;947
836;711;755
758;859;884
976;818;691
779;776;888
980;871;843
334;343;83
763;965;825
762;676;682
863;943;953
846;923;951
872;660;932
769;925;685
936;887;898
221;339;132
205;226;116
950;943;893
48;114;192
884;822;830
245;52;249
708;650;669
338;336;26
105;285;238
920;801;932
882;734;900
196;218;122
700;748;881
914;716;999
120;131;40
281;41;221
316;63;233
888;867;975
113;278;246
219;2;298
966;957;726
660;873;742
883;961;699
868;922;752
750;800;936
687;705;758
849;902;937
239;341;213
657;679;846
76;217;277
729;991;661
331;119;6
752;749;968
947;678;742
142;175;242
764;921;818
728;811;654
121;110;207
914;864;727
839;994;827
685;688;804
142;143;296
825;878;783
814;819;789
193;91;243
75;318;213
182;118;256
46;160;148
855;836;878
743;924;749
2;15;159
889;727;992
789;710;710
294;210;50
17;237;287
311;252;275
281;266;214
742;913;815
979;849;804
763;759;780
36;123;156
32;41;260
669;994;969
120;185;99
206;64;115
719;812;993
924;817;863
672;882;955
903;905;799
81;25;290
249;317;218
318;334;229
99;162;54
815;947;983
191;262;206
907;782;679
338;292;194
264;7;69
330;46;321
987;780;977
947;874;739
651;837;981
258;89;148
678;795;691
2;278;297
675;825;901
872;797;660
121;326;201
48;85;43
109;288;91
922;785;683
90;222;67
328;151;8
293;311;324
260;262;33
651;797;869
257;186;240
151;243;292
883;804;872
119;192;172
994;907;816
833;769;661
37;193;13
155;281;156
226;299;197
830;777;780
