1D;2D;3D
135;187;260
332;59;177
920;987;865
93;311;242
288;73;28
757;970;894
909;845;877
71;283;119
998;786;991
788;980;866
743;679;971
811;981;784
980;692;717
709;887;903
108;273;246
892;977;652
823;712;872
24;202;171
851;951;824
971;914;696
728;997;859
970;808;693
325;308;287
246;22;233
57;322;132
202;177;71
188;323;348
932;928;788
305;36;324
715;676;884
113;147;13
849;915;792
726;913;692
858;880;906
756;757;715
228;165;235
686;677;774
732;845;905
827;806;977
857;977;707
70;203;307
93;114;52
793;691;716
169;45;155
887;972;716
189;300;90
89;71;241
317;89;13
232;212;50
791;652;988
680;988;683
29;50;61
713;958;681
67;138;106
718;909;726
753;986;724
755;871;705
103;79;264
713;696;844
259;69;17
320;235;27
787;955;799
183;227;320
245;201;341
825;925;944
70;135;28
261;66;176
759;771;911
658;953;756
106;273;156
24;315;269
86;66;338
275;263;153
333;139;85
788;811;804
659;908;654
916;940;694
123;11;3
887;972;938
163;245;12
779;742;986
829;669;866
780;876;783
826;789;760
44;234;138
135;281;284
954;967;914
950;670;897
819;861;918
192;341;91
689;872;842
854;760;699
826;813;665
792;739;814
102;172;148
684;871;940
148;305;349
978;671;813
653;969;825
879;679;981
165;141;143
701;676;736
718;788;810
6;72;303
228;13;282
105;163;212
317;162;258
194;194;231
317;239;262
800;817;884
336;297;219
137;163;29
922;957;782
171;282;79
794;660;902
104;66;176
925;676;695
928;881;852
30;329;238
840;928;709
926;990;967
184;325;319
724;818;813
318;221;160
341;165;1
338;123;11
174;58;230
788;660;693
951;681;708
140;78;105
976;897;881
892;855;968
804;938;766
774;723;990
657;972;809
221;188;260
108;218;320
110;70;252
331;47;81
191;283;348
819;660;916
855;811;654
664;938;879
890;876;958
262;292;154
261;111;327
236;47;205
870;974;820
943;875;843
69;111;286
967;721;908
205;276;71
881;975;791
710;677;858
133;9;18
999;831;864
14;113;151
40;17;278
679;665;800
69;178;343
73;86;102
165;250;268
655;720;882
231;286;181
884;872;978
685;801;946
863;922;706
877;769;780
739;732;714
826;668;729
938;888;901
936;771;998
293;349;247
66;272;149
808;958;955
702;838;829
178;188;194
136;62;258
820;799;665
82;282;60
281;143;22
26;76;106
66;239;37
735;774;774
320;266;326
690;883;924
174;179;202
279;50;330
905;677;751
883;760;864
214;126;53
144;204;13
765;945;797
864;993;863
318;314;321
344;71;221
885;997;715
329;238;344
225;125;239
946;993;671
937;873;669
996;911;750
918;913;802
843;738;823
666;852;704
679;848;804
202;264;293
14;33;35
117;302;108
673;728;685
966;784;652
723;857;904
14;174;257
311;168;324
36;308;187
680;816;873
214;183;292
335;246;126
106;100;305
745;970;971
207;159;259
944;819;689
110;282;278
325;292;180
158;225;11
52;198;321
772;813;709
201;215;108
7;248;338
248;228;55
214;292;320
11;9;165
815;877;824
42;30;312
668;723;795
914;908;704
931;993;661
670;934;925
894;910;664
655;759;690
751;650;765
899;817;804
742;827;825
290;82;168
343;274;183
774;781;765
990;695;933
9;277;302
995;991;658
18;237;302
140;345;50
760;862;680
273;211;303
302;215;48
316;221;310
219;54;113
256;145;342
929;723;919
668;682;730
317;43;303
838;967;831
327;211;209
348;110;19
63;350;203
875;927;857
47;137;124
120;87;110
343;101;228
694;713;851
191;234;48
258;120;33
752;685;788
85;105;95
135;146;240
168;306;277
260;221;228
245;244;100
809;896;866
711;834;783
835;708;754
259;334;326
67;318;336
895;892;692
953;983;896
65;348;4
104;134;270
298;10;141
886;719;959
777;949;967
74;312;278
973;695;942
946;813;982
987;983;708
233;302;309
259;319;65
850;957;899
754;885;782
733;851;785
333;121;162
328;266;26
5;64;311
840;933;935
759;847;659
732;830;999
876;657;744
977;933;787
21;213;202
755;910;666
769;692;788
244;256;333
793;979;747
254;239;132
868;958;792
687;781;660
275;20;181
670;895;931
727;855;778
992;743;784
314;263;324
333;54;279
797;990;936
999;983;721
110;186;78
843;707;883
759;952;672
927;877;730
674;932;710
946;782;967
83;190;346
758;963;947
191;210;193
123;234;350
258;287;79
926;719;911
660;994;881
899;839;737
760;955;847
826;933;883
263;318;150
218;261;85
59;290;211
307;336;289
306;251;89
815;805;982
78;90;331
988;962;965
936;655;767
128;187;116
146;4;141
45;97;67
259;335;345
723;973;791
677;874;888
837;973;863
947;884;690
886;697;698
935;860;755
724;977;670
123;204;300
732;931;703
90;343;206
123;99;148
171;103;270
158;16;333
282;148;274
684;988;722
18;300;164
269;144;9
31;74;4
667;936;995
133;12;199
885;901;698
182;321;289
710;945;658
968;949;892
58;97;66
879;823;658
242;176;162
338;246;86
809;922;926
3;296;176
134;268;199
80;293;220
938;871;737
760;809;709
875;845;832
170;349;308
754;724;864
288;324;88
807;926;802
880;732;880
181;217;272
243;187;145
843;709;822
293;302;283
894;731;730
954;849;894
747;982;765
942;787;893
110;306;164
987;957;779
968;864;721
693;869;776
159;91;141
227;193;89
950;733;857
22;256;323
815;886;753
319;237;312
164;252;20
