1D;2D;3D
335;106;270
944;679;970
946;881;689
991;945;813
168;5;45
71;229;263
807;856;930
292;130;111
283;64;197
854;750;714
957;941;985
990;748;862
977;866;993
706;896;956
160;157;22
294;328;178
745;920;653
233;46;243
209;137;219
990;884;761
850;893;827
995;951;813
661;746;847
946;897;684
787;874;771
731;952;658
899;917;862
242;135;261
89;8;346
927;852;853
892;992;964
733;759;990
43;24;275
966;899;925
139;1;51
774;855;878
307;28;284
959;995;895
70;313;212
928;835;825
177;291;214
904;730;968
187;92;209
859;913;808
200;74;136
851;899;985
339;78;236
943;937;710
132;108;205
904;909;730
109;203;287
213;74;61
696;887;814
945;987;968
315;305;249
844;808;863
967;990;747
246;165;136
229;1;100
879;753;788
736;790;691
673;933;915
42;258;20
914;750;907
156;298;178
899;835;795
223;269;223
699;681;840
793;784;806
163;311;277
903;764;981
788;651;818
278;175;24
275;322;197
772;720;655
51;174;148
78;339;193
678;989;777
287;187;294
955;732;662
965;901;838
115;89;107
51;121;174
298;147;303
795;719;890
3;201;125
142;179;182
799;774;952
836;658;899
929;905;742
668;983;908
665;757;862
676;703;683
28;220;144
266;324;254
334;277;87
291;102;136
203;144;115
679;968;759
125;293;102
254;243;43
788;980;711
805;907;944
14;340;179
3;294;35
91;224;187
84;49;203
793;775;739
687;870;959
715;877;954
194;337;114
309;197;105
681;820;800
938;744;965
60;323;316
652;926;842
53;287;124
770;811;783
791;683;697
237;22;341
187;96;324
696;960;726
738;861;858
682;864;945
705;796;925
657;957;698
175;17;18
121;125;31
274;261;18
740;937;936
819;689;849
969;834;914
286;151;159
818;762;905
729;883;966
838;719;717
139;233;296
709;720;943
262;240;82
158;63;65
19;156;289
252;339;73
883;703;852
22;179;82
984;800;768
653;743;819
693;934;753
968;693;684
156;267;103
46;224;239
694;675;848
835;886;987
983;654;741
823;780;797
830;904;748
980;706;877
757;707;675
699;897;721
55;69;123
713;760;743
777;907;661
949;825;757
691;951;964
939;748;906
326;6;139
698;926;697
252;299;159
166;209;116
54;339;63
13;35;326
672;948;723
202;160;170
863;664;852
11;282;1
787;926;654
819;884;775
175;208;297
740;654;875
756;934;697
185;212;92
672;813;719
323;146;76
115;328;110
65;98;324
240;221;113
983;974;862
741;677;870
879;780;903
125;35;67
175;149;278
730;726;763
252;153;240
313;317;114
226;134;159
277;53;72
180;65;128
158;164;319
194;176;288
201;272;290
285;69;53
786;942;700
685;713;986
307;350;98
667;903;781
202;182;118
755;815;736
231;220;344
108;239;163
961;838;893
331;292;225
962;801;772
694;994;653
148;206;150
909;955;666
350;74;80
987;701;956
282;270;212
976;748;724
139;319;339
307;132;350
282;45;239
310;220;279
111;12;48
263;197;173
266;310;198
822;692;687
120;156;89
856;945;968
302;259;197
109;124;264
965;769;804
657;707;918
26;218;345
689;663;771
651;774;770
899;847;668
81;23;269
169;204;173
678;931;702
292;239;7
178;125;85
938;899;659
95;192;226
934;767;892
765;862;783
297;110;60
767;844;805
193;64;17
946;681;964
107;343;192
740;803;892
651;972;681
765;933;720
57;94;295
793;854;821
240;222;291
837;843;823
740;833;746
782;730;772
863;894;892
857;663;796
690;685;823
62;131;185
653;916;965
907;925;814
698;859;763
307;317;338
269;112;138
246;63;244
921;891;688
56;2;282
120;264;270
796;898;938
729;705;914
75;283;207
229;278;164
683;835;927
872;745;876
806;813;824
233;59;34
914;777;911
914;828;811
982;937;812
729;899;810
911;910;734
770;848;865
34;48;229
343;180;112
709;933;840
996;885;713
290;269;330
41;197;341
211;150;109
929;821;668
879;682;965
888;670;756
40;253;244
926;827;726
346;251;306
63;274;235
162;40;75
348;116;28
876;849;804
78;227;309
128;1;26
273;118;147
723;980;671
184;87;241
771;979;876
966;869;966
982;995;972
119;325;272
91;149;24
906;797;999
84;304;25
849;828;789
195;165;222
668;747;875
21;186;108
269;227;61
60;310;328
896;655;803
724;707;899
844;704;669
803;936;960
813;955;748
958;949;858
828;874;928
887;826;886
