1D;2D;3D;4D
8;204;314;549
556;734;414;340
866;586;258;875
84;203;37;241
618;841;668;498
91;342;676;858
260;461;213;694
889;328;778;906
514;427;65;626
94;386;540;463
96;181;130;944
721;943;37;825
487;429;1;487
93;388;209;314
194;92;488;239
290;210;765;291
918;63;543;101
634;162;48;388
492;827;646;173
899;781;6;586
461;210;119;914
456;25;552;641
626;651;857;607
317;235;751;694
43;209;716;860
516;964;207;49
61;314;526;469
621;186;179;368
947;193;863;806
309;46;189;697
210;759;196;449
505;539;252;970
169;768;682;373
752;878;147;574
266;439;481;658
404;546;657;130
138;712;20;726
156;994;227;382
789;348;853;424
65;730;700;398
800;438;176;956
737;776;89;521
634;826;100;96
214;169;660;367
698;593;849;782
549;850;655;660
162;217;459;163
837;391;273;727
355;976;488;166
982;709;631;889
654;879;438;853
993;696;846;535
270;538;967;845
505;44;415;309
960;200;617;298
879;732;764;13
785;292;606;495
543;618;762;805
962;520;86;294
169;74;490;872
116;24;801;490
935;323;289;588
780;49;124;482
892;905;161;503
82;198;62;171
72;979;416;709
36;511;649;330
251;470;834;718
738;771;770;150
113;215;742;935
203;456;815;530
26;244;526;135
139;750;853;424
111;766;219;731
414;433;383;340
219;581;926;490
457;449;337;142
233;834;162;184
575;625;50;222
638;944;713;396
667;134;13;563
433;625;32;577
547;431;263;500
155;861;936;265
424;610;928;940
826;744;525;705
280;600;852;866
238;70;8;955
290;579;186;799
227;476;262;990
58;618;471;660
674;448;455;707
512;146;307;807
577;506;802;810
301;625;560;652
557;963;336;696
111;417;177;137
524;421;9;285
843;705;427;767
769;591;932;386
691;635;413;293
324;531;388;969
567;663;389;27
715;308;760;773
200;181;188;220
126;574;185;799
712;298;765;913
569;440;695;380
812;930;231;382
125;55;347;361
565;262;118;440
551;241;700;54
963;252;942;971
531;176;741;587
236;813;130;671
369;327;829;377
308;640;859;124
319;681;823;458
909;404;461;651
789;238;290;433
781;467;355;124
133;305;571;14
312;25;735;458
211;577;62;498
337;152;473;281
267;841;222;785
223;707;106;634
478;859;56;419
981;50;412;41
965;252;451;573
84;756;235;760
903;945;965;659
452;797;132;960
21;615;133;835
504;958;218;68
688;585;282;700
40;650;71;542
982;176;231;603
379;282;489;964
835;448;717;633
786;318;232;390
776;512;265;304
279;596;547;592
101;641;236;118
80;113;599;209
237;822;51;40
291;47;122;208
544;811;392;150
747;714;566;711
641;195;81;446
150;827;462;988
547;210;551;127
72;372;383;624
502;443;30;178
694;504;106;989
976;455;967;742
571;571;684;957
415;101;708;417
61;643;169;439
372;848;356;740
3;539;143;513
946;337;220;938
871;656;29;280
606;535;538;589
940;313;836;279
144;274;913;16
496;194;700;547
33;773;258;435
159;154;954;110
652;858;622;877
381;140;869;280
240;552;401;759
962;376;379;463
404;840;770;116
1;962;818;360
148;717;510;973
668;860;828;515
566;252;402;718
806;811;268;141
357;338;580;57
143;455;467;9
628;774;779;744
203;738;51;771
742;132;417;815
505;199;355;662
371;255;281;426
949;247;714;583
235;927;461;250
242;933;767;571
646;596;956;986
284;207;471;614
732;546;773;599
142;789;705;868
582;532;83;132
751;319;702;390
991;105;450;408
358;402;52;39
742;297;122;841
560;699;177;376
379;968;309;110
783;545;392;844
495;616;711;695
574;537;300;853
707;614;521;526
432;319;704;392
523;602;235;295
219;603;184;677
809;393;529;920
310;814;975;906
122;755;645;895
229;953;447;131
278;315;815;51
142;300;972;527
883;857;127;885
559;123;684;298
36;372;911;53
398;730;731;609
458;635;340;260
615;215;392;834
517;268;916;934
579;898;165;372
33;891;374;597
807;706;690;717
507;785;732;92
660;661;931;554
441;174;633;40
795;187;615;902
425;413;537;302
371;541;686;738
941;332;137;121
970;998;818;840
163;328;42;67
696;71;91;330
816;427;693;389
455;294;852;415
25;80;16;354
298;471;985;400
843;265;914;855
248;315;468;840
80;542;46;580
690;999;422;975
74;47;834;276
40;571;799;292
849;540;193;889
764;54;438;585
301;386;320;422
833;131;612;470
234;442;809;772
761;54;62;509
511;371;654;126
976;222;582;942
343;298;953;583
810;351;926;596
471;927;8;244
773;769;821;825
137;140;722;99
519;851;737;657
492;7;345;497
201;606;602;337
494;614;318;651
368;923;368;218
640;201;940;860
862;469;126;915
209;237;178;475
714;465;974;823
506;335;486;705
376;550;227;808
647;840;584;58
886;718;991;171
794;698;231;648
919;243;237;572
793;555;413;953
950;263;299;365
848;416;374;626
508;928;835;265
485;130;357;599
193;687;836;128
3;452;75;684
157;362;828;720
203;157;134;451
409;916;628;751
155;939;600;105
880;646;534;160
921;380;944;491
1;866;229;697
445;98;970;319
923;209;102;853
580;342;948;225
680;751;135;283
999;948;17;308
84;727;6;925
955;300;855;428
397;344;371;33
563;722;28;136
35;187;535;16
250;985;893;516
672;44;27;238
815;205;103;183
59;712;939;875
962;566;220;263
49;138;170;948
516;55;514;398
166;635;225;144
148;148;580;427
829;978;922;300
782;754;81;100
191;68;929;984
899;625;729;295
351;996;515;311
502;538;866;533
106;407;382;490
461;696;168;954
520;578;969;789
54;464;727;379
278;441;932;139
255;795;354;304
546;660;661;67
621;182;46;850
847;399;293;863
427;880;377;629
337;118;499;459
782;882;931;522
634;528;523;168
722;467;265;717
680;782;921;353
373;468;97;616
448;950;414;779
333;106;554;433
908;286;295;71
11;577;431;879
949;131;138;925
499;293;929;305
720;242;492;22
486;140;512;753
670;256;281;127
277;471;851;576
498;625;928;380
918;611;489;222
536;926;300;363
530;864;652;337
490;893;406;321
174;40;958;118
52;838;831;364
276;849;330;2
866;546;820;333
996;531;629;513
889;942;239;83
963;563;806;219
274;222;636;800
258;346;443;940
214;405;625;909
761;403;30;178
230;808;856;115
508;807;743;79
813;680;208;658
564;387;171;869
797;849;323;960
412;563;832;321
522;252;139;813
341;752;561;22
272;696;617;943
196;943;221;948
899;36;472;694
359;881;979;590
854;815;755;347
143;358;286;631
800;79;966;499
171;117;205;759
558;466;305;146
680;822;204;508
797;606;312;614
841;395;578;632
948;979;646;157
858;821;366;536
150;636;504;127
79;518;514;328
452;364;490;702
825;534;637;687
704;825;813;341
120;977;408;962
871;911;100;71
103;377;695;959
478;985;689;512
712;872;177;525
609;564;532;236
190;296;144;524
498;425;459;455
329;141;909;118
855;428;739;940
676;147;658;890
600;543;823;250
576;950;806;481
764;668;715;887
629;13;46;602
972;936;802;29
803;711;971;944
27;257;324;719
900;181;51;744
547;455;499;421
905;346;276;149
276;717;711;949
59;4;959;918
439;609;31;287
53;889;193;258
75;775;94;223
199;642;854;423
720;579;601;585
475;652;333;507
352;380;999;13
737;402;592;112
330;830;196;798
402;588;744;558
126;986;792;737
913;656;218;294
711;918;162;485
253;179;111;576
552;378;220;933
835;153;425;435
250;478;631;440
100;430;683;955
274;514;447;319
546;474;999;172
218;102;624;118
735;259;613;175
128;472;619;759
367;235;860;386
467;390;687;78
752;440;5;422
825;844;630;566
555;40;318;421
251;977;872;281
563;794;180;808
924;520;235;703
27;869;564;270
984;678;702;81
278;765;707;445
903;836;569;108
186;678;356;642
974;155;1;476
647;737;732;501
681;442;709;966
482;507;796;302
51;419;695;6
679;669;975;301
987;883;357;388
365;521;984;94
473;501;356;217
421;36;833;897
937;212;567;330
826;852;64;647
238;462;567;59
481;630;804;816
157;446;112;805
558;447;718;993
900;429;734;335
405;463;27;113
103;951;859;547
206;861;901;133
805;769;660;633
171;125;589;133
667;878;653;108
243;187;426;946
982;841;353;638
725;688;726;619
848;547;392;158
868;327;389;137
958;240;420;157
211;687;73;659
183;843;411;853
163;750;418;538
758;888;362;553
548;654;551;898
44;905;763;446
58;392;353;693
945;468;928;889
831;206;398;320
554;446;30;416
566;409;505;86
862;96;344;549
400;969;144;484
168;330;7;76
296;834;258;190
337;658;534;392
92;412;498;681
124;960;851;719
250;294;745;784
816;694;322;673
327;943;366;169
542;78;307;180
204;220;973;123
289;586;333;334
860;758;908;964
86;161;865;871
315;596;948;905
795;690;706;606
14;989;489;824
267;784;100;386
373;26;754;861
950;286;642;816
674;170;549;848
