1D;2D;3D;4D
365;407;737;206
143;678;785;39
673;850;222;262
712;121;544;302
878;875;484;457
456;469;682;845
493;245;29;507
112;243;90;895
858;956;100;311
295;676;662;87
22;474;821;678
236;719;540;582
896;806;487;625
100;989;436;506
926;392;972;545
30;780;541;859
294;230;938;191
21;475;109;884
686;345;232;997
504;552;369;877
686;211;666;555
588;37;919;35
993;59;10;507
152;739;633;621
360;500;833;894
194;294;36;701
974;745;637;965
850;566;201;65
145;862;164;298
871;463;211;241
999;742;346;984
141;585;273;229
242;683;997;298
418;716;371;561
649;315;747;965
779;567;845;909
219;235;521;566
683;698;52;322
761;534;683;563
702;125;46;101
826;972;445;42
774;391;303;555
769;852;834;458
228;704;590;293
168;100;418;554
923;791;630;647
31;227;433;280
209;406;451;330
299;787;142;490
246;484;183;122
549;825;444;428
381;443;204;197
701;551;880;237
229;750;469;339
347;231;361;825
225;81;972;131
731;362;695;38
546;173;684;723
994;278;199;254
441;191;397;898
545;163;426;846
586;883;513;876
675;98;489;102
99;974;932;905
698;979;584;918
980;977;614;951
107;375;604;6
630;959;553;126
931;807;958;701
889;261;187;601
890;911;272;575
543;154;573;110
898;92;21;666
858;210;767;141
182;515;641;919
809;363;116;813
568;866;427;257
64;763;70;30
180;44;905;829
179;385;840;451
635;414;440;522
122;21;445;12
683;253;150;863
295;202;456;818
380;397;3;852
892;484;400;254
843;374;765;928
834;818;218;286
941;634;926;310
257;881;724;562
566;775;806;140
688;439;27;294
936;983;243;760
39;280;725;164
402;204;37;230
61;720;122;843
920;102;712;848
578;184;344;631
876;628;984;319
695;731;570;496
354;710;834;485
182;963;226;55
374;664;548;317
319;401;579;264
309;133;189;693
795;597;157;24
639;58;386;854
790;830;742;518
733;440;958;54
360;963;469;347
780;902;535;222
103;148;113;414
490;812;41;56
218;211;23;276
744;855;421;756
57;189;970;48
109;350;6;334
627;664;398;458
134;991;843;284
600;944;145;274
775;815;288;231
748;72;761;603
542;572;790;955
983;329;609;669
595;228;835;405
278;872;879;673
411;610;922;802
56;746;715;928
963;140;422;797
391;816;421;314
615;184;3;953
19;264;390;336
320;877;290;594
487;618;71;283
895;623;584;12
436;298;239;461
90;240;206;310
236;651;654;366
217;424;15;30
876;179;660;595
123;299;245;622
157;418;698;778
654;152;717;675
115;75;341;940
576;617;919;964
80;12;196;502
60;6;682;515
45;222;764;130
339;51;164;148
651;712;50;963
417;963;91;762
397;207;470;948
918;605;388;41
671;753;279;859
513;283;143;261
30;592;454;674
332;462;770;927
145;475;745;7
743;666;131;755
5;632;630;921
307;990;87;611
464;614;510;693
791;41;347;343
722;284;384;487
465;543;474;780
752;621;477;2
839;597;980;796
79;753;716;52
561;79;507;332
153;785;753;55
307;815;316;268
606;454;288;682
400;646;600;876
279;509;172;928
962;941;632;882
163;149;106;914
488;96;906;214
110;453;785;607
548;179;666;227
207;623;222;851
837;142;586;113
89;194;291;510
103;594;548;295
787;192;784;945
522;252;957;301
271;595;84;271
330;735;603;881
40;841;630;224
813;647;473;633
925;577;953;500
649;633;803;80
801;603;481;652
369;402;809;837
559;684;978;394
504;482;954;878
805;856;728;480
897;745;386;528
563;637;401;958
115;422;387;393
710;322;391;713
727;708;867;804
400;17;52;495
859;479;990;801
766;911;557;939
190;838;696;949
698;935;817;822
937;745;885;747
245;770;189;895
812;459;887;874
113;397;963;228
203;779;794;102
422;551;258;104
472;777;874;442
603;803;440;515
706;891;972;504
575;70;124;967
682;145;55;730
702;497;640;997
546;148;554;48
11;619;387;239
13;958;826;395
187;264;423;474
779;595;783;362
891;539;507;692
310;356;365;849
366;693;145;518
976;802;666;557
474;675;447;123
4;217;10;937
547;319;909;676
557;486;125;401
412;823;349;289
766;794;847;771
194;512;258;246
78;241;653;45
696;403;826;158
956;434;529;978
140;647;587;408
957;246;972;76
97;378;615;202
128;492;834;672
411;778;105;71
289;585;681;188
748;201;79;672
207;311;336;517
640;831;929;596
907;503;512;535
266;752;229;518
415;399;614;687
574;178;682;727
961;231;9;935
232;50;92;255
640;520;28;516
978;61;799;620
450;456;475;231
911;319;420;108
711;143;544;826
833;132;261;624
344;697;472;359
980;161;409;38
960;636;695;7
704;186;950;591
338;830;836;605
329;627;370;520
189;895;976;251
320;808;880;344
95;452;575;450
907;79;657;920
335;101;315;996
806;731;854;125
254;127;637;215
756;742;429;462
958;370;145;736
721;132;625;358
381;529;859;994
432;211;417;895
176;385;623;372
608;942;833;684
485;723;258;113
145;720;116;380
471;429;521;925
796;893;601;488
48;227;218;130
505;258;449;249
607;199;960;363
125;250;561;858
325;787;732;944
831;148;215;516
788;319;573;182
980;692;171;240
312;181;50;305
128;595;159;657
545;181;697;751
92;494;678;994
3;776;857;862
39;660;50;34
662;612;670;713
81;137;889;634
402;789;357;876
391;450;51;29
419;687;743;898
137;387;273;296
316;577;569;908
614;510;742;911
424;669;185;37
960;948;549;795
959;58;18;347
250;172;793;77
617;341;107;511
814;76;598;797
779;73;912;565
606;920;328;138
806;887;655;796
23;127;296;688
39;249;286;660
223;123;705;845
962;15;826;847
909;196;434;712
456;966;705;249
631;836;607;800
719;862;198;994
714;78;481;590
700;74;8;94
222;765;79;839
600;228;515;933
181;743;530;733
