1D;2D;3D;4D
335;768;810;986
804;235;939;543
793;987;899;185
357;652;271;761
501;567;137;473
34;739;553;230
434;949;39;41
511;896;875;329
967;500;505;430
250;501;189;969
228;217;94;304
658;625;838;297
980;220;187;987
715;730;736;17
668;255;142;550
314;57;278;622
374;335;854;167
694;841;494;413
920;238;421;331
491;793;718;384
395;709;907;927
810;576;105;74
758;43;993;997
33;963;561;464
348;941;120;654
268;889;422;612
79;701;733;13
144;118;914;475
195;637;558;637
180;55;604;834
288;368;20;594
514;38;358;31
76;420;238;285
597;233;268;833
777;796;211;794
371;802;319;281
375;182;681;821
952;856;437;851
886;634;461;643
9;896;636;585
404;102;112;414
754;3;362;932
663;248;975;371
580;440;285;691
601;727;713;50
662;973;240;569
485;297;728;994
839;527;9;360
82;107;905;127
926;984;308;227
184;774;519;607
48;633;694;813
934;16;281;153
644;485;450;684
869;153;223;923
777;694;162;322
599;35;992;560
760;255;644;501
369;54;628;883
824;672;496;316
267;561;779;300
646;525;267;113
990;951;616;266
235;743;576;810
134;856;293;111
22;215;18;972
525;855;833;864
874;498;193;950
253;534;830;637
611;513;281;685
581;962;367;159
101;605;93;501
590;988;516;524
246;234;538;974
591;221;915;810
151;465;897;775
586;717;953;273
883;736;987;622
526;812;665;178
658;835;369;978
467;919;173;771
707;808;92;813
19;189;784;234
704;965;147;310
974;784;521;764
387;993;140;352
519;679;231;680
240;497;103;759
331;209;490;662
733;65;353;631
645;926;319;265
31;907;603;458
31;801;218;415
442;137;424;569
299;187;780;952
650;956;701;266
153;996;374;256
536;424;944;991
498;383;348;42
970;382;252;275
684;199;992;992
243;402;611;217
478;539;720;899
140;81;165;518
6;472;133;643
973;405;786;876
495;488;986;218
49;381;163;504
485;223;418;480
623;377;465;410
944;613;405;150
218;29;680;993
839;845;498;421
17;686;267;712
660;491;362;652
488;203;984;116
569;138;88;939
187;107;783;213
85;114;159;455
904;664;220;528
828;999;715;204
101;314;369;15
943;216;911;837
66;242;336;62
837;79;665;26
576;379;271;117
879;103;673;718
675;443;323;878
81;605;497;554
849;14;608;434
454;597;769;857
841;480;781;957
820;680;100;93
986;715;312;891
314;929;176;641
383;76;988;148
138;198;688;644
396;629;28;264
41;790;845;908
904;588;496;672
221;700;247;696
746;602;30;726
268;472;887;330
158;955;949;990
979;348;341;992
172;599;426;695
792;257;810;563
330;990;235;304
301;498;923;757
748;655;198;785
521;984;348;15
811;370;901;379
492;727;352;976
215;333;395;969
774;152;584;888
747;824;905;993
901;12;541;9
566;165;763;823
725;759;15;841
174;879;74;370
609;799;112;373
490;186;331;824
820;510;849;150
585;493;294;589
975;808;526;833
371;508;746;862
821;1;471;605
688;855;446;639
157;663;375;175
37;920;538;721
103;93;325;144
904;549;929;78
442;7;312;777
13;338;684;206
661;376;808;647
375;786;933;917
488;858;37;44
585;54;21;719
575;490;396;621
921;214;168;489
839;64;283;455
461;132;930;108
988;69;895;222
218;428;473;942
371;361;518;523
550;284;754;571
914;970;163;932
831;121;638;520
797;171;24;721
31;964;259;869
592;384;381;111
384;28;844;550
734;48;719;791
628;910;961;90
566;858;545;196
856;664;313;664
710;291;267;210
128;875;306;280
251;479;743;670
255;865;795;554
422;946;178;156
312;920;570;356
129;992;34;887
173;116;170;406
846;14;428;87
838;632;141;389
565;884;671;622
993;959;855;647
576;842;494;233
551;415;964;664
324;336;93;987
395;866;914;555
348;414;326;367
702;288;521;691
835;922;652;903
646;444;484;782
839;339;942;957
864;492;539;637
230;405;702;318
633;81;712;621
498;631;281;79
919;580;264;883
26;67;576;158
222;335;613;293
955;833;298;873
421;235;193;586
110;933;639;3
670;978;786;908
454;185;29;12
743;323;140;978
864;117;535;242
999;598;520;321
62;966;437;310
170;818;349;561
319;144;91;975
46;260;912;259
786;12;391;103
673;246;444;420
827;813;602;883
251;613;470;841
934;329;940;202
153;251;419;132
744;700;542;594
86;264;360;236
276;916;858;66
118;171;205;222
244;720;699;677
308;654;354;326
145;159;360;139
920;143;321;245
270;749;738;904
408;870;997;696
470;342;65;428
250;422;138;844
872;28;962;469
954;692;80;419
762;493;163;904
3;342;792;999
888;698;865;35
570;444;171;508
61;914;909;167
762;86;124;866
240;604;563;41
671;691;765;410
783;891;881;176
21;927;275;814
651;336;592;972
262;927;916;115
47;89;514;242
390;864;783;947
934;332;109;849
580;241;628;743
639;434;100;751
999;775;165;842
858;712;772;603
742;732;869;141
425;122;855;58
346;665;847;836
682;269;841;982
141;925;379;63
349;925;786;308
551;27;118;895
133;911;960;761
557;383;174;409
651;996;808;605
64;528;102;632
562;726;319;89
112;652;567;906
978;354;953;856
792;437;221;554
971;927;460;663
896;940;27;524
234;358;33;510
524;337;403;421
523;145;558;921
673;10;752;763
374;155;659;274
192;45;895;603
58;842;203;472
707;421;122;361
260;974;390;697
835;814;255;593
651;802;59;796
161;477;936;477
261;639;819;268
241;165;466;364
24;93;821;614
940;21;502;138
71;230;394;677
145;278;704;85
791;73;927;191
799;647;916;656
151;414;948;852
149;644;889;153
320;51;140;483
402;242;450;18
922;716;19;862
471;972;520;259
518;282;302;469
634;274;684;581
446;396;110;894
604;250;20;781
279;4;219;455
613;89;794;690
673;376;43;262
350;487;182;539
472;348;42;101
516;677;148;165
925;124;607;33
513;7;791;170
998;25;653;310
238;700;373;965
905;315;382;411
251;416;536;709
454;730;526;498
205;861;88;333
669;91;777;498
666;285;360;49
198;478;446;593
440;113;710;254
84;742;622;831
401;734;181;831
984;867;49;260
640;604;462;756
980;460;397;168
306;834;279;478
18;925;461;614
765;72;643;497
107;181;755;468
912;487;642;150
914;945;791;19
44;57;373;748
528;199;668;32
840;427;476;645
287;589;442;342
381;765;17;782
819;718;143;21
982;242;418;746
340;872;872;577
509;582;982;252
70;931;322;725
980;397;346;270
590;853;81;85
573;502;919;499
930;392;273;763
631;390;338;483
812;887;322;487
586;875;220;942
211;734;845;922
764;729;194;647
143;820;880;763
690;719;745;191
703;976;366;852
945;155;565;687
441;790;369;33
585;288;829;726
610;588;602;534
952;443;649;19
564;517;852;642
297;427;289;515
38;457;606;466
573;610;518;956
282;987;28;640
615;148;82;599
269;518;902;817
847;354;386;466
377;148;905;170
658;400;680;44
633;586;534;897
853;319;66;362
752;256;722;242
778;548;678;497
669;204;672;707
529;806;231;939
743;338;707;344
527;274;262;30
93;729;362;27
942;797;715;863
119;899;546;923
569;378;869;38
579;406;248;359
696;341;791;862
827;63;970;797
752;506;592;492
583;684;800;531
569;15;301;449
223;524;15;95
388;505;683;958
339;665;765;923
382;241;93;54
954;361;625;383
751;936;880;59
747;936;515;531
467;460;493;62
951;616;487;729
203;758;767;228
473;568;932;867
991;319;943;301
153;176;129;947
587;856;675;216
293;637;966;420
117;955;623;310
469;442;96;954
361;118;218;48
133;644;246;481
689;222;594;630
893;507;936;461
530;7;450;327
374;911;782;759
67;658;674;257
898;604;308;490
5;442;108;573
595;611;186;426
892;376;645;456
958;208;802;811
161;774;171;326
304;80;485;929
625;739;215;497
682;749;463;545
623;413;29;178
50;719;500;728
599;389;995;148
124;928;400;811
862;648;753;233
695;460;769;337
185;632;649;150
535;436;934;951
996;892;732;519
103;937;944;856
807;617;370;687
105;889;734;73
284;602;373;55
658;742;733;258
233;995;736;461
990;530;195;520
429;596;883;857
252;731;77;322
598;471;990;977
108;434;636;961
421;689;687;374
613;15;307;834
309;430;219;527
115;42;189;909
339;68;633;50
269;656;386;37
551;722;649;220
928;706;952;946
20;786;658;903
351;650;719;836
959;584;752;217
84;953;117;93
911;13;365;651
671;555;883;918
944;704;990;956
432;986;785;688
642;329;863;42
665;560;391;200
18;880;533;847
992;836;497;139
764;420;173;654
685;721;119;415
134;797;512;269
489;388;110;832
240;702;521;966
947;929;494;745
924;87;630;784
265;413;237;982
235;780;25;847
481;857;70;601
697;903;502;686
556;970;924;860
348;742;525;972
460;932;755;994
68;989;672;29
789;353;580;915
76;264;394;974
701;994;71;565
239;292;569;924
337;538;685;560
68;871;217;719
