1D;2D;3D;4D
593;53;320;572
869;256;159;323
952;73;399;379
182;17;274;987
901;126;451;900
685;56;545;454
414;14;561;597
701;961;875;162
161;860;941;2
579;852;305;35
884;244;559;755
168;569;774;380
588;221;858;616
722;616;178;750
32;91;853;529
97;314;274;512
846;459;800;719
418;83;949;630
496;156;791;835
588;410;501;359
523;865;123;768
566;615;940;925
304;337;508;631
878;73;43;387
482;609;776;978
791;703;683;310
965;885;612;36
72;534;674;530
661;260;503;684
694;414;664;147
409;609;217;203
847;384;540;324
322;749;21;968
798;776;541;743
58;97;894;966
310;841;723;305
7;742;782;300
875;885;843;681
601;717;686;252
360;658;130;936
209;654;616;379
803;882;953;715
168;611;806;766
432;958;815;776
702;648;817;731
213;928;963;196
514;186;427;514
536;255;11;74
46;550;364;692
210;991;906;569
35;48;563;186
834;71;397;763
187;892;357;273
740;309;384;596
828;146;436;664
625;562;790;929
654;381;714;354
344;385;681;921
909;87;213;347
30;748;403;179
366;380;661;104
306;516;636;863
151;70;611;20
861;487;521;310
865;601;680;96
236;201;897;409
575;311;928;288
210;815;401;936
531;900;190;24
273;968;341;954
99;700;553;717
471;887;276;940
538;661;921;8
110;957;874;313
901;703;585;849
32;744;482;765
285;275;246;429
21;77;229;77
331;198;519;67
557;681;985;563
708;345;791;954
867;968;677;379
319;445;964;295
17;185;947;512
424;872;500;246
40;373;92;933
438;344;68;831
712;607;163;934
388;798;68;61
465;470;142;528
549;815;956;216
166;716;901;872
56;382;716;412
869;490;562;248
298;558;843;350
915;318;238;254
193;880;679;967
537;365;407;218
681;979;556;207
572;900;835;515
12;565;396;234
739;45;816;477
121;360;894;77
31;601;57;666
927;292;289;741
359;787;404;729
19;603;431;889
811;266;325;314
887;320;699;636
741;106;921;815
31;10;683;9
709;410;914;166
556;834;846;405
591;913;620;426
740;44;314;627
24;385;532;52
598;48;492;398
547;66;56;944
747;412;275;390
875;404;192;306
527;628;549;267
315;48;388;816
497;96;985;676
817;330;357;451
876;295;415;571
816;805;168;779
411;320;116;727
495;196;853;971
456;768;925;540
494;410;91;582
878;490;371;429
206;74;341;332
639;961;860;332
697;943;201;493
727;463;345;930
360;682;447;589
549;293;723;922
258;71;168;492
626;595;958;679
904;622;542;951
217;146;795;832
270;413;691;202
84;600;796;193
683;284;987;629
144;75;836;131
504;435;581;408
869;622;531;209
198;10;333;646
379;376;199;690
852;587;201;546
