1D;2D;3D;4D
989;403;858;208
529;719;763;48
262;80;971;823
368;940;704;469
211;2;260;461
479;682;984;466
180;684;990;991
822;273;990;38
155;675;469;702
222;658;970;120
590;912;727;268
248;573;429;132
803;27;729;629
172;361;774;145
978;863;203;431
761;976;959;832
570;29;778;747
330;622;994;614
580;853;85;962
836;484;332;611
504;844;650;674
329;792;988;533
205;508;169;479
305;939;976;531
754;492;27;680
174;664;450;635
422;831;751;81
48;812;926;532
304;384;800;638
428;86;856;433
263;745;461;19
514;557;709;902
390;666;344;882
763;397;900;975
630;624;132;845
99;619;700;130
956;569;416;391
554;392;257;497
320;291;159;562
24;940;837;874
383;671;4;65
242;606;911;47
680;442;626;423
412;674;929;571
131;463;318;451
349;448;396;329
910;381;471;630
894;715;115;183
656;286;484;852
591;170;157;129
302;409;551;732
557;717;376;400
463;3;649;409
436;771;710;838
7;869;348;243
836;50;81;683
654;951;518;891
532;433;69;355
667;843;457;874
19;575;569;775
903;878;483;237
900;184;992;771
306;414;317;663
567;41;424;500
818;899;793;652
756;374;416;714
373;644;240;808
219;653;197;467
662;367;3;624
935;899;497;967
89;691;635;269
475;285;852;794
356;392;850;493
83;746;387;46
174;900;373;563
16;886;306;793
615;652;120;582
703;336;338;176
759;662;687;803
624;176;204;688
814;865;127;44
705;315;692;463
634;129;586;314
589;692;113;352
950;722;442;814
986;523;383;557
843;924;982;595
179;727;403;526
642;832;343;182
43;590;711;623
659;530;358;129
992;392;131;339
489;380;929;892
151;286;123;324
755;422;624;718
816;79;796;926
60;457;613;513
479;190;829;583
189;322;159;869
300;406;699;430
