1D;2D;3D;4D
943;877;259;770
650;22;456;468
779;454;379;832
51;64;750;833
966;782;749;38
553;608;541;836
872;322;460;305
254;594;403;447
281;910;810;139
213;662;163;560
440;493;882;104
893;654;39;770
272;558;310;36
558;731;956;923
395;620;560;306
301;156;181;833
167;731;722;354
83;481;243;258
221;479;482;95
784;863;495;211
276;838;633;759
139;340;47;754
808;612;71;38
380;225;472;195
157;164;354;749
181;531;912;793
831;554;490;746
373;116;520;408
890;301;497;764
513;641;208;775
315;230;37;393
814;483;117;764
33;643;668;158
40;642;686;607
552;784;444;916
893;939;817;519
103;422;235;613
975;983;81;996
274;342;99;431
963;956;347;969
235;82;252;13
862;192;149;428
459;317;641;130
571;261;767;201
966;542;559;872
595;925;970;995
764;61;359;712
840;264;797;230
94;321;117;109
324;276;260;266
287;651;836;986
367;742;957;49
173;295;566;549
412;330;665;5
137;553;229;530
568;541;842;543
303;476;706;589
313;80;938;691
431;874;846;938
348;759;363;149
826;916;935;927
323;249;219;95
814;441;172;202
522;976;481;154
26;704;820;749
668;609;198;144
448;975;500;403
742;668;147;790
430;592;17;449
919;35;786;739
545;208;932;282
828;660;209;548
522;586;230;811
741;131;653;653
710;550;235;988
550;760;239;816
950;39;495;636
955;716;329;313
648;954;138;106
805;482;81;871
130;828;439;243
412;364;632;162
566;437;255;942
332;876;41;824
334;108;750;874
811;649;691;362
619;294;663;492
219;397;212;29
557;349;511;38
997;47;851;959
171;749;445;395
244;983;265;125
518;142;221;160
417;574;729;602
199;637;779;511
489;66;275;220
686;607;783;148
637;768;945;91
209;30;721;389
862;975;608;825
861;315;217;937
296;500;819;467
732;273;682;328
496;975;217;455
561;521;758;53
659;610;54;849
205;741;596;912
912;672;257;495
312;308;240;720
315;507;46;64
318;631;201;692
366;467;285;993
98;154;695;777
731;578;187;321
216;239;851;675
125;668;469;379
835;763;903;61
924;580;601;230
470;112;930;59
37;937;418;104
411;745;306;908
282;812;18;590
997;997;900;875
207;302;872;423
407;888;102;474
960;895;481;994
86;693;28;114
405;414;964;677
611;853;104;321
801;939;58;62
681;984;522;431
875;958;826;105
740;939;433;580
480;945;472;656
552;85;723;275
117;881;206;662
265;630;257;56
113;889;403;903
608;483;96;744
595;237;794;646
950;82;732;889
555;920;82;883
39;247;987;48
982;742;490;650
590;515;792;671
654;656;23;472
217;620;258;704
809;259;194;773
861;866;813;8
50;152;403;163
439;93;584;60
990;187;799;802
730;977;394;447
61;11;296;353
475;891;145;101
51;104;606;634
64;276;675;611
173;715;828;329
251;530;470;203
400;205;554;727
314;802;506;626
946;864;579;331
162;893;270;126
669;207;377;436
570;166;733;225
223;33;158;975
247;985;310;936
842;838;535;755
459;138;592;288
401;453;976;539
331;820;976;480
423;955;694;209
74;911;952;535
137;792;992;541
499;249;433;673
140;540;334;31
248;876;305;326
771;627;740;102
616;146;476;404
800;312;836;620
355;539;849;746
57;434;451;274
302;34;786;546
656;812;958;173
998;346;405;461
477;467;172;912
733;913;244;448
105;711;228;684
339;799;155;630
937;645;710;482
23;865;76;392
696;50;695;347
312;473;7;264
828;645;519;873
631;326;923;987
334;200;948;67
392;374;475;707
104;306;137;732
110;182;966;430
436;601;174;143
592;529;5;197
387;184;204;215
232;725;131;798
301;478;774;614
549;416;149;527
967;406;284;554
232;124;159;648
393;267;157;994
675;990;52;726
367;148;671;929
957;793;475;487
844;774;722;681
146;461;899;447
711;697;142;755
231;892;68;979
677;547;296;569
413;705;180;420
896;220;360;604
855;326;780;893
645;251;648;27
284;127;530;38
105;803;488;353
400;406;892;792
320;906;305;357
5;739;877;572
973;614;73;177
316;354;51;754
441;479;796;570
491;291;281;748
