1D;2D
284;339
178;182
210;212
313;303
266;301
824;589
197;187
708;891
305;301
253;110
96;339
326;60
618;557
269;345
782;938
161;260
93;199
689;676
287;55
202;329
70;319
67;283
260;310
631;703
269;75
625;855
332;326
791;912
51;112
695;808
179;280
219;168
110;59
70;166
99;140
297;331
61;118
168;71
186;220
774;926
342;235
181;145
867;822
325;136
78;108
205;111
136;195
904;910
788;807
205;151
718;669
296;88
915;640
297;224
181;342
216;181
79;102
633;570
311;341
759;940
301;101
221;280
305;318
562;735
121;109
155;162
85;184
318;107
179;298
660;813
75;95
159;298
280;345
89;161
934;705
101;286
345;332
323;189
110;173
273;328
125;331
806;757
345;162
298;325
180;284
241;148
930;665
136;227
241;160
913;683
247;229
151;71
310;238
605;865
345;78
114;181
139;212
289;128
130;128
122;134
912;701
273;295
103;241
125;88
143;128
906;559
284;323
158;247
616;758
130;186
322;302
115;145
126;176
238;321
297;134
70;253
887;611
248;221
216;106
295;181
298;328
162;208
163;76
72;328
206;286
928;837
317;113
927;763
877;880
203;232
287;113
925;786
341;298
178;60
241;52
145;190
762;780
624;837
204;284
302;82
70;143
239;68
251;239
288;342
126;290
273;152
734;830
249;237
243;311
186;155
249;193
75;79
102;203
185;312
141;95
234;324
55;120
74;275
76;131
331;161
166;319
277;204
63;218
324;350
281;322
128;150
187;255
211;79
266;238
306;234
60;289
658;560
303;333
197;312
229;183
116;276
808;800
146;303
269;165
129;211
340;300
235;265
636;933
191;295
904;692
284;175
137;304
783;788
292;193
87;208
318;222
143;274
215;308
341;171
818;926
338;240
106;115
930;680
303;317
723;844
59;92
284;132
130;98
96;148
250;286
311;251
643;944
293;203
662;653
95;60
230;268
174;207
293;112
278;66
323;134
124;242
156;90
140;199
296;338
200;262
151;339
89;275
267;91
739;738
333;330
677;789
884;722
746;801
76;293
134;160
218;246
287;168
594;702
168;238
313;327
299;207
268;178
153;69
865;858
902;804
119;345
264;338
948;762
297;177
241;223
249;114
854;832
678;584
251;166
246;267
124;341
259;336
58;232
278;55
194;284
347;255
827;582
341;163
849;568
92;201
617;856
323;178
234;164
86;175
70;81
112;270
200;245
330;296
295;194
64;246
192;206
942;882
264;146
134;251
162;293
297;140
145;100
193;282
208;308
311;155
156;75
221;306
244;138
221;330
108;82
65;151
291;117
255;275
277;120
210;320
92;107
101;133
201;75
145;170
303;175
118;212
254;314
74;81
313;310
863;875
95;284
312;128
132;166
95;348
639;909
246;233
348;71
109;103
325;150
346;206
673;943
238;229
219;180
138;228
226;68
242;106
339;276
264;217
329;297
270;217
182;57
260;51
74;234
213;254
55;103
125;62
735;612
81;143
189;245
128;223
304;169
117;161
245;105
725;689
56;145
124;300
326;164
63;140
905;847
809;551
182;80
231;229
568;804
259;313
349;313
120;340
185;264
95;297
642;731
695;717
228;226
290;276
83;108
230;309
174;329
235;253
859;777
86;275
174;115
888;896
300;308
191;100
98;214
74;345
170;345
140;220
230;234
118;278
344;171
648;769
139;338
250;195
243;200
323;67
54;303
131;107
86;83
62;155
96;270
332;196
274;313
144;187
62;279
78;130
347;309
75;312
99;332
73;307
346;315
121;157
278;317
60;327
187;172
579;938
732;684
99;131
122;306
184;315
876;929
721;591
123;344
109;277
340;191
301;343
116;328
320;281
131;216
236;138
295;276
564;920
72;80
890;854
177;84
109;128
188;92
195;216
341;102
106;243
888;713
239;60
242;179
340;76
785;719
629;931
275;272
741;644
235;175
836;875
155;95
208;93
66;126
898;676
64;334
119;290
223;329
189;96
89;188
170;279
269;170
705;870
801;763
213;63
314;183
743;901
218;312
563;651
591;917
210;175
223;317
162;105
298;300
563;760
107;176
240;302
112;110
346;311
277;349
133;244
348;174
174;182
228;55
859;610
205;87
145;340
285;63
69;229
332;80
87;247
728;715
784;658
680;600
202;321
173;55
149;130
209;348
326;274
176;53
163;118
794;805
85;344
241;179
151;319
180;350
52;66
316;266
315;82
265;172
228;249
193;82
105;298
198;66
347;332
192;172
759;664
153;63
303;74
138;236
275;293
219;164
126;213
135;245
104;191
633;838
340;114
245;161
220;192
217;132
293;350
290;51
169;177
58;163
76;259
104;345
156;91
215;68
929;908
581;601
75;260
272;185
585;876
935;935
300;205
68;316
275;55
99;175
240;307
594;779
897;611
141;302
227;276
917;678
153;174
92;173
332;93
183;330
653;909
241;115
196;186
81;264
343;175
684;835
51;55
224;267
297;222
53;124
112;153
206;262
312;173
188;293
650;755
221;128
115;71
322;259
823;776
240;321
300;81
127;161
128;234
203;243
329;221
58;144
336;346
263;109
229;188
226;277
283;82
195;303
148;55
287;157
348;186
248;67
73;249
329;195
160;323
56;105
265;205
305;252
287;143
283;83
654;935
233;206
160;89
293;107
213;90
264;149
68;176
599;772
226;318
87;335
337;277
206;92
215;294
197;194
785;719
131;331
627;561
290;227
328;347
213;277
147;253
52;120
81;256
268;222
231;289
240;261
157;333
243;229
90;119
106;177
93;270
277;91
835;651
160;336
122;167
324;121
291;172
908;692
661;820
133;83
816;945
166;170
942;715
65;131
91;308
172;301
149;128
70;71
57;172
300;202
670;825
177;127
62;113
600;651
798;777
135;140
174;78
76;200
818;937
639;808
152;92
591;950
908;847
199;197
293;127
668;704
860;923
339;92
62;103
83;254
268;233
103;90
300;282
144;187
234;304
145;220
264;173
170;161
247;144
96;87
82;219
88;184
83;330
314;159
816;884
151;236
110;212
841;632
162;284
134;135
211;95
283;259
257;313
148;309
336;136
76;157
317;277
336;96
289;246
131;93
190;61
139;340
152;71
99;122
264;315
268;98
175;235
635;651
137;190
53;116
905;813
259;109
301;204
266;217
685;676
694;854
949;815
604;639
172;298
187;109
116;89
314;170
178;350
157;303
231;244
617;702
233;161
324;127
788;879
177;227
342;120
164;202
110;107
195;269
333;130
742;550
620;776
309;314
782;877
186;276
571;945
797;899
80;121
117;163
52;138
68;94
322;325
746;806
191;220
170;65
332;58
66;312
190;91
259;134
315;288
234;61
200;196
349;74
186;202
59;280
201;233
105;341
208;319
311;341
207;83
149;64
340;144
57;76
198;226
765;840
338;163
229;331
83;140
331;187
303;164
323;187
131;205
227;166
99;284
132;300
258;228
96;104
773;815
68;134
175;299
285;77
622;830
290;108
333;115
298;341
758;774
324;164
63;275
628;558
104;238
171;190
850;783
65;60
242;281
97;50
842;599
933;585
124;73
166;121
145;174
797;706
808;748
563;667
113;95
213;315
209;60
88;116
277;133
321;329
238;173
753;648
255;67
261;106
162;227
905;797
248;116
