1D;2D
268;286
850;725
63;170
593;753
731;586
319;233
200;107
347;116
114;160
319;330
201;331
96;312
125;106
306;174
52;80
300;217
156;162
157;214
96;330
132;286
232;126
315;321
136;105
590;859
85;197
938;678
163;243
115;301
112;186
58;286
243;193
77;233
944;650
306;122
739;617
288;133
94;235
318;284
753;879
120;274
298;52
125;135
94;322
185;134
702;573
139;152
286;231
244;266
109;254
111;112
123;190
181;98
99;229
311;175
51;219
289;55
257;347
310;284
149;341
599;665
293;179
249;94
56;82
172;156
305;59
294;236
77;276
132;142
942;738
57;251
710;659
349;167
348;244
101;266
98;132
928;587
169;341
225;173
52;298
724;567
924;728
834;899
197;202
61;118
158;213
201;116
50;227
88;345
52;168
274;58
629;649
84;313
56;188
876;680
574;781
577;819
333;143
271;103
310;199
122;93
