1D;2D
348;50
152;112
795;602
218;205
136;163
287;183
747;630
138;349
560;885
889;799
272;157
278;197
850;929
563;755
246;341
824;685
345;227
745;583
342;191
71;245
242;278
169;161
77;119
251;150
341;143
81;57
195;145
130;218
159;302
233;255
283;157
914;782
288;274
180;295
72;115
157;316
239;69
330;193
291;344
723;668
149;135
621;874
254;287
101;220
317;349
347;118
264;59
252;57
330;171
283;227
630;608
229;88
109;88
199;326
130;58
752;710
105;131
647;560
732;864
165;211
321;182
176;200
264;309
85;108
225;156
88;343
86;287
256;230
311;182
103;143
121;190
237;140
256;340
805;553
944;726
131;140
793;693
173;330
109;290
226;267
82;239
327;150
347;285
217;321
134;289
277;95
71;275
333;248
58;190
183;128
124;137
132;215
239;311
889;778
245;184
130;210
270;241
166;197
612;820
258;58
55;271
296;290
154;105
64;263
209;348
173;333
850;590
167;297
236;244
259;162
140;123
335;247
808;927
186;93
151;55
148;90
936;694
294;266
315;94
297;284
132;267
627;667
131;103
864;794
332;313
699;663
126;317
297;107
752;826
250;126
871;564
308;122
589;848
705;551
121;192
320;165
785;857
168;341
296;349
114;213
110;181
191;61
55;240
921;629
171;236
931;709
74;113
109;189
204;314
59;126
136;172
176;205
283;128
250;109
312;232
618;670
335;231
112;137
272;139
891;764
239;121
791;666
84;131
304;167
225;112
157;136
313;74
221;58
913;722
78;171
185;221
291;131
76;336
149;314
173;114
334;341
556;843
60;132
875;781
166;295
154;119
918;944
242;222
343;140
103;128
319;148
565;569
644;652
60;327
178;180
186;250
321;184
306;266
299;227
54;252
244;53
268;149
115;262
297;318
563;835
218;341
50;163
223;53
68;191
135;244
235;236
217;130
568;773
321;300
190;183
641;573
337;176
64;255
328;340
229;250
152;328
735;696
110;124
288;273
105;166
322;174
261;112
129;117
196;87
263;238
220;141
148;107
330;89
250;179
279;289
274;178
54;133
255;70
759;805
325;338
584;572
345;197
288;344
275;272
341;109
203;59
655;587
159;203
300;302
255;282
837;847
192;295
278;71
88;319
58;329
202;133
329;221
246;192
340;331
279;156
322;141
341;166
252;106
941;923
158;336
222;262
344;72
59;286
934;718
190;253
826;817
291;215
946;928
173;277
293;211
317;251
145;283
291;126
673;773
870;793
244;64
261;66
156;327
124;249
680;809
133;161
169;117
252;50
180;241
159;264
268;195
82;259
289;345
330;51
110;228
290;185
75;89
225;282
121;185
319;104
220;73
344;108
345;326
117;350
833;552
89;289
96;106
82;89
257;318
338;155
588;765
71;327
312;217
173;243
128;161
832;652
292;200
345;253
246;54
54;303
249;190
241;72
260;337
551;898
65;127
782;606
138;96
71;206
336;231
169;318
329;57
277;233
908;936
636;726
88;102
868;929
260;203
789;792
220;269
303;59
215;325
297;250
645;926
284;193
247;253
770;610
251;186
227;115
306;179
743;611
915;645
580;635
270;214
342;278
306;137
342;289
301;172
158;224
156;229
145;245
94;59
135;73
277;62
271;61
226;97
280;283
874;784
67;57
198;247
221;343
89;292
78;172
343;128
254;256
753;873
585;740
125;184
184;111
154;150
214;264
311;215
637;929
692;785
168;226
263;164
804;802
59;218
265;314
221;200
110;87
280;194
97;195
160;332
200;208
278;289
308;231
670;588
131;110
144;224
918;909
812;852
144;154
314;309
260;228
65;272
616;592
344;339
129;260
135;321
72;213
149;244
300;335
60;215
237;68
129;298
806;622
162;164
151;122
278;208
326;93
208;290
164;67
346;159
236;64
60;195
239;263
593;573
85;241
145;299
655;597
137;339
51;90
319;269
167;202
221;274
738;855
93;220
133;236
254;249
307;133
76;124
725;818
287;184
808;557
890;638
230;146
317;167
346;208
130;341
875;857
588;728
178;313
125;58
228;152
219;179
809;938
350;125
232;95
331;233
145;74
146;155
304;56
187;93
274;81
729;569
133;245
333;334
61;119
283;245
190;87
278;198
82;50
317;104
315;212
186;55
628;862
119;308
211;246
862;755
177;150
562;585
267;274
95;211
199;229
108;58
594;947
258;138
180;210
133;223
149;246
299;157
71;195
811;602
903;884
196;97
644;703
214;96
110;285
247;232
654;723
277;91
95;223
135;110
322;131
144;284
