1D;2D
702;930
85;230
183;204
215;71
93;196
141;99
53;324
147;162
297;233
343;127
111;58
151;301
205;263
275;232
125;160
242;145
650;687
810;631
345;194
128;197
244;299
205;149
147;233
762;731
622;555
790;688
188;83
267;240
285;152
116;92
227;270
259;153
180;148
929;776
169;245
283;124
342;328
341;234
215;149
850;812
172;233
64;243
215;301
133;164
297;52
339;52
95;170
84;95
51;327
104;232
317;166
313;145
55;209
889;943
264;325
122;219
289;221
200;231
243;277
301;262
334;265
592;677
747;712
302;336
97;323
597;651
87;68
805;717
327;271
308;279
259;113
210;173
53;188
120;208
334;97
340;232
299;53
268;246
68;119
609;799
113;118
286;159
324;101
174;288
126;222
141;345
165;110
296;302
315;152
182;196
59;343
130;115
56;314
135;268
664;828
220;314
312;76
763;629
330;85
137;288
192;171
218;268
599;838
555;592
331;200
234;142
186;346
244;257
153;72
629;816
203;176
100;322
51;223
151;331
128;168
241;170
111;68
341;130
343;208
905;815
836;920
152;117
286;206
53;210
177;235
268;56
236;327
67;127
320;128
150;79
72;288
80;94
212;68
68;150
716;630
104;185
660;577
836;719
94;263
50;65
80;202
303;129
596;824
217;187
299;185
291;95
309;201
187;154
288;274
128;326
194;183
118;108
133;54
270;104
92;207
188;299
303;271
949;592
106;189
293;53
696;893
291;189
167;295
273;170
101;248
111;282
250;87
141;184
159;125
103;203
74;234
239;174
157;75
188;325
143;159
221;69
183;99
795;744
158;221
269;274
183;225
246;158
338;187
105;175
326;290
219;307
347;342
53;249
261;194
126;332
107;154
217;91
848;611
262;71
174;93
147;331
101;130
53;116
609;877
861;827
246;158
66;194
295;143
224;93
922;698
127;295
328;201
68;236
631;577
91;268
123;89
571;767
146;319
345;120
280;142
282;193
159;259
285;99
931;580
272;197
203;163
134;270
70;243
254;340
336;71
295;330
119;99
321;313
574;692
344;187
287;128
192;325
214;265
90;106
292;280
267;75
824;827
88;177
291;254
146;196
299;268
729;681
86;209
291;333
286;289
58;65
99;173
307;293
809;878
902;769
297;60
155;160
324;99
935;740
113;322
261;289
199;297
229;279
119;237
165;176
762;941
273;62
348;180
223;313
949;815
165;350
627;708
66;78
201;227
87;123
287;80
212;165
114;346
319;245
632;906
891;620
85;256
137;198
85;235
134;66
287;188
150;210
324;285
826;841
104;348
68;231
138;181
177;196
60;252
96;197
286;110
152;106
289;119
255;170
705;631
300;122
804;683
252;284
861;657
163;76
589;824
223;261
281;179
331;132
284;55
712;565
157;56
274;169
203;273
196;57
189;242
903;789
188;309
115;116
280;132
237;51
212;199
625;930
197;154
703;731
213;309
54;203
337;88
118;56
65;260
803;691
106;178
266;238
196;109
63;116
781;618
197;330
267;86
246;253
153;339
345;342
175;345
587;603
639;640
279;156
634;776
164;224
322;65
583;608
794;941
245;212
57;344
234;288
766;598
117;344
64;225
649;707
154;231
267;220
340;217
228;279
790;702
921;873
639;773
641;630
213;291
791;616
183;119
141;294
269;210
55;161
143;55
177;147
