1D;2D
296;161
148;66
244;255
248;183
333;193
614;720
230;182
145;186
670;904
827;812
334;175
97;165
173;226
119;223
188;217
273;188
339;207
796;631
339;303
196;192
312;213
581;801
937;601
97;250
881;713
76;200
67;209
89;103
218;224
97;179
928;857
170;303
264;261
51;299
585;718
61;311
183;197
314;170
291;127
230;66
272;143
83;256
193;159
133;299
627;787
81;109
193;207
137;215
161;126
129;162
183;175
343;251
834;919
100;188
806;811
303;187
120;284
851;874
257;209
292;96
203;71
102;215
226;123
113;86
821;581
261;291
148;163
133;160
199;81
297;75
55;129
178;94
158;206
85;318
278;101
147;205
171;83
256;257
200;114
58;239
189;188
711;809
931;635
303;110
175;71
854;863
898;820
271;310
176;157
118;173
818;880
841;833
117;113
271;189
152;203
283;124
196;203
276;226
327;59
761;630
313;248
618;771
130;292
145;210
274;119
147;255
141;347
163;284
76;125
168;163
167;83
98;231
272;240
51;173
718;899
329;287
935;720
350;227
341;335
83;270
104;189
164;81
79;332
809;645
583;763
703;810
634;615
238;161
166;71
743;781
99;106
254;344
248;233
333;54
201;173
265;71
316;337
168;119
341;87
711;857
580;893
177;271
59;101
145;214
321;94
56;129
125;58
53;96
339;180
79;109
195;160
550;746
210;85
855;797
228;111
219;154
803;943
291;301
329;246
256;226
68;305
126;246
258;154
240;186
122;348
732;715
739;662
172;109
278;207
157;304
310;333
928;896
247;251
736;618
53;106
769;668
922;921
86;272
66;218
727;746
253;254
101;137
282;280
847;552
710;788
257;313
223;210
865;851
260;232
207;308
305;75
295;127
183;306
334;134
676;919
115;234
69;214
578;905
91;70
747;732
594;927
254;297
74;158
217;69
77;134
122;265
208;113
130;87
663;873
58;189
239;309
223;233
288;268
164;51
112;55
83;304
269;343
608;676
57;128
121;64
63;95
330;151
343;279
81;60
339;118
170;240
76;221
62;288
207;309
79;125
837;794
245;193
78;240
313;345
151;225
248;111
592;889
101;243
53;235
328;348
309;89
186;305
295;312
156;172
72;212
317;81
179;275
147;298
123;230
121;316
286;225
81;170
146;254
295;145
329;219
206;302
114;203
315;326
326;239
845;858
290;318
106;329
650;721
572;885
64;236
560;700
747;696
175;226
272;196
241;211
206;338
121;83
242;307
223;95
878;734
198;318
883;846
179;65
271;200
221;190
126;191
99;343
292;192
128;97
592;606
221;116
166;172
220;131
219;291
156;230
50;256
127;231
84;333
268;152
313;66
180;195
807;659
860;595
150;92
159;92
234;311
82;185
166;92
179;116
60;219
753;759
239;252
279;295
266;83
276;348
171;284
314;91
283;120
179;345
907;738
55;59
348;57
647;565
330;266
265;332
295;86
112;327
89;331
587;853
218;70
181;332
270;126
634;720
199;343
331;234
119;337
246;178
68;222
633;643
259;231
161;79
162;322
297;233
131;165
56;57
191;117
92;178
119;57
262;124
350;69
265;349
73;145
67;302
154;288
705;879
139;60
607;808
879;570
349;65
248;120
861;645
219;238
293;206
259;213
80;211
205;208
283;76
347;329
161;185
57;246
674;622
215;297
316;117
203;119
117;232
204;322
254;278
650;850
173;263
765;551
142;210
96;53
674;692
333;175
308;233
810;847
343;248
66;292
66;184
231;126
106;129
324;65
307;314
254;70
160;264
181;97
822;829
565;845
281;61
274;214
268;80
790;926
944;636
170;224
260;338
281;58
854;786
303;349
81;300
703;693
127;337
252;220
871;573
222;329
93;96
729;605
333;180
884;704
181;340
764;900
213;259
263;235
264;243
347;74
166;104
219;269
304;241
203;203
314;129
69;144
654;849
204;156
278;241
286;141
944;945
68;109
244;194
285;303
278;265
268;209
237;347
347;316
242;230
181;245
199;153
309;268
245;78
773;930
259;201
335;318
655;629
793;623
218;171
276;280
279;115
303;295
70;332
306;273
64;109
131;265
293;277
160;342
115;240
219;211
52;90
194;97
139;330
189;164
262;269
225;144
329;147
587;854
254;125
166;333
778;919
274;90
190;302
211;91
310;88
758;611
282;239
290;169
283;227
799;643
81;114
266;247
323;78
829;950
134;53
876;720
783;835
86;339
290;151
337;297
169;86
651;850
153;311
187;220
59;309
232;252
339;204
324;53
263;341
303;280
195;266
