1D;2D
144;159
280;99
99;210
245;214
100;320
327;200
167;200
106;234
337;194
60;177
179;122
231;108
229;237
315;121
235;187
317;257
949;885
115;245
871;742
564;567
93;271
227;293
124;176
197;289
87;171
76;217
245;169
254;131
162;60
665;829
174;263
339;277
808;796
249;218
226;320
596;759
205;170
122;84
120;229
318;131
118;240
619;630
257;253
308;91
343;187
170;278
262;164
241;220
101;214
278;95
169;91
936;630
189;318
771;587
146;123
652;602
68;114
349;154
244;101
342;97
267;317
168;227
253;135
229;132
332;295
309;82
126;247
330;346
870;839
106;85
649;564
125;342
272;61
271;158
735;631
148;281
212;156
675;703
151;318
287;310
151;169
656;602
85;208
553;802
262;339
789;941
141;317
557;850
77;129
226;344
91;217
101;238
100;51
254;50
708;899
264;221
162;268
201;146
183;216
79;122
148;241
894;857
151;143
111;265
213;308
880;663
580;696
347;65
202;108
223;189
53;118
323;189
125;126
68;293
345;119
637;697
584;815
575;553
131;179
243;74
170;307
767;940
298;183
238;342
117;67
300;94
218;341
273;337
50;277
580;852
800;835
603;803
294;144
92;97
94;257
90;206
255;272
261;308
228;109
292;305
606;700
179;262
211;227
325;230
110;252
301;196
611;574
246;207
647;842
65;120
215;129
285;340
557;808
119;292
178;130
727;785
191;69
706;911
175;110
628;924
796;785
577;799
123;66
194;183
72;57
658;666
52;202
81;311
165;200
173;324
126;70
661;626
231;103
245;229
302;60
187;210
247;149
595;933
301;334
139;180
184;329
300;320
149;268
339;335
336;84
113;142
120;315
676;650
127;334
287;141
218;66
884;566
140;189
743;736
140;345
347;306
605;809
206;178
212;342
93;271
168;109
108;328
276;341
149;293
316;81
339;336
218;250
259;325
148;205
283;231
96;206
867;625
150;223
766;564
334;96
224;177
266;183
155;198
623;591
135;217
176;346
146;250
302;350
264;332
286;228
319;60
188;155
640;784
558;583
687;878
288;186
329;332
125;201
62;326
764;642
829;810
295;182
693;745
194;317
72;92
251;89
703;613
192;187
856;603
155;154
834;839
53;301
229;346
145;292
100;330
76;349
272;179
226;98
300;340
120;317
250;172
92;163
118;90
129;125
219;224
295;278
204;200
164;229
58;137
284;243
127;218
69;171
233;87
694;839
747;561
85;323
293;115
143;141
214;223
182;58
264;157
294;224
104;331
805;646
297;279
231;239
79;312
898;922
818;723
771;767
54;202
218;241
287;269
190;207
334;179
169;191
257;126
827;651
612;950
148;253
339;193
117;129
284;100
788;802
205;149
337;335
253;176
342;207
97;336
240;188
242;85
261;116
190;239
304;199
586;616
92;230
146;79
293;262
104;175
164;129
148;119
77;202
844;606
240;225
194;300
147;164
53;94
138;163
243;97
248;193
268;265
300;77
195;218
287;176
846;563
215;75
700;716
602;913
77;130
135;57
284;60
134;135
289;57
174;65
329;128
593;805
79;267
77;143
278;117
238;59
84;160
214;107
182;275
263;264
297;273
97;210
133;97
96;74
55;279
163;165
139;277
149;334
578;791
117;140
749;841
81;218
117;197
340;190
626;612
106;266
722;710
199;257
883;882
233;332
157;232
228;119
557;622
777;603
77;326
316;277
317;162
225;187
630;857
211;69
119;147
283;303
162;288
329;136
115;129
202;301
63;130
83;226
327;238
137;161
67;199
562;886
57;270
122;186
272;109
165;259
259;84
238;88
60;246
161;97
335;188
284;253
241;312
164;312
182;220
287;321
336;231
632;560
160;279
189;314
598;672
273;159
149;130
301;110
65;274
554;866
245;177
106;100
111;301
125;341
98;126
190;92
263;238
303;119
222;66
723;747
173;339
254;53
213;109
894;554
814;842
345;182
340;139
606;947
313;73
807;921
215;63
168;281
100;294
134;283
812;715
68;160
248;131
291;170
122;236
287;210
96;160
50;114
329;97
114;258
210;329
647;867
920;721
188;120
50;292
310;193
234;150
56;270
92;146
308;125
217;159
230;217
230;111
874;905
691;756
122;172
235;193
244;218
322;299
784;708
155;273
556;812
330;58
91;211
167;94
304;335
781;599
261;270
52;328
166;133
243;345
267;175
189;274
278;247
803;813
280;149
86;252
248;314
236;165
187;253
146;308
278;339
699;563
183;301
277;184
242;276
264;200
745;884
184;120
141;256
299;347
