1D;2D
53;161
233;250
107;106
166;332
797;596
115;152
736;653
182;190
198;255
259;161
282;236
318;320
57;226
193;127
292;282
896;760
746;896
90;223
337;308
179;61
340;312
226;73
305;252
792;702
342;144
138;341
325;257
67;202
226;215
623;946
667;711
869;874
335;116
247;104
304;111
209;196
86;163
286;267
819;701
295;317
591;662
781;585
246;215
720;773
85;341
918;920
313;293
240;182
285;215
341;76
320;199
156;349
228;139
668;853
864;567
198;126
120;96
243;207
78;178
341;243
326;54
256;264
102;152
193;186
167;190
638;615
613;909
270;228
141;308
928;894
319;82
75;341
613;833
70;204
285;234
169;335
283;169
65;333
52;224
207;73
170;346
97;61
253;54
331;156
89;265
853;653
349;203
82;81
325;332
159;176
158;251
311;130
780;830
586;908
100;300
182;338
145;216
140;138
93;148
125;191
608;938
151;226
54;329
98;247
599;773
170;118
324;94
270;293
136;209
270;108
320;170
328;265
119;209
628;693
106;109
652;660
945;863
153;279
285;275
229;190
235;181
314;337
80;172
94;168
694;643
592;622
299;278
163;217
342;246
134;98
92;272
183;137
708;930
99;155
810;754
150;80
283;310
87;166
193;239
666;943
162;173
130;180
680;592
122;325
298;148
291;185
250;339
305;174
181;156
348;272
209;163
170;82
263;338
91;145
140;78
192;169
172;186
96;245
118;149
309;102
120;252
617;847
335;262
745;642
105;77
805;836
132;298
287;112
136;330
51;164
624;939
886;712
80;342
256;240
177;152
219;262
257;298
290;270
258;133
312;165
709;771
147;82
58;251
301;314
323;101
224;73
887;617
123;286
289;291
323;245
649;842
74;107
72;143
81;91
78;348
143;53
144;204
741;607
262;109
179;94
78;222
94;131
139;337
913;765
151;175
333;180
128;294
285;135
349;118
561;932
175;183
301;207
145;312
343;331
725;902
337;67
73;167
178;162
350;223
273;155
264;209
289;74
97;55
139;85
237;224
176;108
183;292
302;254
197;216
673;601
555;603
785;732
350;281
286;162
224;96
809;881
98;343
692;783
209;124
79;109
736;833
213;244
269;318
144;269
87;257
282;348
348;255
347;129
642;558
219;349
333;148
306;331
107;111
134;342
708;759
588;925
658;733
235;188
285;106
268;65
331;192
182;288
627;874
649;944
324;265
51;170
301;274
59;117
796;740
320;137
188;149
295;239
209;243
85;228
146;342
324;264
778;763
101;238
298;185
74;248
554;573
222;120
128;319
117;119
268;143
119;152
688;685
275;215
186;192
347;96
311;180
340;178
122;136
287;133
116;200
150;305
81;191
71;318
300;300
101;334
342;152
350;150
344;190
312;243
101;70
281;169
171;282
686;713
274;276
246;256
172;76
97;239
82;215
747;595
263;241
181;138
239;249
928;925
244;241
154;218
132;72
332;340
120;239
252;162
63;216
753;573
149;70
850;596
265;111
128;211
158;83
342;161
128;250
825;786
69;225
133;281
795;561
219;148
298;109
350;166
150;282
197;223
142;310
724;558
664;841
226;151
663;892
247;293
780;946
147;56
252;258
50;125
219;154
176;182
142;104
88;343
640;601
314;206
693;714
200;173
212;145
585;720
152;309
259;290
58;174
761;842
252;136
321;339
282;115
154;223
135;58
658;606
325;101
198;93
170;180
172;194
764;821
854;881
157;101
89;108
159;288
935;616
179;239
89;155
217;165
300;242
186;164
273;182
137;192
898;775
168;59
342;311
245;204
287;291
303;205
208;319
103;320
146;213
312;54
144;183
295;66
253;105
160;170
54;258
168;78
147;57
932;685
259;272
120;88
566;693
139;63
260;249
293;155
283;179
663;630
124;75
57;121
236;286
250;227
59;319
561;611
664;947
176;330
296;152
105;218
805;756
267;152
176;82
102;123
276;236
278;51
172;142
117;325
297;341
668;890
230;71
87;106
136;215
587;754
867;807
317;221
137;246
347;52
861;754
149;237
632;880
942;857
583;611
154;329
178;341
206;286
323;292
92;78
225;300
311;83
73;226
274;58
78;156
82;244
235;243
170;255
103;168
203;329
281;155
93;190
289;342
166;289
68;322
310;195
55;317
926;606
333;98
149;289
317;304
237;198
873;901
832;721
184;122
155;65
65;177
897;620
304;318
726;944
52;107
53;144
71;163
336;59
725;942
96;111
109;297
134;204
150;283
249;262
311;321
271;51
259;315
335;173
246;109
199;176
78;341
