1D;2D
289;206
314;127
613;793
627;879
136;186
71;109
127;345
240;162
125;116
555;757
179;110
142;266
581;851
336;55
306;57
297;227
248;179
293;339
223;328
77;72
158;162
324;195
232;325
330;100
655;654
78;123
133;229
235;294
780;921
118;201
171;165
326;137
337;53
148;271
712;579
219;243
185;58
149;197
109;101
108;260
209;56
85;138
338;272
286;179
64;216
325;333
748;884
127;228
81;69
921;615
350;68
161;92
79;167
112;234
208;244
628;901
204;265
915;647
56;56
151;117
81;217
140;233
206;87
257;338
220;232
300;346
252;135
165;222
665;914
932;640
342;229
678;717
263;240
107;197
622;833
102;123
166;85
211;329
311;108
221;264
850;723
88;288
231;176
302;309
163;177
244;343
166;202
909;553
195;228
84;114
212;332
110;327
330;100
591;854
882;657
140;251
858;737
316;85
347;131
185;216
