1D;2D
966;869
61;74
206;327
91;15
255;73
102;28
680;753
26;265
960;899
987;877
280;47
204;282
3;109
917;772
968;946
689;973
58;40
912;765
817;982
235;3
921;937
54;203
71;122
827;869
937;754
773;902
66;77
78;164
889;863
346;289
1;182
923;811
715;693
309;120
768;770
776;781
30;188
306;342
5;110
793;776
21;51
694;934
971;880
193;279
692;952
777;879
82;281
873;687
890;765
12;228
698;676
176;233
328;38
906;976
765;989
185;303
743;984
40;317
69;209
693;833
228;216
766;860
701;780
134;65
685;929
302;34
818;865
272;262
347;250
230;19
733;946
863;985
978;973
60;93
65;108
154;47
914;874
977;682
166;41
888;937
688;843
729;928
303;170
667;943
776;844
230;190
203;234
121;282
678;761
177;136
892;651
48;45
340;156
223;286
865;794
215;341
930;756
793;693
933;898
93;93
