1D;2D
929;931
131;180
798;652
302;51
35;46
822;878
847;659
220;44
332;115
313;20
98;318
207;82
895;653
36;273
689;898
227;13
763;935
70;149
802;709
289;95
877;816
344;178
240;79
681;923
12;300
817;877
111;221
802;899
938;693
996;704
857;952
791;762
49;63
248;198
969;855
691;856
65;49
899;953
82;201
316;144
108;320
43;38
272;80
936;948
983;691
896;669
194;163
957;922
244;227
261;92
732;864
971;849
682;762
655;749
218;85
827;670
91;205
99;42
20;350
660;893
932;774
831;663
168;216
105;88
349;244
303;255
889;888
952;823
346;187
346;187
674;715
979;912
842;795
187;169
99;175
920;662
221;125
345;202
61;297
956;697
115;18
791;879
80;327
188;174
847;851
934;718
159;94
917;809
819;842
199;274
883;793
274;342
951;694
864;754
960;830
303;55
764;998
996;673
859;845
106;86
