1D;2D
239;107
800;965
902;815
140;293
894;994
167;159
995;815
692;773
873;965
140;342
108;331
200;272
344;214
302;172
120;36
901;674
155;252
950;966
213;135
15;75
845;772
156;114
667;951
700;848
957;765
928;750
206;15
710;966
651;658
913;668
340;344
766;751
807;773
970;958
154;162
277;26
64;321
72;229
951;876
894;807
894;715
207;27
2;288
767;864
209;58
832;736
66;210
5;108
336;330
218;299
804;818
836;899
198;195
920;957
170;75
319;199
799;801
973;852
858;745
297;322
271;85
232;349
335;56
825;966
290;265
843;696
64;132
747;792
841;884
136;230
145;154
2;1
224;290
294;161
79;196
17;182
933;839
987;772
81;117
976;850
205;343
300;53
755;770
940;951
813;816
812;895
30;40
853;869
291;220
702;870
868;746
679;810
295;217
986;703
916;684
332;218
3;65
143;301
211;255
698;747
869;917
291;235
80;160
834;869
159;242
753;998
184;185
19;235
773;891
942;879
935;829
859;984
690;949
63;208
805;810
232;320
243;26
216;262
309;274
68;143
74;230
344;22
94;255
6;190
911;844
45;339
68;23
913;869
11;112
192;232
148;127
926;934
135;267
934;956
303;3
193;319
828;703
26;260
656;787
827;713
908;655
731;792
740;778
969;890
25;175
21;273
801;857
906;723
94;46
759;706
56;111
335;47
820;880
898;914
125;144
201;127
300;168
774;670
348;255
195;266
853;824
312;169
786;904
818;907
662;944
286;140
997;858
660;762
731;758
891;728
734;714
760;872
726;659
850;733
137;126
752;750
322;76
906;910
44;166
692;724
162;89
73;13
909;689
281;231
950;927
168;32
274;170
767;882
924;685
818;741
42;51
779;964
789;929
127;137
906;677
37;261
336;190
184;17
52;266
806;691
806;999
56;194
831;696
266;29
323;136
212;185
940;682
993;693
101;349
333;290
108;159
297;331
239;76
758;751
666;939
701;928
227;277
242;134
960;676
132;112
718;975
240;218
14;319
150;70
6;142
134;127
859;702
222;88
778;665
58;151
849;966
715;693
343;55
982;844
206;81
945;803
156;150
982;742
866;830
681;943
234;277
212;105
194;38
691;911
139;161
161;190
64;223
894;881
850;650
304;92
806;760
160;277
788;898
247;333
260;349
186;237
875;801
777;960
696;874
29;138
294;128
279;119
197;90
249;29
858;724
124;4
207;318
930;898
262;188
699;691
992;685
720;693
749;652
19;103
795;846
292;14
176;86
25;6
788;826
901;986
836;847
851;793
749;740
835;850
255;1
203;218
789;887
981;984
822;876
925;858
792;902
959;790
936;963
317;165
73;137
852;822
865;980
176;144
162;196
868;998
695;739
774;992
928;827
338;208
917;698
241;133
970;854
930;713
938;929
349;92
241;117
930;712
131;66
961;770
115;1
268;332
80;297
197;14
806;897
137;230
234;227
193;345
24;300
996;814
723;883
280;231
3;13
868;683
251;346
771;672
278;45
664;995
875;659
313;314
976;661
236;344
751;951
745;959
60;276
816;894
722;878
990;991
970;771
679;923
20;141
933;660
48;269
946;876
668;871
684;806
743;995
866;667
957;954
819;971
735;800
119;314
243;150
347;200
795;969
16;281
81;160
336;80
15;244
656;747
654;827
955;885
127;302
243;23
239;142
340;110
973;685
54;142
873;813
668;871
42;32
182;127
803;809
290;257
164;17
313;48
698;652
770;880
85;12
331;59
33;257
935;943
1;291
702;895
777;950
753;904
995;665
57;164
348;50
75;9
906;722
128;198
40;107
160;77
2;77
682;872
164;342
896;854
689;677
726;782
660;685
67;277
967;873
777;682
319;314
787;898
301;163
787;829
953;704
748;908
269;152
223;217
344;218
56;146
725;736
139;288
670;799
120;262
154;287
971;764
989;781
350;248
941;968
945;918
659;790
761;822
33;258
849;818
940;692
322;338
95;18
121;248
223;190
922;937
872;944
907;821
287;248
860;750
758;940
8;20
661;731
771;760
710;651
654;764
26;160
123;198
163;282
97;207
179;18
920;735
868;850
132;160
677;715
133;174
872;773
272;167
148;38
172;191
59;179
865;854
303;311
310;129
777;987
914;674
236;151
260;155
965;878
968;751
655;794
44;133
774;997
46;328
314;137
21;262
332;263
738;763
875;951
909;697
197;175
667;938
249;89
139;338
176;183
155;138
855;787
107;322
778;947
879;986
811;840
861;846
867;736
661;911
274;269
882;671
41;24
944;980
