1D;2D
212;5
24;292
938;843
876;845
96;215
929;819
296;16
729;810
961;795
243;321
990;782
7;150
998;847
762;906
997;885
796;871
133;312
274;215
868;841
95;313
785;908
971;830
992;949
696;664
185;29
848;957
150;118
822;956
226;93
999;926
241;225
75;302
914;753
687;684
816;908
293;160
987;831
716;964
903;812
324;197
665;913
159;24
690;660
784;910
845;819
779;790
752;834
129;233
707;759
103;327
759;764
157;208
51;61
858;930
826;686
835;974
217;187
981;793
657;828
696;865
146;244
258;309
985;966
150;210
652;650
25;178
128;153
232;246
794;941
822;946
873;792
212;68
253;58
680;686
197;164
35;312
218;71
130;132
47;70
313;32
758;916
731;701
139;195
78;284
184;129
936;964
970;812
339;77
231;285
326;128
135;137
75;274
927;817
296;194
740;997
187;113
179;212
996;874
678;959
18;263
114;221
23;279
225;282
691;709
142;296
41;288
725;650
758;771
905;892
721;679
855;741
329;247
201;301
748;780
868;751
309;12
50;319
852;916
194;257
166;86
28;202
977;772
61;85
933;757
672;697
944;946
665;886
931;723
702;980
950;924
863;913
761;664
652;693
206;64
667;961
41;171
50;343
803;698
37;291
872;773
42;85
310;119
187;69
915;812
281;252
737;752
921;875
9;340
941;815
658;714
164;184
348;92
867;913
768;713
753;940
690;850
794;909
322;299
884;964
164;286
75;142
823;910
37;81
959;679
950;906
761;687
669;712
972;973
235;38
220;206
184;125
96;76
174;250
967;715
83;348
694;912
709;887
838;651
828;900
670;738
296;172
231;223
970;685
116;221
953;957
657;789
60;296
18;109
87;211
213;41
286;302
967;857
752;742
969;665
185;346
854;875
859;722
250;9
988;749
335;294
196;84
661;991
125;228
174;277
709;817
741;684
138;261
33;346
125;107
324;305
10;139
26;153
15;167
20;112
176;319
285;184
43;301
204;239
787;815
194;172
266;133
59;134
870;825
938;897
968;757
207;66
992;865
203;240
968;669
673;761
130;282
906;733
213;29
145;218
828;853
142;20
254;46
672;999
959;720
307;346
75;146
661;871
975;669
206;164
223;185
800;768
166;215
765;843
12;53
73;23
997;768
340;78
735;883
178;142
100;50
187;89
756;997
775;900
239;7
328;190
58;299
869;670
283;225
216;136
237;174
110;121
819;855
745;682
782;697
678;757
682;768
232;264
938;852
755;837
734;989
852;667
793;654
322;242
29;192
889;846
188;73
839;659
903;991
995;657
47;239
265;186
345;277
60;6
83;30
256;266
719;859
162;82
167;178
861;653
759;914
752;900
173;345
305;327
880;983
221;135
887;975
326;199
924;744
78;111
892;723
226;289
819;659
948;675
977;813
320;220
156;310
990;657
177;148
772;935
250;263
69;211
309;62
800;993
747;804
80;47
139;336
737;900
192;5
873;827
217;302
157;271
119;223
952;852
328;279
84;194
945;770
159;183
203;323
905;921
724;833
969;927
688;768
35;316
134;262
830;794
900;728
726;862
266;4
340;138
893;985
859;826
223;83
47;56
982;900
92;210
930;678
863;883
873;853
141;241
116;276
814;933
176;122
712;733
867;819
967;893
928;828
301;261
332;262
72;188
739;731
202;230
220;36
235;333
988;792
672;905
195;33
727;805
998;917
721;896
63;193
892;797
133;14
899;825
45;305
735;965
260;227
709;897
327;1
715;925
326;168
142;124
295;165
168;176
843;698
799;752
932;761
842;669
955;740
334;168
794;908
863;692
204;332
231;179
122;5
62;13
213;313
996;794
241;322
848;738
675;687
982;757
684;844
718;813
23;223
994;960
293;309
888;837
155;52
999;897
749;749
218;38
262;115
211;118
991;863
785;964
183;53
929;824
986;710
95;347
977;769
325;64
803;699
874;956
793;951
328;213
743;699
30;311
914;918
146;283
214;58
55;83
786;723
749;977
756;989
239;315
22;253
987;758
743;674
321;248
854;765
344;72
685;923
165;276
125;124
325;37
668;954
923;656
128;257
71;309
248;229
220;200
889;930
204;104
804;700
71;14
160;128
711;766
724;897
267;342
955;717
866;673
769;968
113;202
51;118
231;330
326;32
269;78
847;940
694;743
294;345
664;740
668;753
189;213
652;667
325;283
169;106
755;877
26;78
48;240
25;309
31;187
141;86
741;749
342;147
237;190
742;883
8;315
790;917
198;230
666;832
904;958
966;694
923;873
44;74
252;20
983;884
113;58
971;738
84;129
801;723
197;280
322;119
307;161
948;650
878;744
347;94
104;79
236;186
999;990
710;957
312;259
760;736
20;293
254;59
284;85
911;833
942;978
827;730
772;796
286;182
660;788
2;29
282;123
140;245
108;26
68;128
243;349
894;950
720;924
798;782
820;788
29;239
296;27
740;909
175;175
953;688
902;859
60;325
965;734
114;242
685;674
30;210
767;776
12;289
238;204
280;71
762;777
84;81
849;845
320;82
153;4
135;350
765;845
697;663
94;18
220;237
302;248
225;194
90;153
16;312
858;994
65;316
57;50
92;297
962;929
959;989
8;224
151;273
858;954
66;350
188;307
895;799
211;173
208;212
828;816
172;215
907;925
283;131
164;318
256;266
278;179
825;941
232;116
150;328
133;281
991;698
717;833
213;302
761;716
738;813
895;730
185;113
893;850
275;250
130;95
833;653
704;949
34;350
747;917
318;92
966;713
904;941
1;110
998;736
164;339
321;47
757;737
949;771
878;941
52;238
310;196
160;128
990;770
114;271
45;107
656;941
956;753
270;99
671;731
719;923
193;286
116;108
801;967
885;832
826;806
312;335
151;57
302;64
675;754
346;124
668;891
256;47
932;949
656;987
947;954
843;795
912;858
703;853
214;111
123;131
710;972
347;62
151;100
995;827
734;809
27;260
673;684
999;717
749;912
970;678
231;241
108;45
845;978
834;973
955;679
947;705
201;255
728;719
745;655
664;809
695;948
223;297
339;37
27;314
337;221
961;653
981;957
789;989
753;909
178;16
273;265
43;234
920;993
902;809
919;673
929;840
998;937
169;100
925;961
282;160
993;904
275;283
705;788
668;676
178;329
903;814
21;24
143;339
304;212
215;149
210;294
765;946
74;194
7;310
833;734
165;79
936;934
867;792
905;692
941;883
157;237
346;346
887;694
50;248
970;665
990;858
939;981
857;851
279;129
260;156
42;227
307;290
989;808
671;976
133;107
669;920
923;712
82;167
318;98
47;310
252;348
97;91
749;670
209;269
718;983
