1D;2D
9;53
769;789
964;791
725;986
673;924
261;335
676;876
20;1
909;833
177;223
753;772
52;285
898;744
294;227
922;952
803;730
989;797
276;319
61;185
896;745
729;997
834;755
177;235
186;55
680;728
760;755
215;324
686;678
56;325
143;104
869;683
972;983
835;859
823;942
218;23
740;687
29;268
189;12
230;54
729;934
215;326
652;735
140;90
940;685
747;862
65;115
191;161
57;306
898;752
95;304
268;55
959;952
309;155
690;873
265;150
800;989
650;995
970;662
225;102
239;196
156;139
838;652
292;148
699;924
917;840
881;654
264;146
704;951
175;271
931;981
146;345
706;803
779;907
701;873
858;946
802;686
226;196
959;807
95;257
962;878
990;950
988;763
992;796
283;292
804;978
26;279
975;691
38;285
340;64
936;839
751;809
28;147
272;207
287;78
977;651
250;313
8;100
213;60
269;23
899;829
660;951
883;775
321;224
652;919
822;774
203;350
174;139
303;26
888;750
695;901
53;108
883;849
801;790
183;243
12;164
661;847
797;895
140;251
283;260
228;255
254;16
913;813
168;75
308;65
964;960
833;874
184;16
980;893
281;107
269;185
811;705
949;957
154;8
998;679
290;170
835;858
137;43
169;28
948;729
218;258
336;143
304;161
230;20
147;263
237;185
105;72
779;690
227;47
798;739
723;751
170;6
260;134
729;868
855;803
344;80
348;3
101;266
71;308
667;972
689;677
760;944
913;814
969;737
278;341
39;319
798;787
105;24
912;727
307;247
276;12
152;315
54;101
140;47
79;124
765;684
699;652
792;826
988;740
274;114
802;662
790;945
958;804
105;269
994;901
831;754
916;801
338;203
89;150
658;669
253;254
238;92
120;211
659;875
933;692
724;787
906;886
737;842
676;888
269;190
934;864
847;924
174;233
750;812
211;197
200;78
781;785
25;186
164;117
815;854
254;244
733;706
733;947
992;755
286;143
722;915
786;751
949;930
171;328
823;755
652;773
668;696
848;952
69;349
237;157
853;778
920;862
151;300
979;755
33;194
882;700
927;914
735;948
886;708
782;968
964;739
10;306
24;318
825;929
668;931
990;798
329;285
721;821
51;182
89;271
770;992
263;71
326;323
749;908
213;219
328;219
815;831
944;774
163;138
997;855
910;671
895;933
308;152
298;300
336;289
863;848
893;804
159;270
837;799
991;823
963;858
969;765
221;43
662;939
57;288
324;339
171;10
724;663
221;80
207;197
887;810
287;109
323;191
775;937
124;37
71;286
968;921
811;669
234;107
930;806
723;826
901;689
235;209
196;13
799;868
881;698
303;285
929;986
740;806
3;161
685;938
162;4
273;141
190;313
50;230
211;211
924;790
989;714
835;697
128;84
913;681
63;239
77;202
1;199
44;169
258;108
76;145
826;932
13;204
274;51
320;327
815;845
965;909
212;155
966;903
74;71
297;56
928;783
751;979
332;69
181;179
312;150
673;698
204;120
267;189
823;883
91;169
117;97
88;44
799;913
306;80
896;833
244;312
718;889
740;909
193;118
773;884
959;872
947;923
110;105
764;829
90;319
68;245
225;141
873;876
727;710
795;958
701;733
117;319
210;41
68;130
766;815
246;164
321;349
847;958
3;111
111;8
977;688
268;82
227;82
129;267
101;342
186;45
222;313
7;347
95;277
832;664
238;225
172;209
98;282
784;669
940;974
659;870
848;732
169;285
275;30
302;109
729;737
121;127
922;678
684;968
667;813
249;278
875;787
229;285
996;895
332;129
922;840
75;278
289;18
739;729
294;43
954;783
73;241
336;13
724;977
705;834
181;305
872;881
693;929
938;740
64;132
749;956
304;98
813;764
284;30
323;194
309;12
315;212
328;238
651;762
342;204
766;720
714;743
278;120
676;864
981;750
752;681
76;267
976;667
334;346
740;918
183;159
142;293
839;704
719;790
110;234
985;915
668;918
668;927
822;947
56;3
233;120
987;712
792;904
828;847
289;348
704;689
660;969
863;756
32;283
671;839
168;167
163;198
315;23
18;69
94;60
212;140
341;223
274;54
39;74
662;926
763;837
679;881
37;45
231;50
266;170
208;228
119;131
102;305
49;342
931;732
877;910
293;111
166;257
684;764
13;337
695;983
93;168
215;212
108;201
784;770
963;712
148;180
803;955
739;968
45;21
929;656
252;107
135;268
273;105
686;822
993;719
956;936
762;752
114;140
715;831
851;938
713;774
981;792
838;851
893;674
195;32
190;221
978;746
999;681
