1D;2D
296;333
999;690
198;336
701;953
250;221
677;740
244;126
856;804
199;78
968;689
297;64
723;987
148;293
22;36
994;821
806;898
120;224
691;767
794;920
930;708
170;182
899;871
324;173
275;167
947;765
690;838
332;79
77;287
993;983
946;872
89;25
975;774
202;250
11;249
307;226
879;843
340;149
179;59
309;55
881;871
190;83
912;883
878;777
676;856
992;734
64;83
172;129
73;86
241;102
132;307
243;140
341;278
205;265
91;28
321;174
672;953
801;850
949;842
252;151
258;328
262;108
265;53
719;714
246;314
864;651
38;3
868;756
220;36
683;832
304;188
173;175
220;199
892;880
218;89
313;315
179;184
244;231
914;697
676;671
92;19
727;838
708;772
275;269
892;998
831;995
898;888
734;883
228;206
908;792
883;702
333;312
902;657
712;940
887;692
883;758
18;59
670;772
177;12
333;197
856;888
174;245
692;945
956;918
689;904
102;116
854;953
992;799
300;39
228;19
687;922
661;955
876;777
941;664
90;46
735;895
271;150
950;887
210;142
332;140
304;100
848;771
152;10
145;28
746;742
239;299
11;43
58;271
870;712
752;731
765;989
312;230
274;179
786;702
849;767
232;191
55;23
752;855
746;833
830;854
324;230
982;982
867;993
173;12
960;765
994;708
748;713
674;683
215;89
24;27
293;218
307;256
671;892
943;673
222;282
777;947
64;7
764;656
3;65
669;690
993;807
738;934
915;782
995;656
995;930
267;50
940;942
19;161
805;769
133;46
142;319
321;67
164;18
764;727
222;236
687;807
135;123
810;753
753;824
723;925
733;782
703;952
880;892
14;286
883;841
109;332
893;674
739;924
978;961
304;64
834;985
918;925
218;285
261;105
236;177
302;78
956;688
328;188
875;927
886;974
190;235
717;764
164;247
272;182
937;707
272;53
2;207
177;312
23;266
189;343
730;788
259;131
296;228
828;708
190;218
186;72
966;887
976;674
929;950
923;787
998;863
888;879
799;761
656;867
194;350
778;870
892;986
301;306
248;137
993;797
170;311
285;7
782;661
53;268
164;231
221;22
799;919
339;291
52;113
341;327
908;909
5;244
926;705
816;926
169;260
340;192
170;171
55;152
964;834
6;282
835;734
692;993
208;31
244;195
78;214
892;752
943;661
818;713
697;665
96;146
296;184
283;249
143;10
282;172
834;902
307;38
753;678
833;650
47;94
976;766
999;905
192;175
205;278
315;38
747;723
946;902
700;776
163;249
242;266
169;160
761;724
209;190
938;656
85;288
944;743
261;74
760;928
847;941
761;736
324;64
876;885
338;76
120;286
839;944
952;933
7;254
143;140
723;659
870;990
83;158
296;93
7;170
813;813
347;240
874;676
700;852
837;904
985;945
727;887
235;208
935;843
204;210
820;883
319;230
724;952
991;789
661;766
283;262
324;175
110;269
186;184
973;850
880;680
198;219
260;280
919;759
809;919
812;948
329;227
918;716
43;297
137;216
819;850
693;820
186;45
273;314
779;687
694;733
955;993
38;154
89;166
686;723
83;89
794;703
859;783
983;817
964;675
108;25
141;271
137;124
889;650
117;2
122;164
703;869
690;967
678;957
246;285
959;695
802;668
310;330
18;16
91;326
666;729
115;191
743;823
738;850
165;230
52;170
864;776
217;238
27;67
333;259
311;139
288;150
928;842
77;252
881;976
133;130
869;908
19;201
253;28
849;997
221;181
316;348
151;342
896;995
976;863
81;43
859;711
302;258
884;852
347;144
950;689
217;68
49;151
253;17
931;893
943;708
224;113
95;284
848;913
245;116
156;84
108;142
253;117
726;767
782;918
192;186
217;125
79;315
967;859
65;77
659;949
938;757
297;309
827;978
724;889
328;323
182;312
661;841
924;752
172;278
68;61
40;302
32;162
343;199
852;756
720;827
259;91
756;810
800;736
239;118
999;918
340;259
905;666
63;151
205;172
149;27
45;246
861;706
711;700
929;679
46;338
224;313
243;137
99;108
171;58
78;105
60;315
738;871
726;839
252;153
921;699
656;734
799;817
224;137
16;343
739;877
706;843
310;35
885;813
320;19
653;850
326;29
117;305
319;101
857;811
929;861
