1D;2D;3D
128;307;340
882;792;636
833;620;720
304;113;216
337;340;51
918;939;653
149;328;195
168;345;128
132;267;269
207;94;287
102;133;346
294;98;92
100;155;152
602;631;873
319;105;184
258;249;62
242;78;119
91;300;200
583;667;652
292;95;224
89;76;98
107;88;205
141;295;289
141;159;238
180;285;68
166;135;224
652;788;804
333;213;197
692;851;659
324;263;95
204;315;89
312;258;104
203;245;336
238;311;84
272;282;103
185;309;142
93;173;236
279;168;158
235;288;309
328;243;103
200;80;297
311;305;277
251;329;213
96;244;280
663;860;896
592;717;928
301;187;114
719;911;573
188;184;287
165;178;176
879;658;806
85;180;77
570;681;940
86;125;158
345;86;163
209;229;203
233;271;187
162;238;290
849;820;758
758;804;729
168;310;106
173;214;144
337;174;119
111;260;266
725;756;752
813;712;564
224;107;111
345;141;143
798;684;950
129;74;230
219;121;157
840;667;837
656;887;780
70;321;125
879;613;808
187;303;81
589;755;850
309;203;208
226;171;131
148;299;155
292;216;192
308;75;243
176;105;179
277;227;263
51;262;281
301;344;277
311;180;258
95;218;326
708;911;567
237;306;102
280;164;54
331;229;300
65;53;94
277;327;204
742;761;573
108;174;275
215;251;114
190;349;160
784;707;775
284;337;266
634;727;655
140;69;345
206;176;230
244;241;271
67;235;224
287;193;267
186;252;232
644;731;850
110;70;196
185;134;67
108;94;272
792;861;588
321;101;159
299;176;66
144;211;337
613;846;903
810;927;931
103;117;167
325;164;315
254;235;274
240;50;314
704;805;629
94;229;283
108;82;339
350;139;289
877;880;912
162;311;119
201;344;348
207;299;240
319;297;224
754;808;916
833;659;786
123;147;177
97;260;147
183;341;150
745;724;926
111;85;96
256;93;334
110;302;270
568;766;823
304;318;140
104;84;223
295;69;266
347;104;298
278;71;185
189;55;209
185;310;204
924;946;897
236;348;297
934;660;890
916;607;699
143;189;350
58;104;350
64;272;167
880;845;830
52;334;205
732;752;566
179;65;171
131;211;275
245;225;77
228;206;220
130;164;341
264;106;69
219;306;324
593;620;639
289;120;268
233;217;233
278;88;146
295;222;314
818;887;794
294;319;313
154;232;266
774;819;688
60;141;181
294;239;160
94;338;304
178;154;169
56;318;288
88;113;228
320;268;55
86;241;139
293;339;264
55;72;113
177;201;66
144;314;134
337;236;107
579;892;882
118;104;208
236;253;343
274;198;277
123;197;311
242;330;120
60;192;195
176;166;345
348;115;137
713;588;902
56;186;200
343;343;185
620;600;638
82;151;69
89;99;209
337;100;70
558;911;740
178;171;272
267;58;270
230;350;152
316;230;321
244;117;101
239;235;217
64;209;277
268;64;120
142;134;250
245;203;161
146;166;111
81;195;178
80;149;324
213;109;319
804;692;602
167;230;72
605;652;934
156;182;147
300;342;91
664;659;810
160;275;243
339;151;108
662;890;719
89;193;61
217;184;251
115;152;162
729;722;589
133;115;287
165;60;102
54;346;88
765;813;567
275;166;255
115;236;165
335;202;289
337;93;260
127;112;80
171;56;166
162;261;266
669;748;760
109;333;188
90;220;164
67;111;66
836;712;596
250;168;330
97;104;257
272;213;260
136;218;53
294;277;298
254;259;62
268;50;304
570;628;563
228;167;216
58;272;182
143;61;227
115;117;174
293;223;168
50;82;348
247;155;122
147;297;151
282;204;57
262;275;97
168;255;304
161;246;291
204;338;248
859;641;671
125;51;253
804;818;626
123;117;296
606;772;819
62;202;266
125;117;270
241;130;94
267;212;140
116;106;307
294;60;223
210;125;62
197;177;153
130;200;120
116;275;323
324;280;165
695;650;808
209;281;109
69;179;179
757;575;727
204;224;281
313;134;152
345;71;117
118;336;223
178;334;73
691;556;745
94;178;148
872;925;776
232;169;189
274;250;117
206;92;51
326;89;325
282;88;223
250;229;220
224;98;292
