1D;2D;3D
916;867;833
189;128;174
348;83;283
267;298;86
316;126;318
247;190;330
56;87;304
162;146;296
155;181;215
165;114;211
242;89;277
60;221;323
698;789;683
53;290;270
196;71;135
345;350;317
338;160;144
180;64;266
203;208;232
903;804;924
240;166;140
313;208;75
247;191;128
207;297;212
327;131;102
97;226;170
698;559;557
114;128;233
731;827;704
287;270;106
237;189;213
628;565;847
670;922;847
109;350;132
918;629;762
738;665;810
214;142;190
795;563;574
302;331;149
123;131;194
242;210;284
289;236;194
336;272;254
163;236;191
244;221;285
272;316;301
251;67;119
129;324;229
64;258;190
180;121;299
843;753;749
308;134;325
227;330;103
837;816;808
261;179;200
330;278;344
187;273;98
653;859;926
200;235;126
155;193;259
98;237;70
104;160;121
267;180;296
108;200;51
271;201;112
223;206;295
83;167;78
893;720;605
106;188;141
295;339;169
312;193;108
187;344;183
885;787;704
155;147;147
265;148;297
208;234;259
312;311;157
245;204;226
146;156;112
114;318;348
170;174;110
127;324;171
117;268;87
251;61;298
825;762;710
255;282;158
105;149;311
202;159;311
925;654;894
219;124;257
255;157;184
202;273;179
832;586;754
651;717;839
257;189;294
903;672;815
65;73;256
232;265;317
84;333;264
290;172;164
