1D;2D;3D
221;314;202
187;273;106
165;176;274
208;279;192
311;187;332
274;150;204
852;858;849
334;149;83
132;225;92
273;301;328
133;336;117
208;285;51
278;115;57
306;82;150
340;198;104
102;126;83
922;866;814
333;319;211
79;273;162
914;649;816
184;340;148
285;101;228
882;891;806
932;856;709
127;143;179
278;190;54
116;56;246
225;335;324
195;90;214
275;58;340
186;269;257
115;147;250
169;60;253
151;175;251
566;826;695
823;600;731
199;148;61
289;169;112
54;154;144
326;208;90
147;118;178
154;109;337
260;334;297
695;846;661
739;623;823
688;686;665
612;836;907
891;899;706
210;256;90
586;574;739
277;254;282
265;91;63
238;100;260
132;125;143
292;339;226
561;640;915
950;821;704
704;620;831
277;81;311
175;345;241
596;852;639
656;877;686
627;768;896
62;80;197
243;107;338
63;328;149
308;89;105
68;198;110
348;295;92
243;112;62
934;812;615
270;315;345
145;86;260
802;708;701
312;191;289
160;332;183
870;703;945
623;556;741
115;138;121
177;119;218
267;160;139
167;163;63
233;216;81
80;164;320
947;592;553
327;157;159
216;238;169
210;197;87
226;75;347
78;320;107
318;158;317
304;65;320
80;69;248
204;287;330
220;183;279
76;104;214
328;341;236
274;141;127
246;90;105
197;109;192
749;617;813
237;143;64
225;330;150
615;613;677
204;256;155
315;341;50
288;102;270
243;311;155
59;108;317
901;628;868
312;208;63
233;138;302
261;87;163
191;160;113
206;306;331
249;198;122
84;90;201
911;632;799
146;103;338
143;72;62
272;121;164
95;208;115
226;250;107
207;56;276
306;194;120
106;137;342
888;571;839
60;62;251
59;102;330
345;101;116
321;221;226
94;85;253
788;623;903
318;115;156
170;206;253
325;72;222
231;223;251
347;339;338
58;287;218
275;165;285
307;318;74
858;682;619
164;104;206
331;317;177
329;203;52
250;223;303
323;294;232
589;929;923
250;56;154
610;579;637
228;92;203
127;121;214
226;121;160
255;258;51
346;50;321
300;143;203
66;284;207
869;683;734
733;712;895
103;310;340
857;564;556
743;575;893
291;61;173
700;618;844
686;552;887
168;134;322
224;206;268
300;285;199
888;676;835
707;745;904
284;124;81
111;95;167
773;699;712
67;280;177
342;164;93
234;234;57
607;747;862
114;245;219
323;188;244
136;317;108
328;275;169
161;126;241
311;345;160
133;274;161
66;236;103
166;298;256
921;824;759
172;170;276
199;63;186
259;240;52
615;869;928
172;217;241
883;824;601
199;216;294
330;186;302
205;344;60
138;106;157
304;54;334
267;175;224
248;92;340
67;257;127
194;76;289
67;151;230
215;90;68
229;116;172
702;725;651
190;298;173
241;130;235
251;242;279
826;798;796
713;943;630
157;144;218
136;177;130
114;218;311
750;760;854
187;299;273
213;56;119
97;235;104
571;925;818
248;290;295
607;687;857
75;66;309
118;217;281
341;136;179
304;179;268
752;633;678
828;738;637
114;225;324
320;219;65
269;161;255
236;148;264
299;196;252
233;150;213
239;296;218
240;183;126
116;96;224
149;138;159
208;233;302
133;84;217
133;299;246
168;251;168
159;212;276
273;269;185
927;786;904
260;58;125
158;143;278
245;148;253
309;316;99
210;79;123
305;118;154
266;228;121
229;312;325
937;760;610
186;309;96
567;849;669
850;666;640
215;267;129
346;265;87
228;313;314
137;233;272
271;261;146
852;597;677
147;134;270
330;212;223
185;281;238
231;196;176
50;288;216
133;131;208
242;177;125
66;152;340
65;66;216
271;200;344
69;304;155
564;922;828
148;64;252
943;777;866
235;82;118
346;212;136
120;124;239
