1D;2D;3D
317;242;217
88;307;54
656;940;598
340;145;212
133;156;142
126;165;213
164;308;111
326;316;227
133;330;63
749;637;614
139;298;204
197;249;346
922;685;913
56;189;279
287;252;160
310;154;211
57;127;101
191;287;246
94;65;201
223;136;154
779;824;795
74;260;145
209;269;66
101;338;91
114;172;87
776;622;639
254;244;231
793;919;669
181;230;332
338;315;200
89;188;193
144;262;261
344;71;69
931;700;601
181;221;154
260;336;78
738;732;791
253;230;218
307;125;341
284;187;73
344;302;199
321;336;109
339;344;124
726;894;675
154;125;122
133;165;160
226;297;346
205;113;96
231;288;333
587;874;626
790;723;743
71;79;142
324;81;348
584;754;885
64;111;231
306;292;307
326;94;203
212;297;183
281;244;232
62;138;189
128;302;167
779;862;840
248;56;143
283;197;314
696;888;937
816;898;650
79;249;59
605;870;709
745;876;941
219;84;111
302;224;75
145;267;67
928;713;610
310;141;115
861;805;608
131;150;329
68;286;280
231;287;240
314;171;297
335;305;147
270;91;73
197;230;205
258;241;71
211;110;202
79;292;174
314;253;85
295;275;164
190;308;265
208;147;152
195;145;105
243;301;84
275;141;258
124;278;157
198;99;285
307;175;178
906;837;596
338;339;91
280;226;222
50;63;286
667;654;894
350;348;218
948;655;558
720;889;759
84;132;207
344;165;309
761;689;670
81;241;80
224;312;86
88;187;207
245;309;127
783;679;719
102;322;289
215;124;253
188;185;172
834;940;565
136;214;122
336;105;56
567;681;822
566;775;890
328;194;284
186;295;155
323;66;67
345;337;164
312;256;312
192;121;314
67;171;256
285;252;163
227;114;139
90;223;248
77;156;277
282;308;154
258;85;334
347;164;209
264;67;333
100;283;53
288;139;68
188;134;175
101;116;104
179;55;161
209;288;116
234;113;105
86;237;180
671;904;753
341;113;228
66;283;178
327;85;57
166;169;327
169;143;307
295;69;218
136;303;64
835;918;607
326;308;152
149;91;79
672;580;934
174;308;54
788;568;800
214;134;60
303;193;200
922;836;885
91;137;191
215;183;247
746;796;602
83;273;241
827;840;929
556;768;882
104;229;327
283;107;171
119;231;117
350;168;109
793;873;606
207;304;135
186;213;199
307;185;244
175;217;215
294;127;207
334;65;104
112;153;328
341;291;253
87;288;52
83;345;93
340;148;235
132;128;239
223;265;286
205;252;184
910;631;861
258;268;189
612;934;642
307;191;263
323;316;96
202;50;247
121;245;110
161;83;317
349;323;237
292;54;79
590;651;781
721;686;943
86;271;287
306;285;80
133;297;345
305;314;207
163;71;78
114;296;309
797;843;564
193;299;246
93;120;91
139;94;122
202;248;58
101;115;328
328;136;238
780;882;801
123;166;305
272;320;176
625;733;945
559;936;823
229;145;263
74;251;216
162;138;184
567;817;695
76;257;297
174;146;268
83;167;327
157;347;282
343;255;281
51;207;214
732;565;605
266;318;259
329;99;271
241;188;201
155;115;292
324;344;310
268;271;268
289;185;154
650;856;794
343;201;185
172;313;162
139;106;144
155;71;233
899;569;790
302;290;245
316;84;145
83;275;70
303;109;78
348;284;161
688;657;634
305;142;289
160;223;308
163;327;350
347;252;326
80;152;132
122;82;103
792;780;595
107;96;202
280;80;52
187;191;163
290;212;103
152;326;178
251;124;85
188;147;260
221;134;312
202;329;248
274;150;179
148;108;102
183;193;291
78;315;106
690;838;852
266;109;124
314;309;139
146;302;278
194;311;236
50;70;245
240;80;113
137;296;164
232;288;297
104;268;88
175;151;181
76;123;69
272;339;271
188;305;142
292;338;116
64;73;228
158;277;227
90;160;252
934;573;878
287;78;147
285;251;154
220;216;109
171;249;134
93;264;83
278;267;321
170;267;96
272;93;233
303;137;179
96;167;63
139;112;187
289;164;244
156;302;182
205;265;321
241;154;317
156;91;251
316;309;89
313;133;77
117;64;168
329;91;291
109;326;282
778;940;754
270;214;314
746;861;775
146;79;308
232;53;232
293;130;164
641;585;611
58;263;61
865;890;811
822;920;650
95;177;314
801;792;883
325;63;108
174;155;97
267;306;82
120;55;238
678;663;885
117;52;306
305;349;302
51;55;60
294;177;261
291;109;341
327;76;113
823;905;594
938;679;558
138;143;216
299;91;260
721;805;628
172;237;216
130;145;321
96;289;120
849;575;783
266;192;59
628;555;593
99;212;159
848;658;563
211;284;147
303;286;285
196;69;243
201;202;100
173;277;66
274;194;198
205;216;255
611;946;682
206;153;101
262;264;214
267;92;103
738;846;610
82;275;264
299;141;266
228;58;225
315;305;310
751;913;728
335;324;257
935;854;809
72;79;324
157;224;198
274;89;226
69;165;262
231;97;273
637;573;647
108;227;125
162;322;246
120;309;241
566;566;764
75;124;322
186;96;187
62;283;312
867;936;938
282;319;251
123;239;174
349;346;245
129;128;197
308;304;101
104;113;185
68;87;100
784;572;879
295;346;174
865;636;838
131;245;299
604;937;696
214;151;122
73;70;102
130;59;114
121;82;321
105;97;311
288;53;350
805;892;846
771;644;771
180;274;242
264;182;214
329;163;193
878;653;916
624;865;936
242;59;309
83;320;260
51;274;93
315;73;184
272;97;53
111;134;90
187;243;66
194;198;174
110;168;318
211;89;298
195;246;249
253;299;339
622;713;606
190;250;159
711;749;876
182;130;63
173;214;314
930;853;682
195;258;227
101;229;132
666;708;877
184;101;94
732;839;650
294;286;325
176;52;143
179;194;82
128;112;253
102;88;337
252;114;317
72;330;336
201;52;258
270;177;138
748;902;637
769;813;822
335;188;202
272;199;252
204;243;325
125;192;72
712;760;741
135;123;328
699;684;856
159;114;173
211;227;189
174;238;99
144;264;197
150;54;146
318;168;330
350;54;305
620;579;835
203;247;152
279;273;293
661;889;803
641;803;670
286;147;219
840;749;782
122;95;109
174;267;326
240;153;75
348;269;134
149;90;106
308;239;232
797;689;832
258;330;131
934;911;624
81;208;84
280;83;237
308;279;325
237;179;148
314;161;283
55;234;271
109;77;205
342;303;255
900;782;922
85;81;154
178;230;220
204;163;180
152;96;137
127;241;114
808;802;556
318;81;169
162;91;70
83;133;89
153;222;303
256;78;129
342;63;136
237;228;229
56;255;310
742;913;909
189;335;168
122;143;107
50;171;319
897;802;817
62;228;281
250;93;68
233;63;120
158;131;331
258;289;164
231;154;50
867;667;767
146;205;271
104;315;89
71;263;50
