1D;2D;3D
62;146;201
829;598;912
345;305;164
77;52;256
131;53;94
227;146;283
172;146;51
828;950;807
125;165;66
81;233;111
725;812;843
251;195;187
138;213;205
206;191;303
56;342;64
771;791;577
295;283;294
188;142;132
140;316;171
560;611;613
887;563;834
242;256;180
314;329;283
831;698;923
222;160;181
268;221;63
85;102;290
154;171;283
52;236;157
223;209;147
94;319;331
241;189;320
184;250;295
164;153;310
141;229;192
99;268;227
330;315;79
208;280;282
329;197;330
613;651;644
91;234;329
614;678;890
126;312;148
329;257;177
176;330;191
93;64;297
71;70;261
348;103;323
100;287;347
194;300;253
303;116;210
188;288;292
829;877;557
235;187;196
550;828;645
199;71;127
851;905;874
266;266;233
172;117;228
625;779;597
349;52;164
200;61;342
774;798;761
257;65;297
69;257;148
199;328;168
141;232;212
861;859;807
194;271;222
74;304;104
57;198;174
120;106;90
302;299;298
110;291;120
228;52;173
240;104;299
91;63;108
306;325;193
323;165;142
146;53;347
63;149;89
270;210;200
150;263;178
85;331;244
267;145;176
81;226;341
260;201;143
203;183;293
340;108;140
126;214;59
238;130;345
179;216;235
158;292;129
605;906;608
121;64;246
765;764;795
859;705;564
559;647;670
779;899;651
251;289;269
