1D;2D;3D
870;744;603
347;59;66
148;137;289
612;605;810
141;115;232
59;198;212
777;792;816
150;232;270
315;159;160
292;91;268
244;131;348
276;92;297
217;92;155
109;57;211
176;146;102
320;90;59
202;190;94
120;223;202
278;212;55
300;198;179
130;283;335
268;336;167
623;550;673
195;332;176
274;282;257
76;303;269
179;92;200
177;269;58
101;221;186
177;272;127
265;69;96
56;157;307
100;103;108
83;254;214
258;74;267
76;198;320
642;670;843
836;587;950
804;929;713
51;173;319
304;231;320
101;228;195
227;178;121
761;947;827
145;288;152
115;156;90
259;238;285
151;86;163
256;109;261
135;326;166
172;339;348
178;281;285
708;701;825
89;332;205
206;179;316
888;654;933
259;338;331
278;126;187
164;257;55
875;845;666
213;276;298
321;236;55
635;610;565
557;564;902
308;261;147
238;53;114
51;164;333
53;58;266
180;84;343
199;194;328
136;327;239
108;227;291
163;340;66
926;625;664
192;185;275
342;200;204
84;326;148
343;256;178
137;170;240
614;735;660
163;96;266
200;75;334
557;706;658
555;911;659
764;840;745
225;50;142
206;67;239
847;604;922
920;603;559
840;924;622
53;275;171
215;326;267
303;240;279
103;280;174
341;107;153
199;158;338
333;81;103
57;174;240
74;345;81
225;323;268
240;332;258
648;872;783
88;98;346
310;104;283
72;164;95
336;292;232
264;312;89
274;344;179
176;142;286
265;235;148
307;248;147
76;186;157
228;160;166
727;574;936
173;261;171
173;90;140
760;921;789
241;178;245
174;111;123
259;311;277
54;182;340
220;97;161
174;210;169
212;303;247
193;82;202
99;159;99
662;625;699
310;70;64
339;172;214
263;325;341
182;312;178
178;245;315
216;170;179
259;123;164
922;651;573
718;785;835
71;106;246
61;195;186
909;565;914
322;54;139
172;304;171
107;271;61
336;69;336
138;320;326
192;98;174
70;64;205
222;247;290
122;78;242
132;150;82
350;335;346
854;741;619
203;258;225
217;345;146
629;744;695
696;717;870
95;215;86
208;333;309
148;143;96
239;288;299
815;695;947
327;128;236
192;208;77
119;333;309
874;672;810
68;329;248
209;136;310
100;301;267
106;117;342
295;336;108
737;731;887
206;317;259
130;71;312
219;138;137
284;63;267
72;133;302
222;200;75
205;145;64
198;53;181
223;296;255
211;317;150
106;109;63
146;315;347
129;240;286
245;129;214
649;559;899
126;62;121
823;576;558
215;344;123
119;207;186
236;332;333
168;320;238
808;594;626
227;266;188
318;102;300
280;198;125
240;150;55
57;188;264
292;119;253
53;221;106
216;257;175
205;142;248
306;71;129
234;58;197
98;121;86
167;211;281
229;292;115
147;142;85
891;564;920
236;76;143
131;241;289
58;165;310
738;552;636
294;317;180
338;204;63
855;803;872
306;130;236
62;304;77
110;162;268
132;200;337
71;105;180
213;70;234
180;91;51
151;301;138
342;313;348
108;217;56
262;234;229
601;883;766
287;171;73
176;195;200
283;58;309
173;204;135
270;306;94
582;621;705
56;305;224
60;315;214
242;270;343
190;296;322
703;633;922
238;158;188
349;92;200
332;290;261
167;146;275
206;269;56
76;255;206
186;175;160
582;647;648
58;207;306
111;156;285
155;111;74
706;652;746
885;714;591
294;221;190
825;656;623
839;673;930
150;73;307
565;606;910
944;892;918
867;620;614
267;162;273
924;677;785
304;333;338
793;669;562
109;346;72
114;140;152
227;109;247
140;200;118
183;177;83
325;95;209
163;103;176
250;251;119
229;314;177
171;230;76
174;296;181
586;841;893
811;560;937
559;786;606
219;260;106
805;562;774
315;107;88
116;335;184
341;75;297
244;118;324
345;262;169
69;178;154
79;166;123
866;839;610
681;914;844
819;762;556
308;277;159
233;326;350
349;290;279
123;256;296
266;150;292
182;147;186
602;750;823
828;923;678
333;282;212
72;124;116
573;897;811
62;277;79
713;599;782
165;282;65
118;89;170
889;613;713
179;291;148
152;224;247
251;305;55
105;139;113
335;146;245
719;825;861
146;184;281
346;65;288
347;167;270
130;91;333
171;63;275
91;311;267
186;196;262
74;153;327
121;132;197
310;276;96
327;174;135
663;649;600
345;161;203
639;566;551
147;69;270
298;211;217
309;192;160
152;307;50
228;143;340
251;162;186
187;281;299
578;755;821
312;300;64
113;293;200
232;287;222
157;227;206
607;945;796
231;324;321
821;931;649
926;657;831
839;792;838
139;333;87
168;204;184
332;223;169
244;344;345
208;118;98
176;219;180
236;131;270
79;134;292
320;168;234
344;190;60
238;230;183
126;240;259
330;341;60
243;263;50
235;336;171
105;162;319
146;350;145
325;220;346
216;81;189
144;187;234
802;638;833
78;198;153
249;347;208
110;61;115
149;339;297
118;209;264
288;216;104
238;195;336
110;137;332
157;335;122
221;244;261
226;192;310
141;212;56
62;244;279
246;120;303
268;292;128
217;220;147
94;341;118
342;339;57
924;755;615
139;162;130
266;292;234
69;107;181
78;134;221
278;296;182
269;122;189
257;309;310
585;744;771
591;933;615
167;88;69
87;247;265
304;291;170
119;298;149
624;681;918
332;149;143
310;72;180
183;191;289
593;805;868
85;218;114
911;739;738
344;172;313
282;267;157
265;134;55
335;115;93
117;168;279
751;906;612
932;666;856
950;633;811
61;144;267
50;121;176
77;343;306
315;287;114
333;108;283
143;216;177
306;94;82
210;178;152
339;85;124
235;169;73
301;310;209
65;279;264
257;51;344
603;811;850
245;154;179
304;313;190
177;255;143
335;219;70
139;279;291
60;283;227
183;181;327
196;59;284
890;894;672
574;574;613
53;87;295
563;618;791
331;330;271
322;145;341
878;891;876
57;208;340
877;676;942
78;261;140
320;327;84
623;758;707
315;305;303
721;584;753
872;670;785
177;264;71
303;310;294
112;194;176
286;112;88
107;130;293
185;221;256
195;310;242
166;296;115
279;212;103
57;283;214
181;344;350
135;122;50
135;275;147
306;193;295
270;93;273
109;96;234
283;213;235
127;134;169
341;229;192
53;277;233
832;595;773
294;109;336
244;296;192
102;147;70
85;95;335
279;129;188
329;186;89
301;184;235
257;206;274
240;329;338
198;67;247
65;143;319
178;102;234
181;165;174
57;68;259
76;331;103
54;207;329
341;179;310
137;140;61
237;253;266
103;147;135
211;56;251
254;217;110
99;126;126
700;682;605
157;260;219
205;279;347
900;633;911
667;855;935
106;263;273
341;52;224
125;294;338
242;230;282
335;67;341
830;813;830
279;256;347
303;275;211
588;917;691
73;294;142
84;71;279
231;336;144
253;80;171
78;343;86
290;250;282
168;225;126
342;347;176
178;128;281
87;280;161
281;268;126
914;802;643
293;255;293
102;151;252
50;182;332
171;129;347
335;138;223
300;72;344
309;180;69
283;224;77
948;738;887
668;781;860
349;62;245
275;307;62
865;663;679
674;859;888
191;83;204
177;333;155
254;204;62
196;77;213
949;905;777
228;235;318
334;147;288
266;87;95
156;324;344
71;302;89
310;185;70
797;551;639
781;918;766
171;314;171
271;227;137
229;272;118
170;276;313
329;319;256
133;147;104
692;724;605
949;935;783
344;233;201
268;241;338
826;592;719
109;339;313
188;234;79
184;349;269
318;111;110
923;712;634
285;192;256
217;138;50
209;204;208
169;171;170
50;109;335
329;180;233
831;725;661
121;247;147
263;126;222
248;157;72
221;53;111
317;51;243
577;667;726
237;64;292
100;237;293
207;217;180
75;61;287
756;902;580
291;165;298
145;299;101
339;114;322
314;74;249
311;221;310
204;340;87
256;345;296
105;77;280
324;289;136
155;326;188
245;232;218
111;317;299
242;309;110
104;224;245
930;931;662
273;182;92
94;198;141
188;103;200
332;214;106
599;631;680
184;77;167
737;909;659
179;194;311
285;153;90
286;192;92
264;158;81
264;54;136
137;118;272
259;173;219
52;51;86
907;826;867
231;193;98
90;115;74
332;300;237
316;139;301
641;583;560
582;720;748
670;577;811
157;55;123
331;332;265
105;82;271
581;888;578
74;134;136
78;136;343
766;684;722
846;612;904
182;270;341
84;148;329
833;632;671
922;766;907
723;888;950
94;336;314
172;223;209
296;106;281
277;84;270
220;70;302
348;344;350
169;111;301
272;142;251
67;242;252
272;140;324
594;713;685
325;188;119
607;566;833
70;121;89
582;658;740
79;325;54
100;79;148
160;137;206
614;818;868
872;727;801
122;339;208
109;258;219
228;122;262
342;191;190
556;948;922
592;721;901
248;83;167
312;154;259
857;700;894
592;834;706
125;187;259
171;349;327
230;326;294
53;121;298
187;330;83
667;688;564
277;122;210
311;171;313
71;119;201
206;219;243
153;63;338
325;275;217
237;91;339
268;115;54
257;284;144
245;191;213
121;165;103
186;89;240
113;168;131
231;79;259
166;209;249
647;887;871
258;143;139
336;307;79
842;793;735
320;323;275
101;257;92
316;59;195
602;672;738
651;673;803
340;289;105
95;263;235
659;714;614
224;81;348
226;318;109
109;323;245
160;297;251
62;248;181
334;298;233
854;609;761
243;109;193
88;227;62
243;66;171
292;108;192
175;232;273
214;197;166
266;335;271
557;716;932
852;655;707
118;192;143
175;94;58
136;286;68
157;339;269
269;121;190
109;80;157
102;163;116
681;880;865
710;649;759
299;193;277
866;719;835
128;229;55
91;189;76
161;262;77
761;567;818
637;605;851
343;64;101
904;672;796
131;231;347
117;235;298
249;162;259
926;610;865
51;131;257
598;794;832
344;51;195
194;298;153
136;167;67
116;106;78
92;349;132
221;316;121
65;284;196
215;53;285
92;147;81
233;50;139
346;305;300
147;318;93
85;66;177
920;898;802
787;562;857
208;218;334
68;333;284
230;250;290
101;156;109
791;664;779
240;247;285
175;139;313
930;863;604
885;678;877
239;203;62
135;302;52
587;893;844
339;92;159
925;716;690
282;141;83
277;277;151
250;296;124
82;303;129
290;126;143
271;292;172
218;142;128
123;329;67
788;624;909
322;310;239
301;269;78
219;98;171
288;177;149
342;323;94
323;294;287
131;124;157
107;80;203
193;275;296
338;121;311
78;269;260
54;51;281
929;561;855
783;840;776
193;189;210
142;69;268
173;172;315
105;182;228
195;326;189
244;336;311
148;85;78
839;725;612
227;350;150
208;218;156
193;164;308
748;584;919
330;314;155
747;587;871
98;290;288
150;150;107
332;316;136
181;321;104
89;156;191
84;127;273
89;103;207
584;775;587
174;78;286
589;578;771
66;298;322
52;318;133
158;198;138
102;282;123
169;341;111
165;216;198
841;557;672
232;297;50
157;235;86
248;204;99
165;269;314
64;260;157
294;177;119
157;180;150
164;79;66
231;95;114
171;307;291
149;85;152
220;212;145
91;179;139
181;343;176
317;183;339
784;650;671
94;70;184
301;321;153
122;102;238
757;706;584
238;90;292
256;93;114
331;81;149
75;110;85
182;304;264
934;553;556
702;730;865
80;260;189
168;118;177
294;311;97
238;349;97
51;145;322
138;200;52
93;200;254
98;243;197
188;69;77
174;193;196
166;311;327
72;214;93
267;50;53
853;560;760
144;344;191
168;283;154
268;205;245
171;253;294
846;877;756
77;200;66
233;137;71
146;337;102
908;931;636
606;666;741
233;196;224
116;198;272
61;335;330
323;315;144
243;287;113
242;209;336
94;255;331
60;337;174
174;241;221
721;633;785
650;856;783
560;832;760
185;277;77
184;59;219
66;305;147
573;811;915
121;194;264
257;273;243
767;942;571
175;89;305
219;219;163
233;81;273
168;302;268
287;278;109
266;255;126
773;646;866
808;566;823
157;154;284
569;649;813
872;730;716
325;336;237
913;921;888
805;875;597
277;226;137
147;304;323
269;134;169
226;158;322
64;200;125
831;634;755
194;117;140
102;89;349
228;310;191
276;230;295
60;143;260
327;144;182
301;146;143
86;223;301
213;81;124
846;916;790
325;51;189
138;192;289
897;681;674
295;295;169
333;147;319
201;206;50
222;275;201
302;311;148
256;114;173
337;146;149
107;335;205
248;56;214
245;260;146
171;81;211
174;131;219
271;313;303
347;188;73
91;99;218
160;186;162
124;340;138
139;311;216
214;66;65
582;693;889
806;684;736
198;70;185
175;83;333
281;325;90
208;226;215
556;555;950
724;865;567
114;327;87
266;226;53
266;289;266
300;122;170
134;311;266
333;277;104
67;345;273
321;231;310
847;926;664
301;164;162
272;116;78
114;129;205
98;127;275
329;72;101
288;189;305
298;245;55
170;293;259
134;276;110
302;212;263
118;150;107
324;78;301
190;116;92
240;231;258
80;273;267
234;234;164
127;286;302
155;255;225
252;105;269
305;155;113
310;172;348
832;684;833
302;345;90
194;269;299
193;87;103
88;190;162
129;211;116
93;274;160
110;204;201
712;674;669
199;165;348
239;324;338
332;97;197
879;796;568
203;287;124
60;196;211
832;930;714
180;249;245
162;334;179
300;298;88
218;317;347
120;198;138
106;198;202
303;257;132
161;235;312
758;758;847
148;266;112
