1D;2D;3D
71;155;158
158;180;126
273;210;77
174;199;128
57;226;307
102;215;80
246;127;291
325;180;342
235;236;131
348;55;98
211;321;170
183;98;119
324;316;268
103;92;338
145;155;226
789;691;683
731;796;787
243;226;165
193;211;250
233;193;343
832;739;664
155;282;128
71;97;173
301;124;236
630;853;868
938;803;749
790;551;747
248;244;155
296;135;226
345;261;178
670;940;838
301;98;213
300;71;344
320;183;226
857;703;661
710;849;819
168;108;78
121;72;169
179;279;71
192;123;114
338;242;216
598;928;936
583;769;938
297;128;170
144;278;229
123;290;197
617;787;917
282;224;159
62;296;87
67;182;188
85;211;162
211;202;218
280;249;55
132;179;181
265;132;118
335;317;183
324;160;304
150;152;199
65;158;52
275;127;239
52;286;239
226;157;325
61;170;143
175;181;219
274;158;318
297;86;224
257;283;282
341;279;62
74;336;345
60;239;194
218;159;280
172;229;141
298;131;101
202;128;316
157;328;302
178;125;58
179;226;196
151;84;89
333;298;338
61;124;253
576;701;762
722;861;882
146;290;350
179;132;336
246;334;53
654;670;552
661;585;887
51;187;113
291;294;298
150;70;349
90;280;145
145;301;224
581;610;771
330;280;266
806;746;603
861;802;661
312;163;227
136;216;150
213;174;205
859;783;860
