1D;2D;3D;4D
270;73;38;50
267;35;92;13
271;65;39;68
260;66;38;91
340;56;52;74
338;100;26;64
313;5;68;47
292;10;100;34
264;77;63;27
327;97;48;20
345;92;74;53
320;74;47;90
347;12;41;30
307;87;11;55
251;100;86;58
314;20;28;78
280;17;2;79
301;70;22;91
298;79;81;29
343;85;64;29
258;37;45;54
312;35;58;15
272;75;2;51
323;50;99;42
264;43;94;26
318;82;62;39
315;80;50;77
273;19;8;3
311;55;93;70
350;64;4;34
275;98;91;30
287;95;61;79
257;49;20;97
328;8;22;60
256;30;94;83
337;57;55;57
273;14;32;87
264;61;75;6
325;28;13;63
339;10;15;47
327;49;37;13
347;93;92;57
311;19;77;69
250;50;55;38
350;68;37;69
292;12;99;18
340;88;20;85
300;4;24;8
250;93;45;17
275;91;19;48
320;42;26;25
259;74;91;97
325;4;59;80
328;77;100;40
294;22;60;16
254;10;96;57
312;43;34;28
348;26;63;94
266;81;37;33
280;45;74;100
346;69;6;35
289;37;37;7
263;42;87;14
296;57;86;8
334;97;66;71
311;38;67;78
260;63;16;21
267;76;52;92
263;19;14;64
321;71;33;15
261;2;57;73
264;98;31;47
304;76;68;23
319;96;66;65
282;87;97;65
317;6;85;29
340;6;62;100
344;91;59;60
330;70;59;95
306;69;77;73
253;68;7;39
253;34;39;80
320;84;94;23
323;3;80;22
253;90;43;7
316;61;34;54
276;77;61;47
303;68;43;44
314;17;42;11
303;93;100;91
270;81;15;26
253;56;1;12
320;14;75;12
284;93;42;7
339;81;51;31
273;32;29;75
339;83;19;12
263;77;50;83
325;11;68;63
300;48;6;85
348;31;13;21
347;91;86;47
278;55;30;94
297;2;12;16
278;40;98;18
327;59;30;23
332;61;40;31
313;37;18;71
323;50;95;44
269;76;49;18
291;88;11;94
324;82;7;14
253;7;80;89
340;82;93;17
292;30;32;64
350;29;30;12
261;93;20;11
260;17;12;48
270;68;36;89
290;54;97;98
291;70;18;10
262;61;70;97
287;51;35;84
285;21;53;90
257;47;6;67
250;13;9;80
308;72;5;29
313;7;76;5
305;15;74;30
250;6;28;56
343;98;19;15
332;79;93;100
267;13;25;92
305;33;89;35
287;84;29;49
338;32;52;73
290;35;15;30
346;57;76;90
284;69;43;53
322;70;9;51
291;82;48;34
328;77;56;65
308;29;29;9
339;48;61;68
306;5;33;44
251;45;97;77
299;76;83;58
263;95;68;97
295;92;96;59
321;36;36;97
346;19;64;82
328;15;33;56
258;88;93;84
274;40;79;32
326;8;91;96
314;78;21;64
325;26;16;87
330;45;79;89
272;24;88;94
258;4;79;51
258;95;43;60
286;82;13;67
291;17;94;17
289;58;34;85
291;56;22;82
311;96;75;49
312;34;14;73
293;1;12;87
266;86;93;76
321;8;20;82
252;55;92;25
349;94;67;22
297;75;92;93
342;62;34;31
313;53;8;98
307;97;15;31
310;48;6;53
304;7;41;24
275;28;89;68
255;98;93;90
252;43;67;85
299;79;15;11
263;26;24;40
279;9;37;58
262;78;54;58
278;52;29;1
318;92;44;97
278;79;3;92
266;42;60;39
253;90;85;68
295;31;72;76
289;12;89;5
285;6;49;13
309;1;77;80
302;45;31;46
336;48;16;83
340;40;95;68
294;80;58;38
306;81;32;92
281;53;37;96
271;83;95;34
305;79;21;76
334;10;81;63
268;84;85;82
343;71;41;48
297;100;58;20
260;33;3;82
292;83;48;40
297;69;84;80
349;12;62;35
333;15;13;51
338;50;50;55
324;20;18;21
253;55;26;24
285;16;33;71
281;17;92;89
344;6;71;25
309;37;16;7
259;64;27;94
279;11;35;84
283;52;18;17
254;74;31;53
283;22;35;20
272;8;67;24
332;11;36;41
252;60;70;84
276;98;59;3
305;34;64;42
348;57;63;83
321;47;55;95
332;98;58;18
276;77;24;30
283;48;15;16
330;13;94;24
331;70;56;60
342;6;35;46
271;65;43;1
287;36;63;16
344;40;43;8
299;14;92;58
263;50;17;85
342;28;62;59
288;87;35;22
326;51;45;8
270;94;10;10
280;45;19;81
325;34;92;59
331;74;27;50
258;41;17;86
319;2;8;99
264;62;69;97
298;76;96;36
290;27;56;74
293;36;38;58
272;83;15;17
315;77;46;74
322;91;77;4
307;83;90;96
251;27;32;99
281;68;73;6
334;11;47;26
334;42;70;35
283;88;25;52
348;59;13;41
259;23;26;54
274;45;86;75
323;23;30;12
315;58;11;51
335;33;58;53
263;34;85;65
264;33;95;29
304;96;15;72
308;5;32;11
322;10;89;8
343;3;83;95
257;61;38;23
290;43;81;51
254;6;65;74
276;41;33;49
276;47;15;1
275;42;17;63
290;81;59;12
305;23;65;18
327;97;15;21
280;63;30;85
287;60;71;23
340;23;15;42
338;90;100;66
323;32;5;31
322;24;43;4
257;72;56;3
294;79;61;85
329;69;68;34
279;28;47;99
330;66;51;95
262;40;5;40
281;36;52;92
261;89;48;85
266;9;79;4
265;59;20;60
272;56;89;89
276;37;39;66
287;24;3;86
261;71;13;69
302;86;96;10
337;94;14;66
301;24;29;8
313;40;24;36
338;64;86;96
305;55;9;47
280;7;8;60
289;8;46;21
261;87;61;19
321;8;65;64
271;33;3;51
310;20;27;75
289;12;72;83
265;79;65;55
315;64;21;29
264;81;42;72
328;45;24;87
326;46;99;26
256;66;56;88
263;57;66;39
329;8;99;7
292;58;10;51
337;9;50;32
287;89;25;85
276;96;30;91
331;25;72;28
340;37;92;57
322;47;36;41
267;19;23;12
330;100;28;70
291;13;16;8
330;61;53;94
349;20;86;4
319;62;37;14
322;46;57;38
262;61;34;34
347;98;84;52
267;16;42;72
254;73;78;9
305;75;15;20
252;38;54;83
285;77;13;72
267;96;79;61
307;47;24;57
302;71;32;61
340;7;59;8
293;54;71;77
324;42;26;29
258;50;92;56
299;18;9;76
322;27;84;45
251;61;66;93
280;24;66;63
302;64;25;3
294;36;90;26
325;46;8;61
341;14;4;82
264;9;46;91
282;24;28;70
264;23;45;66
267;100;28;31
308;98;84;33
317;97;58;50
348;54;94;28
309;75;68;4
338;87;6;55
260;1;45;79
273;37;53;15
316;21;78;49
325;90;10;83
281;40;39;13
285;77;50;14
349;73;76;69
252;53;19;41
321;94;79;79
336;26;22;63
261;46;46;7
338;94;13;29
320;44;30;92
320;52;69;44
307;95;92;56
266;28;32;29
284;55;34;25
345;44;81;42
339;98;23;80
334;43;85;24
301;37;59;39
293;38;70;12
275;71;50;25
329;13;53;15
299;88;20;8
315;53;24;20
262;23;50;64
261;3;36;81
337;97;14;74
250;28;93;10
281;29;54;40
337;27;93;29
254;27;82;13
296;80;42;31
290;88;62;87
308;86;88;51
321;75;19;45
270;60;2;99
343;53;3;86
250;54;27;47
307;65;18;61
313;74;41;53
323;18;99;7
346;40;69;15
259;69;92;53
288;34;93;33
300;64;41;44
314;49;100;28
335;48;61;33
297;32;69;2
303;43;52;75
334;25;23;42
330;55;50;9
296;13;47;24
307;23;21;37
257;87;62;20
341;41;98;40
254;35;100;15
275;17;5;15
338;82;88;42
271;25;22;25
336;52;27;73
277;13;64;79
293;27;17;94
297;72;29;86
250;99;11;83
262;2;8;85
265;24;46;30
285;74;80;95
337;89;30;11
325;43;59;38
257;72;17;25
341;8;12;35
262;32;24;17
331;75;59;50
349;73;12;46
291;67;84;7
272;49;59;34
316;65;95;71
258;25;36;73
308;76;41;85
258;45;61;10
295;12;83;90
294;82;25;47
291;94;74;16
285;100;26;90
269;77;78;7
263;47;35;43
341;82;75;87
305;66;83;14
263;23;44;94
292;50;39;49
330;59;77;10
324;67;15;76
286;24;11;87
265;12;37;56
297;33;58;88
314;44;30;83
331;39;56;5
348;34;76;80
266;97;42;16
259;9;8;51
336;85;76;30
344;46;22;42
261;7;42;9
271;53;36;44
257;63;11;57
276;77;50;92
279;18;80;68
325;79;7;28
337;69;45;95
262;60;23;71
277;13;28;13
254;65;95;38
250;5;17;47
303;96;100;19
328;38;87;38
316;3;52;42
324;32;35;42
295;84;77;36
270;8;39;70
311;13;20;27
280;79;60;25
342;10;97;2
345;26;46;80
262;17;65;75
278;7;30;62
261;58;13;82
256;32;86;90
271;37;31;92
318;66;91;84
299;90;32;11
338;54;7;82
338;100;11;5
269;72;1;34
288;85;98;18
336;91;21;38
295;81;36;9
252;38;49;98
277;89;85;29
276;29;55;39
295;57;93;64
314;50;24;75
315;95;31;41
289;33;50;98
286;55;52;42
304;88;25;23
282;77;27;19
347;81;7;14
312;25;18;94
298;99;93;49
292;90;76;40
260;1;46;51
289;35;3;31
273;14;64;18
347;84;5;8
293;73;89;75
268;74;24;86
336;89;57;68
282;88;19;33
259;50;20;45
304;74;10;22
260;32;80;33
257;83;57;21
261;84;54;68
295;38;59;34
331;92;94;42
268;53;91;80
306;93;34;9
342;60;85;61
263;7;92;90
333;64;91;39
260;6;64;10
266;31;74;7
304;42;17;60
271;77;39;28
327;30;79;9
298;64;3;76
334;72;56;91
334;22;21;24
313;34;10;57
318;78;2;49
340;46;87;22
342;31;29;40
337;25;67;28
274;99;41;69
316;60;24;58
257;88;45;24
258;35;4;20
313;42;82;94
267;46;51;42
343;7;99;70
341;93;80;45
262;46;98;38
318;67;97;15
306;63;45;15
338;61;54;3
302;69;24;23
324;96;60;62
343;82;23;18
272;47;63;47
276;43;4;81
294;9;83;5
323;2;77;74
287;64;39;13
321;24;18;81
345;65;31;90
282;91;51;11
287;66;69;78
309;95;8;36
338;30;94;1
316;8;1;88
340;99;33;23
267;96;40;20
304;92;67;64
301;47;19;19
274;77;18;29
308;43;10;16
319;14;27;72
345;34;25;37
324;71;47;76
260;96;70;81
294;41;38;11
298;72;41;7
292;78;26;12
335;71;29;2
334;94;78;10
316;43;54;66
348;6;30;34
328;21;13;17
264;20;37;97
313;90;6;41
300;53;21;72
338;49;58;46
295;49;7;63
327;94;80;74
326;59;66;77
273;61;97;75
275;31;63;30
337;87;81;95
259;18;61;39
314;24;43;6
341;57;48;95
301;79;74;81
337;66;14;5
345;72;25;70
307;33;83;81
322;64;89;86
331;50;61;16
265;41;38;86
330;44;74;43
349;26;93;85
280;41;28;60
310;66;99;44
321;25;26;9
329;50;11;33
