1D;2D;3D;4D
284;60;75;81
276;61;94;59
339;78;6;55
293;7;29;87
318;51;37;35
277;52;51;19
290;42;5;99
279;76;36;25
322;20;47;58
297;66;47;75
260;72;93;10
274;81;55;2
262;22;59;73
347;61;9;14
317;44;15;63
307;33;25;80
290;87;1;8
266;31;38;41
256;79;25;57
284;96;46;64
300;41;12;57
259;90;87;28
276;49;70;85
300;15;41;68
297;4;12;73
322;51;81;87
288;38;7;71
267;81;70;37
309;85;34;89
315;22;47;31
332;77;99;64
278;33;35;55
330;79;34;6
274;57;27;3
329;40;39;95
283;25;98;21
251;49;30;80
326;54;46;81
326;80;67;21
304;62;15;18
330;84;82;70
281;72;73;71
300;14;83;33
303;92;39;49
326;84;26;98
345;7;65;7
298;17;42;91
281;88;70;90
271;75;36;15
326;27;3;46
281;34;3;66
280;9;85;65
318;54;60;62
347;6;95;30
322;52;44;89
291;64;27;1
299;37;5;23
309;8;81;2
306;56;98;32
344;33;38;65
329;44;60;8
267;15;96;8
268;87;23;28
299;57;98;59
302;13;65;44
275;21;23;3
276;64;4;41
322;90;53;58
297;39;69;50
295;72;77;48
307;28;32;9
277;41;82;29
307;56;69;35
332;56;68;22
328;60;71;12
256;64;48;95
284;21;6;98
350;51;93;18
283;73;79;87
325;3;19;10
274;5;64;85
309;22;19;99
288;91;60;91
254;21;11;22
331;20;66;21
271;87;66;70
327;50;58;60
316;80;59;87
274;43;99;41
282;58;62;19
292;64;46;54
299;92;35;36
347;13;82;96
329;27;86;21
263;66;86;96
308;12;84;10
303;2;87;44
290;28;38;54
339;65;1;12
330;25;72;52
