1D;2D;3D;4D
316;54;80;24
307;18;35;62
299;3;51;71
291;69;59;73
348;55;76;96
312;2;100;86
332;94;88;43
306;58;48;5
273;22;5;85
296;71;28;16
309;28;3;93
280;10;95;26
338;40;78;51
290;31;85;28
260;66;7;64
283;19;73;13
291;46;59;51
288;26;31;23
299;91;58;11
345;49;90;15
292;52;87;25
324;33;48;62
304;85;50;81
336;34;47;2
263;21;38;9
318;38;87;40
261;72;14;49
275;80;8;69
301;44;48;61
294;28;89;80
296;23;88;31
290;82;6;80
343;12;41;39
304;70;91;88
265;6;61;59
317;14;95;82
350;54;74;44
282;64;88;65
317;49;18;48
265;21;76;5
268;4;64;73
263;42;55;10
309;43;73;73
269;86;63;84
311;96;71;51
312;88;58;44
264;28;30;96
293;87;46;60
283;43;56;28
312;7;71;22
288;51;43;78
291;71;31;32
323;2;54;7
264;57;21;27
333;6;46;41
279;22;81;45
321;14;13;7
288;43;24;71
251;89;51;40
324;38;73;65
318;98;8;100
317;83;88;68
326;44;29;4
270;6;27;99
341;89;68;20
332;10;27;10
321;88;65;87
272;96;8;38
288;18;89;97
263;91;51;62
265;37;56;33
305;87;4;6
336;15;88;52
306;55;14;69
257;47;40;66
329;38;15;2
349;55;98;11
276;32;34;77
335;57;16;58
280;17;20;10
341;33;38;59
338;36;35;38
342;21;1;70
332;70;1;89
349;5;92;66
328;61;26;51
313;49;23;81
342;6;2;17
300;42;42;55
255;64;63;29
302;93;10;61
321;31;75;60
303;18;69;12
307;61;31;77
344;79;85;8
318;41;66;73
291;60;54;27
320;90;77;73
302;74;28;76
321;43;16;50
324;56;69;33
280;79;59;66
261;34;90;63
279;12;83;8
297;74;18;64
316;49;40;87
302;3;69;51
318;18;94;48
308;100;10;52
261;54;42;57
335;88;74;80
329;94;100;75
304;37;65;2
299;98;36;13
337;78;55;99
250;95;57;29
280;79;25;81
344;94;79;66
270;71;61;46
326;44;75;12
303;42;43;9
306;25;79;33
296;30;46;83
259;21;100;40
344;86;93;93
299;82;52;50
308;2;78;7
299;89;78;69
347;81;61;40
263;34;4;55
287;76;91;85
293;53;97;39
261;48;90;94
340;48;72;82
289;47;91;2
315;38;58;35
294;38;74;16
290;50;86;89
340;6;80;87
350;30;99;51
280;44;77;88
348;98;18;19
289;31;43;71
331;99;40;62
299;20;91;62
250;70;11;11
344;36;4;100
251;15;63;76
271;5;4;92
299;64;99;83
349;26;53;23
299;68;20;18
269;63;62;44
290;43;93;38
296;65;8;38
250;69;36;99
270;21;21;8
323;74;85;48
250;8;43;13
274;14;38;26
296;38;8;62
304;73;17;34
286;36;87;9
309;43;74;8
323;28;93;98
258;29;59;66
311;23;56;5
275;40;100;24
279;92;72;24
287;53;70;23
338;88;20;31
277;62;2;88
269;54;2;73
294;32;46;43
301;63;70;85
339;91;62;17
270;79;86;87
333;9;12;32
312;81;16;77
258;79;81;40
297;40;74;9
277;19;95;5
256;8;57;93
254;48;62;7
257;74;88;18
347;29;29;78
265;29;28;46
337;66;74;71
264;32;54;60
338;51;29;86
319;7;52;63
297;15;16;80
255;33;98;62
290;69;20;26
267;73;33;70
288;50;51;73
333;19;4;51
258;38;94;90
335;64;75;12
284;78;47;6
329;2;67;47
339;67;9;53
271;15;66;96
342;40;24;73
282;60;51;21
297;14;54;64
264;32;41;90
307;26;65;94
331;58;75;39
284;37;70;30
347;35;21;29
350;78;15;62
306;46;30;91
263;55;26;14
337;98;54;7
275;100;74;97
285;79;17;96
346;33;81;98
274;42;36;26
255;17;75;29
254;76;56;41
321;99;72;67
343;41;28;49
314;65;89;45
306;58;46;78
311;73;100;88
265;32;69;33
328;41;95;56
342;60;87;19
293;93;76;77
272;29;65;17
350;13;74;1
253;58;76;97
327;11;28;65
336;74;58;99
253;1;28;31
338;46;84;63
335;30;28;100
327;83;74;51
268;70;33;68
284;11;60;82
287;65;32;52
303;5;41;14
269;94;54;69
296;53;86;29
290;32;27;64
299;66;13;24
262;18;75;64
328;4;6;46
336;30;62;34
252;25;59;25
260;62;38;71
310;94;60;29
307;84;96;93
301;40;77;22
341;49;1;48
252;11;87;10
293;11;7;8
299;68;43;30
285;2;57;28
253;29;47;88
314;72;27;13
321;62;26;94
252;94;100;63
330;41;21;23
340;100;12;6
274;41;91;60
257;45;47;22
342;72;48;5
270;16;81;82
272;7;25;21
305;9;15;4
337;93;9;78
273;80;93;81
306;27;98;53
299;23;8;22
336;96;53;80
260;33;34;31
309;74;40;96
308;65;40;99
259;46;12;22
344;4;97;13
321;63;41;14
343;54;51;64
327;7;31;54
266;60;44;18
287;84;78;81
337;55;38;85
280;18;96;17
254;67;55;50
258;61;47;37
321;58;64;33
298;3;77;76
296;73;45;31
278;26;3;24
275;46;67;70
297;86;22;59
328;61;73;12
298;46;61;95
263;72;65;54
310;19;7;91
251;69;80;93
275;59;32;5
262;40;6;75
300;7;74;47
296;83;45;77
344;21;91;79
267;83;23;19
299;47;68;95
323;56;97;39
327;19;93;59
334;60;67;52
288;75;92;89
321;20;66;43
337;3;100;100
302;80;84;61
297;60;50;66
307;14;33;80
320;97;76;88
298;17;88;55
274;35;51;94
257;69;65;94
291;9;91;73
338;36;58;10
311;88;90;6
315;92;5;99
277;10;95;38
293;34;75;91
281;59;46;96
328;71;30;85
343;46;84;55
325;18;55;90
252;98;46;33
288;41;85;99
273;1;28;35
345;6;20;59
287;41;1;90
294;43;74;70
269;35;51;88
327;2;80;42
345;40;1;2
311;100;6;87
277;2;51;7
253;16;19;5
302;17;43;84
316;61;55;33
349;14;76;42
290;1;76;50
262;56;79;18
317;53;36;16
326;95;77;24
300;30;52;58
301;57;77;14
315;48;84;23
310;82;70;53
283;13;22;75
302;30;40;19
267;90;11;25
260;47;88;98
273;11;8;61
299;2;63;65
284;97;29;21
269;95;64;42
255;2;85;27
334;80;68;42
252;36;10;100
251;65;31;80
340;73;84;15
324;95;54;90
324;56;80;44
308;79;65;78
255;72;46;13
284;75;28;82
276;50;36;39
291;90;8;17
294;87;20;50
300;5;26;36
348;21;100;9
309;48;83;25
265;36;85;68
342;86;76;52
275;29;88;40
268;88;65;26
259;64;56;34
273;24;68;66
289;99;69;46
298;5;77;8
344;15;46;99
326;96;73;45
327;67;44;100
255;51;71;26
294;100;8;94
295;83;85;51
340;42;44;94
318;43;87;100
309;7;97;23
319;58;38;31
273;67;72;19
349;55;25;11
303;72;50;36
315;75;51;30
295;37;49;43
265;46;17;82
324;8;34;53
285;13;66;88
295;13;73;67
332;88;41;94
272;91;37;19
307;82;98;100
334;77;93;5
306;8;75;53
296;50;80;97
285;60;6;46
271;74;60;65
321;98;23;77
319;31;31;95
299;26;48;41
266;71;48;31
334;92;59;69
303;4;30;3
337;76;32;36
259;97;20;13
324;74;18;13
333;31;28;68
316;64;14;12
299;76;40;55
330;90;50;23
282;88;67;90
298;86;21;62
314;99;76;83
325;18;39;15
254;91;62;56
309;51;59;46
343;5;36;67
276;64;51;88
285;19;67;20
256;79;37;39
324;37;89;12
305;21;21;4
342;22;92;97
350;66;36;35
262;36;35;45
316;69;24;48
327;90;94;65
270;28;4;27
295;39;63;64
265;71;38;64
341;74;73;55
317;49;55;29
