1D;2D;3D;4D
309;65;52;22
275;27;25;41
316;5;76;54
254;96;82;73
305;11;3;20
281;14;12;81
334;50;78;15
339;22;30;86
316;44;97;80
294;23;91;77
301;42;81;14
265;3;52;27
316;37;40;87
323;97;21;41
302;87;3;12
294;99;100;18
289;16;22;63
252;65;88;79
275;5;61;7
333;96;65;4
302;66;48;4
313;70;61;83
324;99;2;63
279;64;24;88
337;31;20;17
261;87;14;70
287;19;37;40
255;53;20;99
327;85;77;57
261;64;57;6
288;39;5;98
348;18;43;47
322;100;41;33
294;42;43;75
300;95;31;53
266;87;74;64
318;4;80;61
341;27;31;15
257;5;43;70
343;92;1;51
263;4;26;52
289;97;84;69
257;86;21;67
334;18;89;27
331;58;82;51
277;51;69;80
302;12;47;57
264;83;26;74
307;73;90;95
292;61;66;32
304;48;51;75
263;1;78;96
275;18;21;44
297;18;56;27
312;11;89;78
267;85;99;19
253;67;98;50
350;32;43;24
341;78;92;60
329;16;89;79
331;33;90;18
299;73;20;50
307;3;52;44
343;7;17;81
339;83;81;30
339;5;93;40
329;24;97;6
295;7;31;17
288;33;87;59
322;55;71;28
275;49;86;100
293;74;44;82
319;27;25;77
340;56;3;3
285;48;84;78
349;5;30;14
270;40;16;21
304;65;62;38
332;54;49;97
335;75;7;34
316;84;56;26
348;58;37;47
269;45;80;62
279;81;69;13
254;3;41;96
348;89;2;63
255;54;67;97
271;83;72;75
281;49;46;21
341;20;33;1
259;35;87;50
329;20;54;69
336;10;95;40
337;91;72;32
295;59;36;22
297;27;15;24
284;7;93;5
341;39;47;87
347;19;63;30
301;98;52;48
