1D;2D;3D;4D
307;91;42;48
285;96;2;57
311;74;86;21
259;7;11;16
269;60;61;52
314;21;12;7
314;99;34;85
276;80;89;61
303;3;42;33
302;22;17;55
313;37;98;92
316;48;51;42
303;8;17;70
258;31;9;69
346;46;7;27
281;62;99;73
335;68;8;69
329;68;79;82
255;30;2;33
259;79;1;91
280;80;28;18
327;54;65;100
321;98;36;50
297;59;27;45
306;80;62;79
257;93;25;42
331;75;59;4
291;5;97;90
269;95;33;82
284;73;56;93
321;67;61;2
311;86;27;12
341;55;98;57
304;98;3;23
261;19;15;9
280;17;75;88
323;69;17;69
343;28;31;24
318;57;44;16
252;30;60;63
339;76;79;59
326;46;15;89
291;98;40;64
298;90;97;38
274;74;81;88
256;34;19;14
268;99;47;14
308;66;65;20
291;96;14;96
277;64;91;92
294;64;66;54
293;28;54;24
319;34;33;94
304;19;46;46
341;26;21;5
250;96;40;53
259;80;2;72
253;20;99;9
316;71;61;68
278;35;98;14
334;72;44;87
275;84;35;82
348;42;7;96
290;92;2;38
338;69;93;56
269;81;70;45
305;65;52;18
277;15;78;26
308;3;91;65
336;23;70;83
342;17;25;16
291;25;73;13
299;67;35;43
257;3;27;3
289;13;58;40
293;9;73;10
288;67;14;95
339;28;41;50
319;92;22;18
265;55;44;99
298;6;73;98
253;37;79;97
347;75;87;43
275;79;50;8
293;70;98;90
332;11;85;6
350;72;16;36
266;41;64;66
255;18;12;79
317;73;30;78
306;98;61;76
313;12;15;63
251;81;1;90
327;29;67;85
253;100;15;73
332;76;77;46
253;60;89;16
314;63;93;78
264;22;26;75
331;9;59;50
