1D;2D;3D;4D
267;92;86;72
254;56;68;73
333;80;75;2
328;51;96;7
273;4;49;95
299;79;23;32
261;96;43;66
311;95;90;46
331;98;63;64
290;80;20;27
302;74;87;94
260;60;23;58
286;81;47;86
270;71;51;35
293;20;76;67
299;7;57;32
333;21;90;14
309;77;57;68
337;66;38;58
348;69;55;68
325;87;34;4
261;88;34;36
267;91;46;79
271;83;8;65
274;29;31;77
263;49;48;49
323;87;72;43
271;20;53;60
305;84;21;22
285;36;32;49
338;40;58;16
317;68;1;90
281;60;15;22
258;99;6;49
332;67;95;83
261;74;59;83
279;53;85;16
296;38;38;43
340;32;91;67
326;1;2;89
269;66;93;40
258;49;40;64
337;73;60;52
313;78;52;78
287;6;45;31
262;31;33;8
280;77;41;9
335;9;44;43
314;66;53;84
256;74;50;40
294;17;72;63
274;86;34;8
254;10;27;13
269;55;96;4
289;46;94;67
263;65;52;9
256;9;37;66
271;27;64;45
317;77;69;48
327;98;54;58
327;88;14;26
258;52;74;90
348;8;22;2
311;34;30;81
325;100;43;29
286;10;100;84
318;54;93;44
292;86;81;46
331;18;17;86
334;68;32;83
268;1;43;53
286;31;20;34
334;85;91;97
254;16;86;99
274;76;85;60
254;70;98;42
346;99;75;10
291;60;39;90
337;100;85;95
341;52;91;10
289;98;93;11
332;44;34;21
336;91;94;84
350;34;66;22
320;55;58;36
286;49;21;17
328;48;92;17
318;22;79;36
345;97;7;34
263;34;96;83
300;100;24;20
279;15;85;73
334;18;19;36
319;85;9;3
338;39;88;80
254;15;33;28
252;20;39;54
341;72;39;6
307;59;97;72
325;48;34;65
335;31;95;6
347;97;75;80
345;67;27;45
283;5;88;55
334;48;69;47
322;12;37;26
272;44;4;31
259;28;62;34
349;31;84;43
317;74;37;39
297;68;60;70
341;37;22;19
340;77;22;80
285;19;55;76
295;51;21;18
327;72;79;8
305;20;8;78
282;28;28;35
295;45;94;32
345;87;63;36
289;9;16;86
324;44;6;88
334;46;71;2
315;29;25;85
339;39;76;31
272;86;40;72
292;5;33;5
251;1;69;15
349;87;22;85
316;89;9;3
346;59;78;9
295;77;9;96
343;88;54;77
296;87;79;76
262;54;12;75
268;75;75;49
259;84;24;53
348;43;85;92
349;48;18;27
314;65;62;43
307;8;45;98
253;57;71;31
274;91;15;67
274;95;86;26
324;17;17;61
287;15;17;80
275;52;65;48
280;12;45;81
304;99;81;28
292;62;25;8
313;70;70;86
335;6;29;85
334;14;49;90
263;26;58;55
316;64;5;66
319;48;31;77
322;91;93;6
297;42;86;7
274;36;44;62
309;67;91;79
299;84;9;13
335;85;91;63
327;61;78;83
250;93;26;97
293;27;75;8
297;38;64;69
283;76;26;10
326;29;28;22
277;89;87;63
264;22;67;89
275;88;1;59
255;74;39;54
284;24;20;25
262;57;88;71
307;40;52;31
282;13;5;32
284;66;25;76
324;54;91;61
338;53;65;21
280;88;13;91
284;40;98;61
266;71;60;12
277;21;55;54
302;53;56;82
272;86;26;70
330;35;39;25
321;6;32;83
251;11;93;18
321;46;51;86
347;83;12;64
328;77;29;38
344;33;7;37
291;35;62;20
286;11;41;46
338;24;77;68
327;98;71;35
271;30;33;18
295;73;3;40
255;29;81;97
343;98;63;53
312;67;47;60
261;91;17;18
256;59;36;9
264;80;88;99
274;41;96;15
336;33;60;4
284;26;45;68
326;16;2;32
283;91;18;50
311;77;38;60
330;60;43;67
328;35;63;56
291;26;69;41
278;90;21;99
326;20;57;70
349;18;20;70
343;33;8;78
286;97;40;99
252;66;61;6
349;76;77;99
254;67;1;49
323;3;12;32
299;41;59;60
333;86;94;72
256;61;53;42
251;91;96;78
258;46;42;92
317;97;30;19
256;92;33;36
308;14;94;27
281;16;42;32
301;32;96;91
302;62;67;46
261;85;28;14
258;73;24;75
343;55;39;53
296;75;35;63
338;61;28;35
252;89;76;98
252;25;82;78
281;44;18;96
337;2;13;1
339;69;53;36
258;23;56;75
326;2;54;76
298;34;18;37
289;37;67;75
338;95;98;6
339;50;30;95
261;74;48;96
300;86;76;81
331;38;43;2
258;7;53;5
290;30;31;90
321;80;70;21
256;32;68;4
302;99;21;5
340;59;87;41
268;64;90;93
267;47;23;19
321;88;91;69
324;9;72;2
329;63;10;23
284;15;28;38
257;88;5;83
341;58;97;53
283;68;49;22
280;72;91;85
291;47;66;44
265;83;84;71
344;66;77;87
293;7;16;39
332;93;87;41
349;5;89;68
267;5;6;93
305;15;39;100
319;5;55;94
296;74;47;98
276;10;38;7
325;83;38;11
298;3;28;92
309;55;93;71
330;70;94;73
269;24;85;62
317;39;98;33
346;48;39;81
258;3;11;28
279;3;12;21
265;76;76;96
258;96;90;59
292;24;12;58
255;30;73;46
327;5;53;50
272;90;8;40
274;70;91;78
319;43;76;33
264;13;57;21
252;2;68;42
293;64;98;90
317;85;39;96
280;21;61;34
295;46;65;29
268;14;62;37
339;61;89;98
264;27;7;100
285;50;25;95
284;29;29;68
328;60;60;80
268;15;18;52
287;11;38;82
281;68;29;65
305;36;30;88
296;26;61;25
287;42;73;95
273;61;16;31
292;67;55;90
307;38;57;93
318;53;10;100
256;66;67;75
251;81;25;96
349;57;61;92
305;37;33;28
339;8;77;65
269;57;95;48
329;36;28;90
318;40;43;47
336;55;35;99
252;42;64;67
329;49;90;42
305;22;74;75
257;31;29;20
260;56;97;28
297;6;20;53
266;14;76;63
332;84;25;56
287;69;42;58
330;51;96;26
276;91;96;81
279;24;80;90
343;60;70;88
286;90;13;86
340;72;9;18
307;20;44;8
307;64;100;79
301;73;65;67
290;74;23;56
272;5;95;46
265;91;82;8
272;100;31;8
336;59;17;95
330;99;92;26
267;93;6;69
293;28;50;13
342;23;42;20
251;66;21;67
291;20;93;32
298;57;87;94
296;74;86;97
270;75;61;60
255;30;27;98
269;75;23;14
261;48;55;3
321;81;92;82
268;9;13;37
271;93;17;44
257;5;43;88
290;5;89;50
295;70;20;87
282;39;40;1
252;85;75;45
309;68;46;19
261;43;47;88
258;91;79;78
313;25;70;43
311;7;77;21
315;76;72;5
278;14;93;39
256;11;26;52
266;91;50;33
282;94;26;25
324;40;98;66
343;6;57;76
308;82;32;36
302;44;51;4
297;41;27;98
282;47;84;100
337;14;46;76
308;21;37;17
305;10;53;84
253;10;58;4
284;60;57;62
298;70;19;53
283;89;73;77
285;64;85;92
259;10;73;31
338;47;85;91
265;90;60;29
336;17;71;21
311;79;43;25
277;14;88;22
264;96;30;37
349;79;20;1
290;37;86;49
297;68;64;93
263;31;8;23
273;30;62;29
255;98;76;44
343;90;94;65
303;98;14;21
293;82;83;42
259;81;73;48
301;85;34;22
339;39;58;41
302;70;82;45
285;26;94;50
278;59;92;53
316;94;94;58
252;43;45;54
253;18;47;84
339;19;30;71
257;17;85;15
252;88;42;65
278;75;58;17
269;97;28;21
317;38;22;68
292;48;61;34
258;73;10;98
251;21;23;27
324;72;74;77
299;88;70;87
265;26;83;55
348;58;99;47
294;10;59;58
316;83;92;36
308;71;81;73
277;99;78;25
259;27;73;50
251;80;80;12
333;93;27;77
336;35;6;95
287;42;7;13
259;52;4;4
342;39;35;54
262;67;54;13
330;43;34;88
260;29;23;39
347;22;64;22
339;66;56;44
296;80;68;70
292;64;36;72
321;17;66;48
308;98;81;33
321;53;55;87
263;30;55;64
323;54;79;1
331;34;10;51
322;23;1;9
315;5;43;57
303;67;41;97
300;91;92;20
251;3;58;68
293;92;28;76
262;86;29;69
296;58;61;27
260;52;85;6
261;19;54;13
294;71;10;98
259;8;57;65
337;89;67;25
330;83;45;88
292;53;99;66
312;49;91;59
336;26;14;23
272;6;19;35
290;50;16;50
322;82;84;16
285;40;45;7
284;75;36;84
333;97;17;56
293;42;13;49
323;6;67;29
290;32;62;48
325;26;82;39
315;85;26;21
281;55;72;62
282;18;17;13
350;85;56;35
344;8;21;1
287;84;99;60
342;65;76;33
265;7;91;51
337;87;2;93
315;55;88;59
258;74;54;68
286;75;90;9
292;36;94;94
312;53;19;41
338;60;89;96
293;84;86;49
344;94;44;38
