1D;2D;3D;4D
350;92;88;50
267;44;84;94
292;15;63;27
345;74;62;73
309;81;75;11
257;38;28;37
292;29;30;72
337;96;79;98
250;25;20;54
344;89;90;8
306;71;87;84
277;72;58;10
340;43;65;50
253;2;60;40
323;1;43;69
262;10;31;2
262;60;46;51
344;33;29;84
291;43;78;71
291;79;23;11
265;75;74;93
316;31;61;23
273;5;5;47
301;24;67;44
288;29;93;20
306;67;15;6
295;58;41;46
322;34;82;96
350;97;41;59
350;92;48;3
306;78;1;97
327;21;91;34
314;95;58;3
325;86;45;8
347;71;30;17
286;15;48;70
281;86;31;100
307;88;6;58
308;63;97;67
266;93;43;54
289;89;13;59
298;20;99;84
329;83;68;63
310;94;71;2
253;58;40;81
259;33;60;82
301;14;60;77
272;30;86;97
343;61;94;80
292;47;93;4
327;89;14;56
256;19;49;40
338;100;17;98
327;60;79;12
335;92;63;66
311;52;55;54
256;66;60;28
275;60;66;86
275;38;25;48
293;95;13;48
335;99;52;80
258;87;53;80
346;56;50;28
340;20;91;7
348;6;8;53
315;93;57;28
309;53;35;64
327;92;54;26
329;8;46;91
268;87;47;21
294;18;96;17
268;11;92;11
290;37;81;44
311;38;67;10
331;78;68;64
311;84;90;53
316;41;54;88
286;50;57;5
321;47;6;1
253;1;98;85
298;4;64;87
305;94;18;70
343;37;69;77
271;97;88;53
343;6;43;60
346;39;44;20
280;61;19;39
321;25;11;65
344;45;93;35
296;93;18;46
350;27;54;38
258;12;23;52
347;84;46;57
271;81;71;7
294;1;22;48
347;31;63;82
339;14;70;67
280;25;3;19
318;94;4;94
348;78;74;93
288;27;2;33
333;37;2;74
345;30;65;45
305;87;21;56
345;41;78;4
297;73;82;45
339;33;9;25
342;39;29;68
345;76;88;37
261;84;68;18
350;20;77;23
262;51;12;9
257;78;88;41
250;76;3;21
293;84;2;39
302;61;99;44
290;87;51;99
313;86;57;98
312;84;28;17
321;27;77;76
346;7;90;7
277;55;40;17
317;75;77;4
282;48;18;86
309;85;21;3
292;71;84;98
303;27;53;37
327;16;72;13
333;42;14;100
325;2;95;66
300;87;87;79
271;46;4;97
289;67;38;36
278;84;11;73
282;71;81;94
257;58;4;89
311;47;32;43
348;41;81;39
275;8;79;1
328;46;48;9
327;62;28;96
291;97;20;54
294;31;53;48
269;32;24;85
322;88;65;10
307;54;59;61
349;51;24;37
310;41;87;55
320;91;34;100
256;58;97;50
266;8;51;40
309;63;50;25
342;74;10;54
273;32;37;11
268;40;48;20
334;29;8;79
294;62;93;55
318;9;69;14
307;47;91;52
280;36;57;24
265;86;62;31
304;19;52;25
308;3;40;74
325;20;40;34
323;92;81;11
330;74;7;65
266;90;85;82
304;56;88;50
259;41;87;44
315;14;51;53
291;2;97;37
262;37;6;1
311;26;26;91
331;58;82;11
266;33;48;57
316;18;96;90
325;71;13;57
267;44;6;2
257;3;3;36
300;70;36;74
330;43;32;39
274;49;66;87
323;15;66;60
269;79;50;89
271;35;86;6
265;91;97;43
280;36;48;85
281;6;5;62
285;73;15;12
343;75;100;50
342;40;24;55
340;53;7;41
259;59;75;3
256;41;77;87
263;27;6;94
262;64;81;43
328;47;12;15
287;54;55;51
348;42;4;51
343;93;27;78
332;47;24;98
334;100;100;95
329;38;26;16
261;85;67;47
267;45;6;9
345;69;64;63
300;59;18;35
277;22;83;13
274;50;92;46
317;4;82;1
332;36;23;67
267;14;67;91
329;3;81;78
292;87;54;40
350;52;49;37
306;21;44;30
257;26;58;81
278;63;94;64
275;89;14;50
285;80;4;96
304;50;22;22
261;74;59;84
340;58;20;32
350;68;18;28
290;68;96;60
310;10;16;13
337;60;83;65
258;24;36;72
270;6;20;5
320;35;28;36
311;92;98;37
277;63;16;13
349;87;11;35
250;75;5;17
292;38;52;51
339;15;24;57
334;61;45;45
312;33;92;52
303;60;72;92
274;56;5;49
303;45;27;7
328;87;71;79
307;80;8;67
307;18;86;42
262;71;45;32
277;61;1;60
320;93;39;23
286;98;51;65
313;97;53;69
315;6;79;57
345;61;28;53
315;82;83;85
339;26;79;79
298;66;40;80
284;84;94;80
261;93;61;32
326;68;92;90
336;30;82;70
348;84;79;67
331;12;45;25
350;53;55;93
256;93;32;18
299;55;52;84
306;33;9;30
