1D;2D;3D
386;155;178
119;119;362
156;265;229
318;301;299
296;313;193
379;273;102
360;150;242
106;381;136
208;343;155
199;370;352
379;340;292
266;140;257
144;155;317
126;129;366
244;395;195
329;371;330
382;378;197
136;339;248
121;312;119
251;188;300
339;182;279
357;214;278
302;351;202
128;216;267
382;387;341
329;353;163
305;233;337
194;160;211
391;250;217
228;230;250
111;198;332
366;318;208
103;201;336
144;398;307
138;196;274
350;310;309
255;196;251
298;325;111
116;210;277
153;172;359
157;130;325
108;330;255
141;138;242
218;313;149
185;167;152
361;312;132
155;371;289
154;163;390
261;137;245
162;304;103
169;151;393
119;331;176
264;268;199
145;266;294
398;200;105
236;171;296
263;219;286
140;147;278
134;142;312
282;273;125
135;353;314
193;337;187
279;116;123
339;249;277
322;178;315
380;348;288
379;192;313
326;284;190
233;367;224
258;253;368
380;222;306
135;355;327
318;115;145
308;257;237
368;240;211
324;100;233
317;310;166
277;162;207
320;197;239
115;172;245
134;251;293
191;301;206
245;345;385
155;305;118
341;115;256
319;304;255
250;375;343
289;179;314
379;148;291
132;260;300
348;323;136
182;230;197
314;316;128
125;382;155
336;306;308
322;178;375
300;108;220
145;330;254
212;363;221
192;255;326
231;178;315
391;362;305
141;334;288
359;303;332
192;297;154
394;369;175
101;126;118
248;389;348
282;155;219
241;231;297
225;238;345
137;361;147
271;261;377
243;346;125
261;317;253
180;257;154
348;182;220
217;333;155
320;126;159
221;212;208
149;349;269
182;190;327
186;232;383
191;245;352
146;218;231
242;125;236
313;138;346
389;121;213
328;206;330
287;160;248
391;138;153
353;142;280
336;240;177
228;239;318
338;299;385
228;140;263
355;284;351
277;192;387
392;348;350
200;118;331
221;339;251
138;395;114
370;196;333
285;116;381
191;293;162
265;110;139
372;368;155
127;115;219
356;219;327
293;218;144
269;398;184
171;109;357
232;164;122
218;103;187
216;159;147
350;400;129
254;287;356
262;285;203
242;209;206
186;303;397
107;373;169
354;223;171
144;143;259
348;178;353
176;125;127
333;328;330
124;148;332
129;341;353
384;395;399
246;173;232
278;186;375
160;278;197
193;181;183
203;201;379
217;199;277
396;350;145
320;268;339
300;151;352
400;359;355
395;350;307
158;210;172
140;296;314
123;318;215
384;236;107
292;381;166
194;289;119
178;306;181
162;272;307
332;265;270
251;113;224
108;221;179
109;316;372
129;151;400
117;231;327
237;122;241
377;218;338
353;113;260
240;332;121
161;135;288
183;260;338
251;194;136
170;389;316
157;232;248
182;327;273
123;246;280
225;141;172
222;183;386
314;296;174
113;239;147
386;188;333
196;300;146
172;388;235
165;369;193
154;260;111
335;377;228
223;288;334
394;331;123
159;305;241
295;250;140
194;312;387
229;105;339
102;199;195
258;390;121
347;248;134
173;137;319
281;117;239
383;199;252
103;151;279
279;369;292
203;292;390
302;376;302
225;284;248
250;334;185
329;353;316
214;115;127
171;194;219
289;336;236
355;332;392
400;272;355
121;332;277
350;223;125
362;190;310
315;140;301
347;253;252
253;103;383
349;220;148
296;276;387
292;221;395
271;296;313
259;383;327
116;119;171
331;194;111
282;149;153
233;353;228
379;212;144
322;270;165
272;231;345
390;253;170
376;320;235
294;136;376
153;358;167
103;195;140
280;177;326
297;174;248
346;195;354
247;192;144
227;386;210
185;379;246
101;305;276
216;248;384
138;334;164
303;367;233
239;166;287
244;383;204
283;375;223
349;172;156
242;196;356
276;118;159
153;297;350
236;122;262
332;311;354
203;149;219
181;221;305
263;281;274
250;324;326
200;154;108
180;395;281
238;320;383
231;186;344
