1D;2D;3D
338;257;228
392;183;226
294;156;258
104;265;301
206;212;120
140;229;319
234;365;195
333;346;384
169;132;296
219;210;195
368;303;200
312;364;228
226;399;282
374;171;198
264;203;254
163;275;335
145;178;244
262;133;256
316;138;290
252;226;346
107;180;290
196;303;335
245;315;170
143;297;280
123;145;101
400;377;160
130;384;359
142;197;118
140;378;215
312;255;277
254;258;180
133;227;135
109;127;218
199;240;140
243;329;170
203;392;334
349;226;375
159;382;321
177;170;340
160;123;103
348;298;169
232;383;374
253;338;193
272;172;112
358;359;315
115;165;243
252;271;319
188;120;265
310;349;198
238;169;376
163;299;231
159;182;132
181;248;372
390;162;173
228;194;357
398;195;180
107;116;177
272;338;348
212;281;331
295;268;166
224;286;312
265;267;142
112;111;182
314;140;265
177;352;366
162;344;380
267;210;213
182;309;399
285;215;397
184;187;348
316;260;216
266;299;161
103;342;149
127;304;179
143;167;305
365;264;336
214;172;181
321;276;139
141;348;189
382;234;319
141;134;306
283;107;359
157;160;359
344;101;196
393;315;220
318;283;397
399;331;209
273;340;351
336;196;103
197;278;171
398;137;215
132;380;244
294;168;135
360;386;355
371;112;262
144;148;120
359;104;392
258;178;294
329;142;272
125;252;166
329;352;173
100;174;226
115;190;295
110;239;278
325;145;179
251;288;208
192;306;361
112;280;138
282;219;252
347;170;150
330;334;394
101;396;267
377;114;384
185;218;116
172;193;139
130;298;247
289;300;377
391;136;241
319;272;209
276;392;367
197;102;227
382;148;320
165;245;132
356;138;343
262;167;390
100;170;113
229;396;170
189;150;268
155;316;111
234;289;103
235;124;224
312;281;205
185;111;183
291;393;358
268;104;226
252;308;262
115;112;381
289;295;216
228;271;225
363;246;195
229;399;356
159;124;295
322;331;226
305;354;147
272;191;119
211;332;143
163;337;284
335;342;314
199;270;349
184;264;113
156;251;186
216;275;309
286;354;244
388;296;258
325;307;257
230;184;111
199;249;254
169;232;150
331;286;180
389;308;383
108;160;248
395;202;295
372;241;224
347;347;360
105;202;377
280;156;142
182;381;224
103;229;344
147;191;350
346;269;393
351;178;195
307;237;302
189;258;228
355;303;315
368;206;343
329;316;212
114;137;387
312;121;221
169;228;175
394;175;329
136;305;156
120;340;347
137;267;275
311;325;218
228;152;271
196;150;193
327;280;376
344;357;303
262;233;182
382;346;368
271;105;349
193;205;171
384;128;128
144;246;243
379;387;382
230;132;361
220;287;240
253;299;325
370;254;213
193;368;116
392;183;253
254;216;212
244;175;350
282;138;230
308;289;130
276;153;294
200;394;369
156;311;396
348;247;203
379;383;362
203;104;273
218;396;266
112;206;200
152;301;331
208;266;397
322;350;363
283;313;142
181;272;295
303;133;275
188;302;146
216;173;183
270;238;164
219;366;198
214;144;392
370;156;122
256;340;213
120;154;119
130;201;183
389;155;140
187;303;126
120;166;357
367;262;161
383;237;288
219;247;110
366;337;349
277;157;353
265;109;312
158;314;351
246;321;164
202;159;152
166;378;378
398;312;366
262;263;250
199;292;106
355;100;347
380;269;304
298;352;213
273;173;147
280;400;329
261;292;356
182;351;345
296;136;170
212;318;252
328;159;375
124;333;297
209;395;307
259;376;112
100;132;295
341;121;152
376;238;217
175;291;167
324;280;210
364;195;363
171;197;158
179;101;180
309;353;201
145;220;111
223;206;349
128;210;238
331;293;267
399;247;344
204;264;196
124;232;252
385;357;173
100;390;112
121;362;368
134;316;309
388;154;134
180;157;364
301;135;158
185;347;342
328;118;365
181;286;147
232;169;136
247;183;214
109;322;343
274;266;221
375;210;112
375;115;340
354;124;313
205;235;157
305;226;298
394;172;358
396;357;278
113;200;197
183;313;368
241;123;104
109;134;368
255;120;397
392;263;179
166;121;221
360;135;277
145;201;202
252;113;298
356;338;103
182;124;236
159;329;248
348;190;150
359;247;195
213;351;187
381;255;349
386;288;383
260;203;341
178;380;196
291;216;105
338;131;365
139;265;180
262;349;293
397;164;252
246;369;395
334;103;167
203;283;288
225;257;116
289;212;147
295;359;315
162;204;106
380;377;283
171;349;289
400;222;361
160;352;375
288;194;132
384;354;242
375;203;284
321;147;153
302;391;337
195;211;206
139;369;254
108;169;189
310;124;221
382;319;315
177;304;261
252;147;101
138;355;314
276;111;174
343;168;270
200;300;140
315;289;364
130;117;332
151;181;185
238;127;110
287;171;263
216;341;368
278;317;236
337;140;302
265;285;167
142;276;357
338;183;203
105;376;244
117;145;120
131;251;151
218;325;113
112;119;360
389;235;289
377;191;146
345;183;230
141;181;376
325;245;290
313;108;153
299;165;360
315;265;225
136;243;109
358;383;170
265;153;343
230;367;241
223;370;242
130;282;114
353;230;249
386;244;294
129;147;175
355;214;144
299;200;264
130;197;138
190;199;134
344;235;266
345;174;192
153;208;336
375;324;245
360;127;266
183;335;142
237;117;281
298;204;397
235;366;336
152;143;267
289;366;136
300;278;236
124;141;135
238;382;255
223;163;367
121;362;262
377;125;205
157;118;296
227;232;232
193;238;260
333;156;330
334;218;114
349;150;253
136;314;115
301;200;279
122;400;104
388;207;348
331;366;200
333;130;162
188;338;254
211;143;302
388;125;110
301;137;333
289;379;188
148;297;253
387;218;345
166;315;138
200;231;234
386;150;175
239;250;197
269;193;216
140;139;300
180;352;239
161;343;368
163;372;253
206;182;255
249;139;196
365;155;363
166;116;390
215;175;153
248;230;181
114;390;362
141;221;393
217;279;299
253;271;153
326;141;227
187;381;371
376;350;300
228;187;318
393;179;267
367;155;131
154;213;260
211;270;255
147;199;172
241;222;400
294;151;332
115;114;260
275;183;224
188;236;330
138;164;358
383;141;185
247;379;253
191;377;112
115;192;239
277;102;170
201;166;232
254;271;159
158;106;333
270;225;328
114;366;350
129;174;199
394;288;226
312;344;327
