1D;2D;3D
194;138;124
188;115;341
179;235;138
200;234;148
295;303;184
101;161;393
141;400;277
193;162;261
103;158;107
382;142;315
305;243;343
190;294;374
350;314;205
251;371;392
224;275;379
354;163;301
124;105;142
230;361;132
321;216;212
277;297;320
135;112;346
154;145;137
317;220;361
122;212;157
184;330;202
159;292;258
354;298;369
251;358;148
283;203;139
102;321;110
298;116;243
385;365;228
307;143;366
374;112;145
392;317;134
345;311;362
347;337;391
114;174;100
240;296;173
386;331;250
162;279;126
311;159;387
119;169;230
187;390;329
215;133;252
239;130;180
326;351;113
120;231;150
219;103;345
318;229;183
270;343;372
165;357;215
138;265;179
263;303;330
224;300;148
279;191;321
132;163;259
197;191;311
291;386;165
114;355;220
379;269;147
271;311;240
215;303;338
370;308;242
129;380;324
283;183;226
368;113;116
243;200;130
353;271;128
382;305;362
328;356;105
226;327;231
148;130;297
219;382;322
172;222;228
105;269;135
345;204;207
366;237;159
281;194;176
305;169;298
162;289;393
281;198;296
376;288;306
386;203;398
322;391;272
326;319;249
292;302;312
129;275;161
204;348;238
324;195;269
313;397;266
137;316;222
319;400;188
152;246;121
315;204;118
264;290;272
241;355;176
218;393;192
125;181;152
292;394;389
