1D;2D;3D
319;160;133
171;131;247
132;243;117
339;272;257
373;348;117
290;168;390
146;353;326
294;120;391
103;131;172
253;232;171
125;202;219
247;110;125
390;250;149
175;266;289
282;132;297
214;220;268
198;286;319
144;171;144
190;218;320
305;233;109
167;136;346
175;268;346
393;396;248
397;125;354
105;285;106
329;295;166
270;133;337
326;120;180
247;293;392
262;132;182
192;353;361
340;299;137
321;358;336
280;102;341
246;390;105
393;296;374
109;146;228
182;319;361
244;259;215
166;306;191
251;100;281
189;182;124
146;102;312
333;298;369
138;269;382
190;399;259
224;240;196
329;373;257
385;337;177
160;293;117
357;130;168
396;310;200
392;243;400
259;295;185
309;259;198
216;121;289
124;293;301
118;275;371
348;263;124
386;384;232
353;380;390
225;365;160
177;103;216
358;180;363
361;167;242
279;211;188
115;156;155
230;134;164
236;124;270
378;233;345
266;200;110
291;291;246
283;145;291
190;396;198
245;130;306
322;113;166
108;264;211
143;360;160
234;170;212
370;339;208
337;222;106
301;150;253
286;381;337
212;245;260
228;149;386
111;317;212
167;382;364
136;371;353
145;156;138
282;139;398
360;281;229
114;350;207
201;159;178
257;314;244
310;300;268
109;184;105
329;270;136
136;287;304
293;144;108
351;152;317
