1D;2D;3D
251;115;264
316;140;110
249;260;328
362;330;368
354;360;342
322;138;154
394;218;122
295;109;301
205;290;177
117;180;291
169;147;264
190;282;282
294;145;113
237;273;120
173;137;157
273;384;270
253;361;180
170;217;267
239;171;380
258;287;297
242;209;138
223;175;230
282;380;148
394;156;258
105;127;187
390;113;361
385;280;339
366;352;160
221;387;330
246;133;396
155;334;155
359;190;248
141;228;378
139;128;338
354;171;258
251;110;195
386;374;158
134;176;367
163;276;152
209;291;296
295;170;195
366;112;239
169;210;269
186;249;100
173;170;332
208;329;273
338;126;120
275;213;173
386;279;105
210;344;384
214;381;112
283;386;330
329;287;236
191;232;136
340;394;176
170;345;224
380;200;297
260;194;395
133;389;376
333;310;284
292;175;131
259;384;222
102;103;134
158;131;386
252;106;108
114;388;155
264;351;141
140;213;316
111;169;347
112;354;183
307;342;119
230;234;377
174;357;352
260;329;112
202;294;243
312;171;237
356;303;181
290;289;241
327;380;228
104;136;132
107;345;341
110;279;209
268;308;129
244;274;137
145;126;276
349;228;156
325;400;193
320;187;349
278;369;163
263;295;253
286;101;382
263;187;143
230;242;150
271;153;199
155;370;164
197;271;359
172;112;146
324;179;131
308;370;303
198;144;255
153;274;189
137;147;238
217;170;182
173;284;314
389;265;133
271;374;313
222;176;300
387;368;198
141;100;315
179;355;318
324;172;266
222;136;238
278;392;273
138;103;208
202;203;256
313;253;108
144;120;186
267;130;170
277;264;331
193;316;360
317;358;373
126;291;326
180;339;381
172;260;296
140;187;352
134;247;207
147;125;140
233;375;275
336;223;163
293;351;252
223;373;228
285;348;379
242;175;199
172;183;104
209;275;274
158;161;330
358;287;271
100;155;329
201;171;326
379;260;320
221;185;202
120;126;386
246;371;274
391;115;255
356;198;224
305;313;336
211;263;267
226;153;349
151;138;279
282;222;259
346;199;291
298;148;241
152;237;302
331;240;206
164;213;159
400;192;237
367;121;142
297;301;299
153;363;119
214;322;283
262;347;200
104;115;165
398;115;188
389;334;195
278;133;198
339;316;112
266;344;101
346;255;129
307;305;355
190;243;151
212;361;327
227;224;261
360;381;291
241;361;281
175;218;201
323;266;223
344;312;298
141;282;399
206;366;121
358;377;330
139;311;171
179;222;211
255;222;119
309;221;223
253;181;242
265;153;375
103;258;197
199;243;180
150;214;225
394;332;261
343;264;123
217;344;150
367;187;287
194;239;304
163;202;118
328;232;166
333;324;144
374;122;132
351;141;191
123;382;208
328;312;311
219;109;153
330;232;311
159;159;151
173;156;211
243;251;205
157;296;375
104;400;199
115;278;361
210;341;375
256;165;327
235;362;261
351;156;128
180;272;182
224;265;175
241;163;239
156;115;185
367;258;297
186;340;147
184;255;332
374;289;399
199;302;335
117;350;386
275;124;108
239;218;280
225;363;118
305;323;134
209;368;306
231;371;214
294;390;220
129;158;338
353;104;190
116;253;369
245;216;244
189;185;130
128;392;351
367;104;341
374;190;217
111;379;168
340;336;260
347;323;238
233;289;113
354;257;296
285;252;189
182;313;246
152;191;247
186;207;151
272;388;292
142;108;232
191;178;223
121;300;229
100;233;231
237;265;245
231;236;383
267;204;209
156;400;303
148;108;290
295;365;248
184;395;357
195;387;301
331;120;126
366;322;308
310;317;392
358;179;149
322;166;230
357;219;124
296;113;228
270;256;224
264;319;226
274;192;356
302;318;328
350;384;163
290;214;358
123;344;268
303;298;273
310;209;158
309;345;102
389;130;274
262;397;320
167;301;149
320;267;275
115;239;317
190;351;203
139;194;249
189;176;389
141;355;249
143;128;101
334;171;102
341;304;176
197;209;257
394;225;222
206;179;352
273;400;351
142;398;379
188;122;292
304;182;264
155;306;201
146;103;371
386;194;373
183;215;286
299;314;320
257;147;119
299;196;149
264;121;124
324;369;195
140;376;362
318;389;170
367;242;120
170;229;307
309;194;105
298;238;207
207;266;101
187;113;243
214;157;396
202;329;283
201;373;175
163;212;145
262;181;175
241;292;138
331;312;328
299;259;276
298;300;151
305;180;301
185;253;178
292;154;113
375;368;345
263;325;314
288;184;191
336;112;305
348;189;188
284;327;386
353;162;175
387;176;340
193;163;156
258;107;283
343;209;152
237;295;332
395;324;203
348;116;399
163;342;252
380;180;268
207;234;361
343;151;157
320;266;381
232;223;203
124;166;308
359;360;316
367;186;357
122;117;256
136;131;126
334;174;144
309;197;234
391;216;219
150;165;301
185;397;294
158;183;126
205;127;174
345;160;171
251;292;265
307;363;218
100;289;251
236;307;373
175;107;256
389;236;144
160;345;263
317;337;307
147;219;346
359;388;167
309;268;334
146;313;159
242;383;183
282;295;378
338;319;299
141;249;327
336;248;220
239;314;251
146;201;145
324;337;198
222;138;332
330;133;360
300;213;396
186;317;399
181;110;296
279;370;162
383;194;276
240;255;281
113;333;376
266;248;232
217;113;282
215;357;197
314;224;281
162;118;151
262;372;310
194;168;249
385;332;116
183;109;147
377;144;111
204;344;326
300;100;370
280;361;161
399;167;272
329;184;180
143;166;236
268;273;342
188;396;286
194;275;325
248;102;284
298;223;150
392;201;169
142;154;250
257;197;354
108;357;224
148;181;397
214;266;214
137;126;253
301;226;186
299;131;202
152;235;172
125;389;362
332;140;101
151;263;223
282;124;214
142;199;141
371;266;261
290;250;230
226;396;257
172;287;266
335;360;133
343;395;346
121;213;398
399;183;145
332;234;140
161;269;253
222;342;375
139;110;362
281;283;368
194;318;268
215;270;216
252;121;160
369;260;146
102;220;215
179;155;331
265;336;275
177;391;339
268;386;349
150;151;169
118;331;391
377;329;300
266;234;172
150;118;256
167;296;366
201;344;233
378;293;259
162;275;391
344;353;116
209;278;211
338;201;373
199;360;249
335;359;226
218;257;237
117;245;300
371;358;275
162;395;355
177;343;391
257;212;342
376;328;131
206;269;159
320;102;104
381;109;116
240;330;168
400;192;141
180;340;194
131;262;189
190;336;151
208;276;190
303;198;246
283;194;122
194;386;372
154;210;122
353;255;250
352;193;132
268;195;159
295;161;253
141;224;321
384;134;347
346;338;156
344;400;385
176;395;313
175;206;194
115;304;215
213;370;399
120;328;108
343;145;117
236;247;324
251;371;257
335;179;100
196;334;125
373;313;143
333;264;269
229;371;211
