1D;2D;3D
312;177;330
188;384;318
283;249;306
356;188;149
381;146;296
173;380;177
282;354;247
321;295;356
373;102;291
297;248;210
149;350;342
279;113;108
314;367;389
351;358;342
362;305;376
330;109;170
268;195;173
340;153;213
386;164;166
278;224;238
311;124;312
160;214;344
122;334;137
245;344;167
129;219;157
218;361;116
240;195;268
242;267;245
276;339;358
153;131;285
370;281;146
377;209;377
120;348;340
190;327;389
395;111;207
106;195;339
230;244;303
304;219;168
134;253;395
178;324;245
213;137;101
184;152;335
258;167;287
223;111;248
245;145;319
240;202;317
146;367;234
178;321;308
248;239;345
277;118;385
252;189;176
255;198;346
127;267;287
241;362;160
368;124;173
182;374;198
235;328;273
153;353;364
257;353;222
101;209;378
224;147;135
178;124;190
231;207;221
127;333;109
232;306;146
365;356;104
179;101;152
275;342;365
133;327;320
262;278;275
335;362;316
187;212;177
164;390;339
336;169;117
331;320;180
365;290;352
187;129;125
309;311;290
364;291;312
238;316;289
275;209;386
222;259;139
372;277;200
168;295;202
366;277;322
222;106;390
164;116;172
329;270;324
248;300;103
129;112;165
352;338;225
383;300;298
258;349;181
359;337;147
384;233;283
396;237;228
204;143;268
191;144;365
186;220;343
328;284;344
188;236;295
350;335;176
400;140;379
399;267;238
388;254;158
327;343;389
137;122;257
393;116;351
264;397;311
245;373;215
374;296;354
230;233;226
188;143;388
237;109;215
148;246;341
219;400;381
100;142;214
113;317;352
126;216;164
177;219;281
259;322;346
359;206;362
326;380;277
210;219;318
132;134;264
358;375;198
341;324;111
287;374;287
242;383;173
237;291;179
260;129;377
341;346;193
332;106;369
263;391;220
140;238;164
232;102;128
295;374;348
203;119;128
202;390;106
371;146;378
210;209;333
364;200;168
349;215;391
344;340;355
104;134;396
179;196;353
365;159;298
292;230;169
330;106;135
131;261;119
163;275;350
341;264;333
114;357;265
350;201;343
133;137;263
184;194;137
171;312;139
262;303;385
132;169;399
208;209;283
150;306;339
325;266;396
289;382;321
371;210;270
314;391;126
382;277;227
313;301;301
204;252;254
354;120;250
259;260;362
347;228;222
172;115;205
344;149;105
121;362;276
182;128;169
379;169;210
106;392;218
360;366;283
168;119;261
215;220;381
273;125;184
295;297;215
201;364;168
238;101;313
388;248;313
218;289;156
171;209;397
200;137;107
164;119;340
296;332;136
114;278;204
240;307;140
385;143;323
227;385;104
196;112;183
360;278;207
281;245;200
354;309;379
106;318;248
191;304;361
365;167;343
173;150;325
391;126;156
287;308;364
335;285;190
319;174;196
129;279;288
300;394;216
397;305;297
339;366;294
186;325;273
118;121;283
361;166;212
145;193;314
219;163;388
137;386;395
233;356;277
276;172;394
391;251;361
325;252;223
329;239;273
331;142;388
160;207;130
179;249;373
326;174;372
345;340;344
166;143;164
173;298;108
305;155;262
304;154;233
185;364;297
305;152;110
101;314;359
183;289;130
206;273;220
378;186;300
156;387;184
334;369;114
364;200;262
293;149;202
328;219;301
345;303;351
173;168;350
174;185;378
193;340;209
353;368;140
216;189;329
183;347;103
174;212;115
343;162;270
217;395;243
203;189;345
226;194;145
151;276;379
366;237;155
268;292;157
254;238;167
172;319;273
153;253;245
175;171;181
329;329;186
329;218;185
263;274;290
369;184;399
201;255;292
398;342;345
101;111;267
184;174;381
352;224;362
315;128;364
174;350;381
390;379;224
164;301;185
218;276;256
296;330;400
351;220;270
238;129;248
249;280;311
130;190;248
176;155;270
328;143;365
279;214;324
109;196;394
393;222;180
284;399;147
183;333;254
184;385;357
288;285;393
186;396;330
203;394;390
113;230;116
102;357;338
159;200;350
314;315;153
378;381;315
108;244;356
340;391;141
374;281;138
218;139;361
100;247;142
262;284;202
277;228;272
306;335;140
321;222;240
186;336;145
180;204;214
127;275;213
259;388;240
155;150;324
135;308;229
235;114;182
238;303;148
348;168;159
111;247;137
120;313;229
263;201;337
187;158;347
312;235;123
283;147;115
224;209;101
368;340;194
327;303;169
281;217;232
206;312;230
306;148;396
323;163;233
111;183;273
161;312;222
393;148;156
300;199;101
400;329;330
220;359;288
353;300;117
307;352;289
385;359;292
370;120;252
332;332;323
144;108;117
383;366;253
367;344;242
207;335;132
364;169;335
349;320;190
127;195;212
303;138;376
253;305;332
257;159;315
278;374;396
209;282;262
221;261;373
174;312;319
316;193;210
123;262;313
185;187;211
258;105;341
287;197;119
349;398;171
341;226;143
227;258;113
160;389;259
100;257;345
161;338;253
395;372;331
176;111;103
174;216;335
257;188;278
211;269;338
162;121;399
174;270;227
358;394;252
359;393;375
388;193;112
102;251;202
311;215;140
173;102;328
294;265;345
150;348;340
120;210;119
117;215;221
174;285;369
311;359;112
190;163;153
385;189;216
348;226;126
216;160;340
362;208;343
205;104;158
305;228;244
373;183;257
379;345;349
196;362;280
187;352;305
329;267;264
291;321;316
202;253;331
138;370;189
176;341;167
224;340;297
349;196;144
114;138;153
377;396;212
105;215;138
148;377;326
228;330;142
230;328;186
157;366;362
179;289;266
220;213;367
333;325;380
301;148;103
154;262;223
202;317;273
333;380;148
116;106;117
192;139;211
138;252;290
238;387;262
132;246;263
374;329;304
358;324;331
163;144;156
157;234;258
295;226;155
108;210;254
176;379;357
201;314;327
337;369;147
298;136;370
263;212;154
339;385;296
151;186;392
279;334;187
117;112;149
202;236;280
155;288;279
362;256;103
289;243;221
352;313;395
173;209;226
383;238;189
214;157;132
203;168;239
257;163;359
197;320;220
266;307;311
178;228;310
249;108;147
334;109;396
170;267;295
137;168;285
395;264;124
211;261;296
150;187;125
162;382;373
292;387;184
104;109;255
359;373;183
336;247;128
153;316;164
222;221;200
289;238;339
332;286;113
385;199;256
395;220;212
172;204;204
301;362;188
222;292;383
246;190;184
370;348;391
156;121;174
375;250;244
267;279;338
187;389;309
320;286;160
175;119;123
174;288;262
221;142;349
216;102;200
357;311;235
384;384;197
208;308;110
357;270;248
172;374;166
321;268;391
169;152;267
353;175;355
174;274;213
172;159;253
391;171;188
357;108;101
271;338;395
133;345;324
276;305;397
394;244;241
228;318;128
397;330;380
312;357;159
322;140;328
138;316;349
248;295;217
