1D;2D;3D
351;247;352
125;343;196
119;187;399
313;285;153
247;349;212
276;188;322
150;184;178
276;103;195
115;103;390
216;140;134
392;251;289
255;254;106
265;304;276
302;384;182
310;353;319
101;334;138
115;255;313
321;396;160
164;360;313
298;109;123
213;373;111
327;131;126
397;134;213
359;102;257
262;366;188
124;326;167
126;222;238
123;162;378
136;336;289
180;377;304
339;142;265
315;319;130
173;394;296
238;293;120
266;172;242
341;247;364
277;305;198
190;192;157
251;122;111
282;363;115
368;351;339
391;258;264
398;198;309
252;157;251
170;384;159
139;236;124
147;331;390
121;245;389
111;357;147
166;153;263
370;290;343
126;183;129
359;280;388
105;220;183
218;210;199
178;373;104
171;174;323
270;287;191
289;206;279
167;360;221
115;370;275
158;150;110
333;313;238
171;247;371
265;324;275
199;189;175
189;171;124
373;300;372
211;350;175
376;364;315
235;370;219
311;265;248
107;346;130
313;193;351
150;104;190
325;398;313
116;298;360
387;368;397
350;122;123
260;356;210
306;130;219
223;125;385
158;214;374
321;288;151
162;258;357
209;254;173
231;170;269
125;253;198
347;166;326
183;158;356
342;225;228
227;171;185
377;366;333
245;340;168
115;230;319
371;296;240
386;230;377
382;311;387
322;138;216
341;354;139
118;186;356
219;104;137
159;209;135
301;316;329
247;165;371
165;103;226
340;101;283
165;376;287
257;366;124
238;135;192
304;392;265
131;390;131
383;298;325
203;217;141
183;171;367
214;245;369
269;380;398
121;159;221
226;328;364
105;107;291
145;179;178
268;313;194
391;156;219
285;365;162
205;259;325
265;155;249
319;325;203
303;192;106
135;398;322
254;184;225
365;379;274
343;304;187
253;168;383
315;123;267
336;231;150
245;194;125
163;276;398
124;284;381
224;223;112
302;348;126
314;262;107
394;286;182
338;213;177
124;156;312
378;305;241
156;247;329
252;133;170
153;392;128
133;247;295
242;380;317
189;308;285
271;277;181
328;272;247
296;371;121
103;258;211
350;166;254
295;390;245
178;296;260
170;290;347
292;345;328
238;238;370
319;201;362
353;391;268
398;332;323
347;308;213
315;298;237
268;191;346
312;344;251
257;260;197
103;322;348
360;343;358
211;165;316
304;399;356
294;341;257
226;363;215
191;328;104
238;155;398
311;176;259
321;337;185
359;215;322
399;100;397
216;183;111
307;245;194
236;394;221
308;398;255
341;367;298
151;245;187
343;333;364
114;259;364
165;196;195
374;240;255
347;266;293
107;302;233
226;321;135
131;317;166
199;278;240
141;373;284
165;336;396
241;152;291
191;373;135
102;382;198
232;207;295
389;148;291
138;165;352
145;101;110
292;124;141
376;345;163
223;231;168
310;308;307
206;131;336
178;327;360
359;299;190
320;400;183
373;210;334
331;137;367
271;258;289
186;354;192
280;236;153
244;368;152
384;104;272
230;103;223
387;306;320
247;258;311
165;380;135
289;145;231
172;289;341
200;203;141
208;195;296
290;254;183
260;242;104
158;189;391
278;330;363
