1D;2D
830;379
965;548
327;665
236;862
854;832
836;340
989;415
496;387
192;125
562;269
238;476
134;285
788;504
843;222
708;62
316;454
560;27
476;773
836;235
547;37
641;737
463;247
886;690
570;278
881;835
888;894
277;99
154;722
674;622
594;541
398;817
434;68
451;288
540;155
737;178
943;75
785;157
962;687
370;587
392;337
129;385
406;565
450;933
653;82
600;140
772;763
223;760
399;818
231;73
524;30
250;412
726;331
987;73
441;275
843;393
168;838
991;279
638;601
684;845
763;845
410;873
201;921
430;910
166;289
568;883
123;436
572;824
77;833
488;313
236;587
558;421
889;413
146;750
696;164
135;852
597;146
164;508
604;338
606;964
559;777
707;88
702;398
815;613
690;16
612;488
153;259
780;71
759;310
510;459
465;982
297;477
550;734
568;152
245;242
469;998
468;816
762;364
868;651
898;54
567;769
975;795
12;205
767;327
702;713
867;678
600;186
472;709
743;641
937;554
39;374
29;75
120;719
64;831
975;885
692;967
671;194
859;596
651;462
734;999
977;357
228;821
303;797
836;522
321;39
953;271
998;496
259;492
62;434
550;273
585;763
828;502
750;275
257;244
27;543
877;291
705;906
678;204
654;962
458;542
395;104
12;857
782;671
949;699
175;765
220;429
185;929
285;402
404;530
451;587
628;679
348;456
959;442
143;477
976;376
92;289
510;816
825;423
340;703
283;691
435;701
626;309
457;540
941;993
304;13
863;28
49;447
527;374
37;929
353;775
152;709
805;914
481;280
189;465
223;743
458;940
668;934
300;597
191;785
353;662
501;37
622;334
574;358
763;108
202;963
85;726
480;905
538;907
291;604
15;188
813;216
41;803
885;313
621;588
295;711
227;209
577;384
940;170
104;297
94;277
112;762
843;424
492;841
696;73
242;610
436;211
66;108
249;999
52;545
774;932
718;244
481;21
522;182
11;965
165;714
889;53
695;437
736;158
580;85
890;210
633;586
724;872
160;472
690;471
992;884
762;292
206;218
555;753
495;960
806;257
355;44
160;859
332;436
238;618
246;322
838;68
497;654
68;824
20;188
794;687
522;16
446;485
254;743
768;330
134;77
407;918
993;366
603;173
350;255
947;861
312;297
699;406
306;298
99;91
74;900
105;819
895;870
624;597
214;75
492;432
547;79
754;474
937;362
840;107
396;283
217;890
726;135
919;572
957;951
644;128
695;992
721;177
763;555
837;69
801;681
21;901
776;764
206;772
28;446
82;893
660;716
156;964
282;101
673;963
35;153
679;934
960;814
203;939
505;303
703;930
397;935
666;123
879;485
495;242
896;942
393;297
381;599
358;185
507;715
579;690
638;363
802;685
999;109
314;862
828;838
34;568
645;867
919;160
686;798
439;375
403;350
964;879
346;90
292;747
527;315
186;447
341;962
328;515
314;49
800;895
241;946
930;481
432;48
698;825
882;442
400;214
741;502
205;848
66;200
840;585
347;871
527;102
79;910
565;41
859;518
799;577
472;651
570;168
755;670
149;503
993;229
725;733
920;208
816;865
988;744
720;604
393;557
875;567
726;701
973;125
108;578
152;112
61;513
350;454
485;417
941;151
156;299
97;469
645;332
119;324
397;155
402;214
996;288
843;413
693;414
623;86
244;898
265;11
672;884
326;934
201;475
410;699
556;845
24;848
621;488
615;755
986;85
575;995
107;896
906;405
153;41
836;701
340;135
598;40
889;748
871;626
551;194
811;975
561;192
682;578
792;716
667;559
563;932
789;321
313;668
127;250
142;798
8;267
563;188
334;958
237;562
729;833
70;665
723;311
333;774
851;2
368;535
61;562
100;809
299;754
665;19
462;707
72;407
486;746
369;776
611;775
793;680
709;996
674;258
974;288
178;450
434;815
476;954
14;177
407;549
943;876
403;216
701;658
322;764
996;537
8;573
993;832
62;862
338;521
434;416
714;310
404;817
941;578
335;241
970;998
256;616
732;187
201;59
106;275
765;35
932;598
48;682
874;848
807;237
766;71
155;321
188;863
689;675
770;382
230;155
323;832
590;393
469;288
904;555
364;21
421;849
192;428
96;856
979;638
677;277
73;689
842;900
785;80
164;457
936;75
910;365
965;755
431;985
264;347
184;855
390;669
438;67
613;229
332;527
535;263
20;213
175;65
454;408
405;826
699;370
661;404
423;862
465;983
975;75
139;162
553;14
523;931
864;646
729;809
136;981
950;563
544;515
171;994
641;746
253;499
511;63
845;231
181;712
53;262
544;87
791;342
390;876
879;805
467;33
634;962
692;646
852;426
607;197
274;989
60;572
860;750
789;918
99;960
717;219
870;899
41;597
14;443
779;998
285;520
796;718
652;286
179;559
996;963
699;835
665;126
889;160
37;835
970;962
409;148
150;190
736;864
263;972
48;80
324;6
260;657
979;179
949;895
717;770
318;735
681;589
165;232
901;819
556;209
344;169
656;355
229;300
273;669
471;126
325;271
672;30
676;983
531;691
887;415
226;999
41;145
635;322
725;540
779;466
893;366
364;262
891;134
925;457
548;491
881;549
54;435
749;999
819;87
352;523
741;468
8;680
197;733
141;31
904;220
790;682
935;67
420;977
650;335
734;882
383;484
463;500
333;168
658;950
308;233
570;244
704;801
924;547
524;104
714;333
714;43
760;30
891;599
855;77
435;869
859;138
428;759
962;487
910;39
929;551
935;653
139;598
887;807
69;819
543;634
606;681
734;910
102;492
959;402
985;155
446;190
37;130
220;243
124;728
487;930
148;836
108;209
976;50
55;771
936;619
574;403
808;153
849;30
724;682
282;439
48;715
877;524
342;490
571;217
629;562
295;859
97;560
756;441
950;970
882;779
728;902
395;336
612;54
447;284
814;85
43;914
561;749
624;560
625;903
697;976
553;996
929;923
240;760
690;94
907;390
997;314
424;276
276;349
347;718
290;406
488;784
900;519
121;215
479;311
18;550
452;439
426;279
318;588
527;476
565;689
676;245
507;783
239;225
17;126
80;889
114;628
574;806
916;663
560;328
209;939
237;910
317;241
22;267
890;61
358;583
775;693
612;568
818;681
467;426
946;427
946;961
523;638
958;174
542;268
912;467
559;255
617;881
77;148
622;117
71;673
610;36
730;943
364;516
119;493
476;195
515;277
83;953
333;349
70;713
787;913
467;737
624;175
745;336
164;711
995;113
841;173
296;904
957;49
990;156
908;907
473;572
919;143
717;39
618;267
937;376
328;272
57;151
581;585
785;325
670;710
800;996
857;166
268;485
488;343
568;682
801;299
157;824
545;898
923;672
83;14
17;264
329;559
222;105
502;146
28;959
79;164
919;338
849;111
690;431
89;949
279;882
837;208
48;993
96;213
694;807
123;150
613;17
974;142
522;375
268;327
575;424
191;360
546;250
985;427
923;54
205;217
475;576
983;211
293;633
77;255
209;346
983;800
37;821
232;469
814;379
129;619
365;804
317;168
338;975
826;982
952;176
854;997
292;523
779;309
144;447
97;103
755;915
816;368
228;845
880;152
628;6
770;206
522;921
947;314
142;678
518;816
127;12
232;409
553;631
401;367
229;688
407;989
656;262
130;523
39;354
70;96
82;744
684;144
966;108
717;161
223;623
502;328
499;385
657;447
36;472
425;177
670;746
91;374
499;6
515;990
148;931
19;736
687;360
473;96
357;279
614;51
983;677
764;273
951;400
169;92
108;266
671;722
51;922
293;655
911;427
574;319
15;921
798;728
443;974
457;817
605;76
935;525
576;596
417;530
700;282
370;627
871;26
654;133
602;178
357;482
563;827
600;773
449;156
501;486
385;353
346;844
951;567
809;370
576;229
905;79
644;746
949;580
145;718
841;793
111;434
48;381
586;118
985;602
898;316
479;673
849;872
105;208
265;22
150;215
93;774
975;931
716;110
527;680
846;254
85;719
739;632
953;101
33;517
247;993
131;288
818;533
563;736
850;116
576;56
665;551
704;287
601;526
288;20
897;948
456;458
397;441
643;596
339;440
761;507
948;605
896;193
527;337
499;885
453;70
113;986
653;784
185;843
810;21
90;746
345;709
879;866
918;334
731;829
564;321
224;136
884;559
229;733
729;30
570;715
815;167
200;872
599;502
581;740
888;660
101;173
488;530
519;496
864;876
522;205
738;583
956;563
639;221
454;495
424;814
575;919
785;688
686;196
8;210
452;598
12;427
595;882
619;936
620;436
971;682
35;384
466;777
742;385
788;807
213;997
332;865
863;29
870;260
820;958
452;205
244;654
374;989
551;715
182;214
843;25
311;335
878;70
18;717
759;930
294;958
280;253
860;552
877;210
421;845
337;799
784;209
643;47
436;466
740;541
455;638
425;824
168;494
222;337
859;225
799;564
7;588
797;790
762;654
186;773
856;678
771;475
430;635
953;216
886;594
136;690
288;735
751;570
812;970
392;934
872;417
629;125
63;165
500;600
412;964
481;517
734;630
791;939
202;498
628;715
