1D;2D
87;694
160;688
462;296
419;53
935;911
602;509
847;371
160;246
56;77
946;935
838;173
465;106
536;733
256;857
498;848
109;809
95;839
224;378
296;818
780;267
412;870
760;742
401;192
578;952
188;861
579;944
304;665
368;677
859;505
970;219
282;391
535;332
994;561
883;38
761;328
44;396
448;867
831;530
680;1
38;117
318;278
140;53
171;89
325;412
734;964
678;249
504;819
472;396
397;41
685;249
137;795
162;631
76;388
498;89
238;550
219;249
174;275
434;277
653;570
656;943
266;43
475;761
258;32
766;755
762;387
283;604
91;343
859;998
36;501
905;145
465;87
70;960
494;963
191;791
678;488
202;140
95;484
677;800
237;721
58;867
660;935
432;507
392;75
148;888
683;232
563;121
240;699
376;258
360;86
689;95
331;158
963;545
16;828
116;689
604;263
94;308
736;774
853;264
981;959
711;642
31;719
983;328
418;748
959;699
785;671
683;791
683;260
359;518
542;827
69;765
944;271
511;780
824;587
83;713
478;260
701;409
893;680
251;555
50;317
274;848
117;723
380;81
582;149
97;380
256;344
158;207
615;167
994;216
937;900
286;870
287;255
540;943
917;919
914;441
79;165
70;445
386;545
613;517
383;536
56;665
602;580
662;363
35;589
772;432
275;312
668;469
200;74
629;829
505;565
499;767
586;598
222;197
70;733
418;808
376;409
37;718
816;151
381;845
467;814
102;549
990;879
217;23
467;664
164;897
996;958
567;228
10;881
947;40
239;569
802;668
705;187
657;574
164;165
521;659
397;84
543;127
600;828
265;519
155;727
590;506
778;374
907;944
820;937
783;561
961;433
109;832
299;966
471;429
686;1
601;929
729;706
832;280
564;546
277;444
535;831
324;622
616;737
71;112
210;882
241;825
151;981
761;207
185;1
71;442
228;331
606;961
996;309
395;1
312;214
765;62
999;183
550;955
422;349
547;797
43;171
204;109
70;513
176;913
979;616
812;596
653;132
520;974
650;137
605;242
514;303
385;154
915;73
401;173
129;923
259;32
415;52
889;950
3;915
248;126
845;679
615;141
846;158
228;138
16;689
741;117
524;791
307;207
128;508
637;177
121;27
736;824
37;755
822;248
413;235
671;497
577;397
609;178
135;962
139;348
263;400
469;438
264;272
884;942
357;398
316;578
654;814
409;830
142;841
86;201
69;277
369;16
126;731
808;288
263;648
854;299
661;312
504;901
951;692
238;180
851;5
834;255
379;166
385;824
395;916
380;938
349;270
808;443
467;605
119;428
281;742
714;577
719;724
58;417
316;481
374;618
752;389
701;407
276;612
692;38
354;860
811;151
238;225
136;207
303;545
591;977
65;276
674;685
510;233
380;314
320;449
236;820
563;501
382;577
121;675
