1D;2D
406;576
763;746
673;315
934;982
939;147
941;94
22;898
916;376
36;632
113;353
276;458
702;855
36;523
28;815
368;869
571;6
999;30
995;471
320;983
780;780
988;854
363;238
807;217
150;718
939;156
556;461
238;613
681;705
794;174
472;610
139;786
244;294
933;802
81;558
5;719
791;293
443;352
399;791
22;166
295;84
191;481
614;875
365;230
199;682
463;650
602;143
369;388
688;235
394;212
449;248
488;342
2;331
871;411
981;790
730;55
978;90
354;639
454;874
543;942
399;422
967;959
205;720
660;845
737;9
962;801
349;328
7;31
46;816
270;4
365;731
374;786
736;929
791;466
489;306
418;76
104;996
931;915
324;226
628;847
241;197
251;612
187;661
671;967
128;310
576;594
245;551
821;670
88;572
12;876
850;566
355;711
848;265
822;26
223;391
339;272
713;969
58;400
926;130
315;742
444;150
498;281
185;104
883;985
890;984
462;583
46;478
697;632
510;433
201;26
168;133
412;862
862;360
29;74
295;693
472;452
738;958
303;983
931;154
146;436
371;580
546;526
251;324
772;562
105;164
580;749
538;885
106;192
823;842
78;901
870;397
939;173
760;839
404;711
580;892
630;71
368;923
497;639
478;420
16;725
378;325
337;662
544;762
554;133
354;11
921;524
65;476
605;613
647;445
423;579
313;709
902;963
831;260
56;884
979;806
308;340
782;412
854;129
233;714
445;16
456;328
499;468
230;585
44;784
438;664
29;761
600;294
264;100
644;320
270;356
237;564
45;428
23;404
139;689
689;939
93;899
275;724
753;74
106;419
364;208
638;928
872;428
796;261
195;163
332;413
581;935
810;998
708;633
28;93
756;991
574;756
913;389
756;609
126;66
791;656
314;482
488;13
858;191
194;512
131;96
731;166
573;734
700;22
460;138
88;201
966;470
759;56
706;29
314;146
469;157
913;207
888;454
718;338
571;795
93;177
650;748
152;557
15;12
927;322
681;40
580;845
770;953
492;872
788;302
807;635
58;579
262;816
907;770
565;254
869;724
840;191
542;758
971;441
229;778
659;957
821;674
447;290
828;956
784;747
985;446
308;413
284;660
217;457
899;26
146;823
873;143
883;750
340;608
484;912
873;740
785;997
613;627
563;64
57;489
322;806
28;440
825;359
582;670
37;990
228;976
780;633
976;36
239;996
114;222
113;986
37;57
330;141
294;124
275;404
669;297
826;163
689;360
883;226
713;975
704;533
529;214
984;801
683;271
765;697
14;85
860;321
838;653
237;607
997;211
543;797
658;788
105;790
540;349
424;335
210;871
741;762
222;218
551;416
327;10
398;949
489;632
768;717
387;53
362;603
195;816
65;968
884;751
679;339
452;105
302;888
115;859
29;318
591;671
461;802
559;338
691;357
401;610
220;344
946;368
127;816
255;377
523;513
996;117
376;701
224;589
805;124
959;924
984;778
771;782
513;280
28;639
263;28
165;24
65;90
488;93
389;952
881;772
28;726
883;48
385;177
451;918
583;847
451;264
83;808
367;195
265;467
722;843
79;420
179;864
299;274
568;473
254;405
203;770
349;633
627;621
338;384
566;604
648;945
848;768
930;214
532;863
443;10
573;309
669;5
768;354
846;496
726;685
743;187
568;63
747;111
703;838
649;559
585;341
584;138
233;494
777;893
159;289
124;110
124;998
88;394
169;471
811;337
219;462
637;528
590;354
493;871
208;64
122;930
116;83
814;646
957;221
975;88
733;671
664;350
419;711
445;993
669;547
978;991
834;30
721;394
634;468
129;925
191;947
144;783
455;831
827;696
679;993
716;374
978;547
16;900
369;594
613;434
24;977
75;816
629;105
574;575
868;616
451;734
402;908
580;517
200;241
442;365
883;686
322;231
937;176
196;430
753;884
720;975
956;723
894;738
250;125
339;983
31;599
127;805
235;261
821;172
342;820
830;26
509;436
461;165
796;110
829;292
594;444
446;61
491;891
999;747
897;239
31;560
547;947
720;773
70;949
885;403
177;331
189;695
638;280
637;414
781;606
374;588
174;362
164;345
480;762
314;705
216;344
188;936
920;472
544;770
953;560
739;806
931;553
866;401
16;895
418;530
41;821
212;859
768;954
969;335
347;217
933;24
810;483
105;46
521;725
984;316
283;460
922;406
389;777
794;612
435;976
626;474
386;201
521;141
561;751
193;769
849;963
156;215
962;532
948;733
950;683
543;2
991;458
105;399
344;67
917;199
35;204
929;344
188;35
697;12
664;728
595;861
703;510
78;710
732;941
22;100
191;56
367;898
20;367
276;339
211;123
604;835
754;139
654;913
117;760
136;169
363;646
740;576
1;982
392;231
201;93
329;245
809;18
360;980
997;323
814;529
466;132
147;803
343;305
98;683
611;491
620;316
846;408
703;118
927;381
555;486
965;487
146;411
388;236
336;686
165;815
935;544
954;985
892;922
357;749
668;359
264;353
71;190
438;298
808;72
316;596
817;200
516;167
515;398
126;608
799;42
870;560
757;322
573;100
124;718
527;481
712;440
52;467
796;26
658;116
344;190
173;92
312;986
916;194
160;953
233;120
229;67
455;788
709;491
464;359
408;61
278;952
425;583
822;404
693;206
71;979
224;829
63;910
177;641
296;190
309;533
29;943
67;487
569;750
658;906
48;481
693;888
829;168
234;564
992;454
600;63
360;761
555;689
310;150
172;896
536;921
844;244
819;715
585;541
291;459
380;11
274;429
633;228
232;857
885;611
905;247
307;484
26;330
220;252
831;231
391;11
437;640
496;849
997;184
678;895
337;279
133;201
49;270
726;763
456;455
411;32
467;656
636;363
85;50
410;353
206;674
357;82
835;861
885;257
105;890
552;74
633;127
738;28
880;396
921;206
268;933
680;586
745;485
353;318
508;25
195;887
923;159
159;589
886;576
723;701
970;642
877;496
249;389
479;798
364;225
177;206
641;68
187;109
911;742
452;658
572;339
434;591
194;610
976;179
906;266
929;557
178;138
100;659
656;770
556;68
877;615
413;826
885;94
259;570
290;444
510;191
270;767
638;247
711;419
529;184
949;572
474;2
859;843
583;838
357;17
131;905
532;442
301;147
913;518
753;222
92;292
886;487
540;609
345;755
751;499
640;377
805;413
670;592
934;710
823;273
402;356
901;448
76;867
420;207
850;440
949;50
651;402
169;890
351;890
705;496
176;292
8;935
317;391
918;455
620;817
790;932
539;461
975;572
538;458
297;384
669;740
364;104
8;505
785;313
770;734
569;901
646;34
549;631
511;301
224;635
856;696
974;804
783;509
285;160
913;891
382;300
459;907
895;60
372;460
475;145
385;841
663;501
972;969
716;594
983;206
157;857
700;212
357;438
877;768
639;202
181;982
404;747
136;538
60;404
291;854
869;27
446;930
949;968
610;816
516;962
544;529
116;789
380;299
292;562
542;675
989;639
157;291
718;398
339;339
35;306
580;591
770;16
625;629
136;54
353;647
357;485
446;480
493;7
4;327
758;767
31;445
845;446
614;773
175;263
782;559
360;722
592;250
967;441
752;624
430;475
333;491
472;867
404;776
565;753
182;123
365;574
432;497
223;547
483;459
49;377
635;991
954;42
33;937
916;188
9;490
996;415
543;495
314;279
499;533
490;358
661;545
332;519
244;520
392;451
977;327
431;865
913;457
697;792
491;100
130;822
540;611
312;558
88;192
94;865
117;921
261;306
549;107
169;221
487;751
145;614
822;712
696;283
198;706
816;985
405;505
19;703
487;246
889;657
558;452
877;781
404;384
411;462
266;832
329;907
379;321
211;431
837;34
902;63
243;407
510;588
282;13
995;36
597;232
511;992
655;390
130;70
286;6
583;454
689;63
397;605
990;396
588;757
761;506
904;695
302;694
554;827
485;855
580;635
660;951
194;404
694;953
473;64
795;559
452;581
993;794
294;502
808;414
379;779
819;136
843;413
413;187
866;478
415;620
723;154
270;100
352;575
718;206
142;775
802;404
130;560
248;159
428;187
262;34
620;238
428;889
293;582
222;134
793;649
942;976
137;500
399;765
467;673
959;720
329;776
349;834
475;453
34;70
257;853
917;579
273;411
499;434
867;926
934;143
520;770
359;688
465;280
613;522
985;414
252;83
265;589
529;401
916;822
663;911
644;372
455;931
303;231
816;966
232;99
840;26
340;908
516;445
852;732
243;726
287;854
462;268
491;715
358;255
180;566
900;653
761;198
465;154
341;162
658;613
584;573
709;93
32;886
419;326
509;487
222;453
681;390
876;679
925;797
62;71
666;584
68;916
990;720
399;438
801;790
299;593
858;81
965;285
557;58
640;294
857;804
448;73
313;115
883;242
877;180
730;708
770;495
872;55
392;516
590;787
579;896
360;404
776;313
52;614
876;676
428;870
569;682
89;246
326;946
218;970
517;839
767;963
913;233
264;775
6;419
162;105
180;792
924;523
991;47
77;335
44;111
992;97
639;259
85;586
315;95
531;13
615;739
