1D;2D
899;683
592;671
214;781
461;209
463;464
703;804
554;16
352;580
527;333
304;622
218;580
231;496
383;184
207;104
713;843
691;499
845;424
318;965
304;707
496;369
129;122
839;767
873;421
687;848
967;155
279;191
920;610
333;280
271;823
168;323
199;214
288;335
933;303
135;798
934;498
184;658
752;833
920;553
520;523
852;293
847;91
356;617
235;100
257;931
343;193
895;950
683;375
246;743
505;287
348;356
635;290
851;196
166;223
817;195
382;132
623;360
717;75
961;755
19;147
492;695
369;731
665;723
206;226
146;94
942;811
623;144
644;962
942;878
879;256
791;363
9;352
299;994
713;213
639;196
530;390
351;904
172;373
929;6
935;698
419;936
249;84
475;797
785;323
622;862
826;281
291;76
747;629
787;786
985;784
989;874
380;513
539;390
400;816
856;159
182;745
819;392
418;886
328;590
595;94
862;731
573;843
337;697
654;796
195;445
21;154
553;406
207;814
987;956
252;488
606;621
327;867
777;329
838;979
308;786
521;408
723;57
752;955
366;773
726;292
567;281
366;637
581;284
446;897
478;522
388;938
691;111
840;866
366;879
628;174
988;313
412;581
201;33
871;203
623;752
445;554
406;937
912;77
383;294
44;112
751;964
729;570
999;409
152;986
888;465
673;999
88;365
240;842
508;911
433;439
335;47
369;110
175;638
784;903
85;575
80;152
284;328
69;485
221;643
585;28
783;922
27;574
19;93
973;148
829;883
827;888
439;917
264;708
83;933
832;637
340;647
607;241
662;164
7;847
253;412
524;760
380;453
156;877
184;361
847;743
233;627
289;316
329;322
38;586
851;509
694;311
27;406
600;855
20;563
698;721
292;121
998;75
190;530
845;799
919;739
414;875
649;435
268;231
987;570
690;769
105;760
319;141
96;949
966;961
532;107
675;424
615;165
826;662
3;82
423;25
545;706
998;316
111;338
75;878
726;121
132;741
72;233
130;993
863;100
192;238
680;558
208;239
528;183
109;187
40;896
513;14
158;279
22;772
51;410
868;400
579;637
760;515
978;648
276;136
814;745
209;280
263;825
783;362
622;303
147;954
633;399
954;282
925;649
370;332
911;709
894;72
447;509
348;148
851;810
878;706
206;491
788;69
234;666
183;798
485;35
401;579
928;235
616;132
823;410
577;899
955;179
382;809
657;335
319;558
468;433
151;658
4;234
486;375
774;836
762;918
645;34
688;202
875;915
151;597
343;170
818;233
702;831
638;473
436;191
272;403
558;425
480;696
242;51
826;662
94;559
253;864
973;449
346;438
927;705
952;454
69;75
692;374
890;639
939;268
885;588
386;704
277;44
26;837
292;91
278;27
343;244
202;435
645;346
938;194
437;743
173;725
229;890
97;86
761;335
191;68
534;42
46;143
324;864
605;350
658;668
699;615
483;930
985;580
324;979
970;346
880;397
719;344
265;846
337;361
591;889
376;746
49;253
197;341
882;122
687;218
375;459
539;634
553;578
613;935
199;213
500;985
12;921
407;125
496;43
939;229
920;623
777;142
742;532
945;495
660;46
143;845
45;548
580;397
676;240
880;766
870;627
528;438
108;27
385;102
841;361
753;500
178;415
2;843
799;624
766;883
434;139
473;623
521;136
914;651
391;227
459;678
494;749
861;254
404;885
968;614
29;363
541;166
758;764
714;91
692;934
349;682
814;300
376;27
210;96
811;962
52;908
176;791
519;316
215;656
48;285
205;919
428;462
606;649
162;353
801;147
82;95
664;968
658;312
626;611
643;766
72;838
618;132
678;871
96;489
961;641
973;642
290;48
999;630
204;656
695;491
222;813
447;828
10;683
556;901
76;221
921;717
567;916
599;895
761;270
169;707
435;117
18;699
831;393
576;388
820;638
144;715
241;670
455;276
774;290
761;295
32;572
401;535
109;738
102;651
163;532
869;573
407;635
704;698
398;792
430;325
377;42
653;439
90;801
352;770
628;95
650;434
295;16
618;445
392;701
886;940
666;221
728;547
898;59
252;32
13;660
496;925
801;826
558;570
606;374
891;688
619;457
682;343
423;155
871;798
868;429
966;47
749;537
464;754
411;784
562;296
399;182
80;417
27;495
204;426
283;274
919;844
811;615
492;620
287;355
905;248
275;150
930;445
867;436
920;452
862;524
496;273
606;919
632;686
699;819
13;527
195;825
543;211
558;956
244;165
581;54
133;461
550;707
628;558
351;554
441;991
787;763
102;47
87;737
775;200
31;633
666;88
