1D;2D
597;355
508;921
552;960
539;780
918;430
575;981
293;52
816;719
32;898
781;101
265;862
809;260
517;78
269;849
878;121
486;963
756;971
806;849
28;967
538;47
370;686
249;920
220;126
298;140
609;609
938;549
345;100
564;781
285;652
932;599
570;765
11;372
891;255
8;979
950;668
695;555
466;326
806;470
945;358
599;715
80;865
279;620
854;942
719;864
456;990
677;869
982;104
357;92
10;263
226;933
618;546
193;851
871;234
937;432
758;337
877;396
767;771
825;776
7;607
105;709
906;425
702;908
388;668
780;996
351;141
918;932
146;396
531;999
949;515
781;808
482;26
734;602
516;806
325;250
706;608
188;783
585;643
470;99
378;563
423;782
436;84
834;885
620;980
902;247
533;446
50;914
532;204
634;247
953;349
924;976
951;562
173;351
578;240
949;606
669;798
350;797
721;846
622;722
680;894
512;544
