1D;2D
608;545
130;935
787;111
122;459
268;701
875;119
36;343
957;997
574;186
627;67
407;757
530;960
374;491
461;542
420;750
611;693
772;489
429;393
91;168
938;8
696;930
68;878
620;797
974;491
974;754
454;403
457;246
494;160
785;393
318;524
624;872
457;244
507;418
615;659
317;916
729;968
69;9
697;696
932;369
15;750
459;829
57;827
991;924
263;185
296;509
826;358
277;64
240;576
197;76
624;212
823;484
882;607
639;346
69;537
211;297
663;875
552;225
861;497
464;41
45;872
40;645
5;800
250;422
160;79
590;274
834;320
976;963
909;110
136;134
443;750
696;819
821;335
151;671
89;812
616;72
927;425
129;550
782;559
223;157
574;673
208;345
367;883
107;886
940;260
96;619
779;614
764;218
212;340
479;466
778;838
103;894
884;417
95;224
437;779
499;803
887;324
798;114
201;976
735;759
648;541
397;879
155;778
947;140
140;276
98;518
312;135
387;217
89;794
510;229
551;547
331;328
114;856
890;529
525;158
433;317
117;497
691;749
243;648
964;499
334;267
702;335
145;249
723;990
722;508
980;58
610;890
942;108
864;934
387;877
856;798
33;238
592;698
715;482
251;259
533;660
399;10
183;707
339;267
121;310
830;711
976;35
753;327
38;940
359;574
601;100
279;608
405;56
101;306
392;484
979;922
665;496
669;713
792;369
460;730
478;46
805;225
3;7
805;645
83;255
580;345
396;271
215;41
868;419
993;362
823;901
436;828
8;874
125;54
924;300
642;410
656;619
828;851
621;134
295;171
543;394
40;933
891;653
359;772
120;19
367;694
445;674
996;171
430;344
909;552
297;927
25;971
50;949
678;595
203;175
51;733
755;732
456;616
936;298
267;567
781;300
168;878
408;891
883;937
737;29
216;825
445;226
82;254
238;452
175;442
426;592
755;387
375;920
312;83
708;487
385;838
586;168
395;423
782;647
747;424
524;959
493;473
923;34
835;422
196;322
555;173
426;129
814;475
865;234
433;643
64;866
295;112
867;764
30;932
544;739
120;292
532;49
249;803
660;908
342;543
671;850
556;381
396;874
490;640
537;137
785;249
954;106
413;366
818;126
962;523
284;182
658;813
212;707
729;83
300;781
302;717
73;585
165;818
591;847
753;692
531;417
526;725
371;966
638;572
402;350
664;472
10;338
29;698
389;648
642;471
579;647
467;205
101;403
376;795
702;365
71;335
846;782
112;557
962;331
517;125
202;905
78;497
588;111
333;392
624;552
61;523
245;427
361;556
97;463
856;377
880;796
350;955
615;749
65;986
389;284
669;376
990;147
60;872
360;196
227;541
525;827
257;951
15;744
687;739
912;997
378;562
706;98
422;802
752;374
397;998
491;85
527;718
353;320
142;981
283;95
304;6
415;867
647;936
615;450
566;155
9;985
25;856
554;318
465;562
251;858
257;821
388;8
11;418
23;563
78;513
698;948
730;60
309;231
356;67
851;905
179;925
967;272
833;904
70;404
61;63
199;163
416;145
678;744
16;466
475;988
811;648
936;959
961;265
229;503
576;445
961;553
879;414
604;934
228;256
402;399
763;527
501;810
5;931
958;139
827;201
315;773
648;468
95;471
263;603
559;752
760;720
367;892
170;684
288;546
332;485
849;99
435;259
406;771
854;710
651;953
822;902
886;136
840;351
279;301
376;433
425;141
273;375
338;25
743;308
697;652
24;646
166;720
27;18
986;410
379;81
948;697
758;263
974;340
55;860
67;955
418;248
651;129
642;343
419;987
233;688
561;906
140;883
80;633
484;749
124;850
712;103
664;785
917;310
26;210
502;595
603;283
668;960
871;210
337;305
414;80
769;209
605;711
770;960
247;113
261;928
133;917
485;189
829;763
112;245
793;144
661;882
773;388
827;693
10;944
538;171
302;68
534;830
933;88
622;750
154;267
228;126
64;633
594;722
488;991
508;306
364;4
732;633
353;979
138;892
466;749
970;835
256;418
378;299
573;820
430;490
77;610
573;133
96;604
532;114
889;921
552;277
880;919
874;65
73;875
998;527
519;592
641;137
984;754
193;14
611;304
477;543
971;823
278;497
886;678
783;550
416;291
655;614
800;538
512;932
562;624
927;3
222;159
632;569
188;985
879;216
681;144
960;872
68;138
77;681
957;63
571;562
385;63
410;668
608;657
139;210
822;104
996;47
241;73
428;336
58;389
824;101
69;263
135;653
540;149
388;552
437;720
226;311
804;740
347;63
15;466
988;467
