1D;2D
396;21
684;203
449;573
579;706
275;428
973;955
478;3
39;246
193;859
349;974
587;933
796;612
289;810
916;254
438;278
81;685
174;434
477;306
323;919
589;280
292;149
852;44
337;777
631;124
747;294
789;179
900;832
596;678
944;23
230;799
52;834
213;805
590;557
821;197
308;244
462;166
564;940
725;452
629;233
487;41
895;466
599;808
208;979
535;181
126;506
330;385
971;306
734;929
483;823
660;959
666;245
442;157
86;437
1;282
553;990
98;459
936;303
121;361
220;613
709;432
34;144
985;289
57;962
701;601
100;352
604;838
525;78
511;165
764;916
664;945
675;604
57;190
950;558
277;814
83;247
673;9
28;407
390;498
56;13
148;626
750;323
664;186
170;227
896;643
135;963
446;846
947;148
824;821
743;403
630;814
957;180
92;37
554;246
518;195
616;989
861;420
119;323
678;440
55;913
465;625
594;879
683;485
912;125
946;396
840;278
933;38
666;844
15;362
226;485
377;503
196;60
675;725
914;341
321;663
908;769
593;850
512;904
890;229
499;199
259;207
592;771
971;706
732;466
991;681
529;946
170;370
681;885
232;152
522;805
343;903
751;412
609;484
505;166
164;608
18;999
394;404
772;400
507;909
507;321
170;839
357;420
352;861
107;410
651;2
283;158
694;982
25;648
142;548
984;522
557;955
992;304
235;267
475;768
73;283
141;667
523;293
859;444
874;568
140;715
266;37
13;267
546;217
839;255
473;529
833;704
66;245
351;890
13;191
971;713
782;363
377;87
975;849
457;672
587;246
753;654
728;536
978;663
882;214
550;686
755;619
494;844
242;77
994;844
295;229
602;678
950;546
152;226
466;958
811;705
133;449
339;607
139;516
875;637
918;79
427;456
985;943
662;446
666;348
296;169
152;236
894;701
332;595
12;323
63;345
370;156
378;582
986;895
748;89
452;491
526;300
984;483
848;163
123;692
716;454
940;694
866;323
981;961
830;223
440;735
696;518
38;290
729;727
537;212
343;229
933;565
62;119
39;981
69;536
781;679
884;51
694;276
252;659
958;634
267;552
229;970
325;535
98;96
246;437
918;269
40;368
540;209
719;55
195;62
299;15
767;146
463;485
934;379
345;134
305;13
540;47
361;954
253;977
85;950
742;424
435;494
265;330
616;141
959;674
538;519
105;568
680;968
706;511
172;527
313;313
507;282
50;783
824;119
165;482
876;28
751;596
800;123
525;529
170;392
694;563
856;128
445;991
136;226
885;753
580;339
531;977
119;555
837;787
44;89
315;61
322;81
291;684
445;383
864;954
657;665
384;541
544;969
555;866
686;274
453;243
182;498
309;476
104;180
892;165
597;690
91;882
794;768
386;820
570;73
575;87
946;772
919;170
3;242
683;794
648;652
317;593
713;487
678;262
793;541
622;34
999;907
230;977
939;60
993;419
226;944
588;289
407;918
668;694
491;93
824;415
129;894
275;852
360;413
119;767
437;423
797;527
704;248
185;331
518;644
125;771
227;463
631;183
567;343
325;785
65;202
470;999
968;467
950;981
821;124
2;998
794;795
533;224
968;496
568;182
956;754
692;46
986;965
118;418
396;773
12;290
547;298
239;681
225;176
707;636
131;226
824;193
532;402
90;837
11;977
982;552
291;777
759;556
782;667
23;950
604;922
186;536
626;764
304;522
234;224
534;666
836;561
36;305
810;606
475;7
801;866
403;679
549;222
744;848
697;247
546;141
808;626
895;268
307;909
382;305
282;822
420;546
161;434
111;626
874;654
736;844
75;660
390;831
135;427
846;927
165;868
621;996
216;731
282;482
196;710
263;661
427;64
562;471
987;487
245;543
77;785
496;843
942;489
810;219
605;102
965;450
850;246
26;590
99;558
99;980
279;645
516;584
155;716
218;89
186;596
281;717
148;685
777;11
15;591
340;416
681;65
132;26
972;67
16;179
293;992
991;57
260;484
815;18
753;227
351;620
987;229
238;978
940;38
898;871
512;47
285;683
543;60
457;969
235;668
432;350
985;508
987;312
543;63
34;289
48;998
377;713
290;679
372;99
235;663
366;366
682;726
808;54
661;235
308;133
850;829
768;827
772;325
908;974
986;235
838;572
479;613
473;78
185;774
719;927
672;38
908;599
36;202
782;867
526;911
134;125
413;249
483;21
386;43
535;580
378;539
119;152
341;123
471;790
868;725
275;593
635;673
8;558
736;775
892;685
324;882
81;156
802;918
327;858
463;384
403;373
256;256
214;21
855;552
532;861
508;765
994;67
991;702
10;910
151;527
842;945
898;790
312;692
771;459
196;377
159;535
236;581
184;386
606;500
797;48
431;843
182;806
483;471
147;272
978;484
878;959
125;610
251;277
406;366
448;132
147;207
805;388
729;944
598;881
398;436
976;1
388;203
586;655
614;765
982;949
906;945
867;595
311;449
36;595
606;229
855;821
171;435
178;524
573;890
22;225
722;874
389;866
641;388
999;789
623;775
450;95
996;787
62;802
728;986
925;774
979;967
234;820
380;467
428;995
288;779
176;342
353;761
342;442
384;290
553;642
369;64
899;188
256;8
410;420
157;133
408;162
677;150
840;888
866;456
859;299
417;882
806;222
938;248
516;49
221;559
981;551
138;102
803;312
682;33
980;648
474;937
884;21
295;404
621;955
578;360
107;89
407;17
843;341
366;11
850;3
543;103
333;861
491;334
555;734
313;741
654;105
518;197
824;648
290;936
675;473
402;508
83;964
583;861
35;471
962;155
985;340
313;802
323;940
646;823
998;101
365;498
335;735
151;431
984;371
433;20
268;428
496;316
637;828
526;595
966;614
444;681
821;650
299;251
493;750
885;10
463;334
481;185
41;374
343;375
144;914
953;588
102;834
518;859
831;773
722;532
304;164
289;866
717;506
971;591
891;184
404;811
649;237
177;49
118;774
568;645
287;455
907;98
468;297
852;648
979;421
823;509
641;297
696;832
969;625
724;29
696;384
69;417
512;998
635;556
202;689
252;335
668;156
887;493
884;391
564;333
109;173
433;585
959;356
983;837
214;993
73;298
526;664
314;78
662;969
901;684
493;364
972;692
363;596
270;854
831;876
732;970
719;874
756;689
142;675
128;418
125;342
785;845
878;762
723;930
10;312
305;931
190;875
985;550
248;480
807;161
229;530
729;910
739;689
110;969
345;315
9;685
535;907
354;493
917;506
288;820
131;221
187;557
549;949
93;8
440;587
896;92
631;880
929;816
570;169
679;999
682;125
868;141
4;599
25;978
271;444
555;849
754;937
547;95
391;216
991;539
33;182
359;548
732;487
485;949
35;985
246;794
232;946
219;444
645;219
650;312
957;927
855;190
255;768
411;551
402;397
172;746
321;555
325;721
940;818
267;535
825;437
215;672
394;83
765;555
169;587
252;390
456;960
246;515
242;321
779;832
623;378
628;126
429;86
876;465
59;29
587;36
930;518
946;773
723;886
962;380
28;302
550;253
357;710
868;147
689;80
111;84
626;42
105;963
276;521
736;673
723;407
452;666
327;944
512;459
101;63
541;660
674;502
12;47
970;423
118;956
785;746
281;182
902;930
322;468
561;271
309;676
478;132
405;831
223;671
961;681
149;806
904;66
560;470
199;704
422;229
911;962
272;626
564;425
9;114
764;831
194;99
126;60
139;530
535;818
228;453
379;674
426;553
31;754
634;130
968;981
11;599
661;91
237;984
569;718
50;883
230;928
509;527
642;436
969;169
693;414
360;483
896;984
817;110
251;249
250;948
631;257
551;651
493;892
718;106
135;776
260;199
501;869
303;947
646;34
918;950
650;839
811;959
671;856
284;223
277;312
319;41
851;344
649;678
459;71
411;440
781;281
356;186
202;92
214;553
316;812
641;568
26;520
207;433
134;857
847;871
925;66
980;58
830;285
925;763
342;894
203;33
845;874
362;519
543;729
175;140
875;278
707;116
664;648
116;217
620;463
721;238
544;747
318;414
617;22
788;41
981;919
372;637
802;790
505;911
355;464
392;887
635;396
861;223
515;10
729;136
844;787
275;842
755;187
797;94
751;609
80;706
592;609
753;671
589;777
243;156
643;431
469;858
382;494
122;514
571;499
875;722
467;319
566;372
226;908
558;370
454;359
582;894
237;386
834;692
841;884
505;775
923;491
189;532
947;610
481;847
268;961
540;27
467;98
48;766
758;212
228;67
933;743
797;474
807;865
185;610
138;466
351;378
593;947
393;494
134;166
797;328
651;637
21;189
543;466
542;81
66;37
211;454
868;854
870;868
844;243
476;207
711;134
22;952
600;815
232;216
209;620
690;395
8;192
143;670
878;726
19;270
316;726
497;587
413;981
876;740
278;281
296;874
233;289
167;675
313;490
826;358
23;228
214;850
362;930
904;180
720;523
191;946
5;97
158;514
348;721
352;993
416;717
539;110
631;125
680;924
522;492
63;213
85;471
48;278
456;994
412;583
106;483
610;128
903;941
461;167
152;197
754;208
157;246
