1D;2D
949;555
813;256
65;709
893;338
71;761
674;745
62;967
330;295
140;399
556;6
1;649
888;488
176;1
871;824
665;16
95;558
670;35
949;245
612;280
643;164
821;319
972;571
71;449
548;750
217;438
616;933
445;897
756;179
383;615
757;648
1;226
320;452
603;411
270;823
167;306
352;584
903;585
736;135
521;991
339;566
383;850
948;406
933;612
987;585
537;459
246;873
639;971
496;754
500;294
327;865
283;656
206;563
493;618
426;790
614;665
838;753
188;740
354;460
927;238
327;403
127;908
165;244
834;356
353;858
863;582
52;697
907;211
611;560
959;547
158;441
56;719
890;104
888;770
5;745
112;59
252;83
787;119
564;102
496;443
466;986
197;237
980;695
997;429
772;320
437;745
627;422
424;618
723;583
269;417
215;86
456;253
529;715
683;385
387;849
719;451
864;815
225;230
43;810
703;124
832;908
