1D;2D
279;29
280;26
281;32
279;35
296;19
253;3
283;93
332;77
308;94
329;25
276;4
289;51
317;73
343;66
290;12
300;85
256;98
311;67
324;49
271;43
257;96
264;41
263;3
252;69
293;99
286;6
281;56
251;39
346;37
272;17
315;32
257;62
329;94
250;8
310;53
338;35
262;31
276;55
304;24
350;65
275;74
250;22
295;41
260;25
320;19
280;76
260;91
285;76
337;31
296;30
318;33
309;71
325;61
271;16
278;75
336;80
259;55
293;10
295;5
307;40
312;45
273;94
349;36
333;6
339;52
253;69
286;75
308;56
314;90
336;29
335;96
331;20
296;84
315;80
321;65
321;31
273;28
339;64
318;96
323;99
321;94
328;63
307;62
330;51
259;2
348;48
287;36
303;20
319;6
318;48
293;84
273;83
345;12
335;40
303;50
266;69
328;26
333;40
273;65
255;71
