1D;2D
280;71
251;24
301;64
346;91
309;29
326;33
277;91
294;21
327;54
307;82
268;10
344;97
296;73
280;56
261;33
320;95
349;85
282;86
310;46
318;42
350;45
317;30
267;4
253;74
260;27
277;29
259;61
338;42
254;21
317;3
252;92
336;40
349;17
317;74
285;92
349;18
281;46
345;82
279;41
308;79
288;79
345;65
346;83
310;1
281;56
315;23
263;89
285;48
296;70
252;49
306;55
347;89
300;57
279;81
322;38
342;82
332;4
320;78
288;50
256;93
314;51
297;81
307;56
293;16
329;92
309;25
307;64
251;61
254;40
290;17
313;62
332;52
323;61
275;86
282;53
293;45
322;56
271;61
274;6
266;70
300;57
250;22
252;94
286;40
260;49
283;53
283;7
347;91
275;14
317;70
271;87
262;36
290;38
265;44
344;48
336;37
339;11
296;77
291;75
308;94
