1D;2D
323;2
262;7
316;41
293;73
311;75
303;24
349;77
324;85
331;86
270;95
344;4
330;92
318;46
306;74
320;6
277;2
313;36
313;76
309;68
295;2
312;34
340;92
277;47
338;100
270;22
333;61
292;62
347;15
269;92
344;81
273;83
255;26
270;89
326;8
297;98
331;13
267;38
340;36
323;100
254;18
315;42
251;15
273;56
273;43
298;70
325;13
327;54
350;97
300;46
268;98
306;27
280;71
291;57
343;80
273;18
278;14
314;33
252;18
330;43
339;40
326;13
298;38
257;80
306;87
342;66
263;92
327;71
265;56
262;63
339;35
255;27
285;95
305;70
255;8
253;80
265;4
254;44
341;9
277;86
250;76
298;24
340;73
318;12
280;60
326;52
258;66
348;11
287;39
320;38
342;47
277;61
313;2
336;76
327;36
318;11
278;95
348;82
311;89
344;39
303;44
254;34
294;37
252;61
289;71
328;73
336;2
338;84
294;89
256;53
286;4
301;45
306;48
298;97
272;45
318;3
329;7
294;6
308;51
270;27
341;94
272;22
288;36
270;73
254;83
308;6
327;91
274;14
265;84
272;23
337;60
344;4
346;6
343;87
254;46
315;5
343;62
296;93
341;23
275;52
295;34
271;74
308;14
320;71
323;61
261;35
323;73
336;80
266;54
278;86
317;96
253;17
294;88
277;48
273;50
323;59
284;10
304;96
251;18
270;37
272;93
332;31
296;94
299;84
332;75
332;25
294;23
325;35
331;26
289;75
289;77
285;87
269;51
277;68
292;3
293;59
294;65
348;54
300;59
282;55
307;82
277;61
315;56
338;26
330;33
273;24
271;48
334;66
329;44
293;7
279;15
273;9
268;67
276;2
327;83
301;91
305;25
297;73
306;47
321;48
326;57
350;16
328;98
265;98
349;22
259;43
264;54
297;77
293;83
265;78
333;34
320;81
250;52
320;93
296;21
348;45
275;42
269;40
253;100
338;62
344;10
337;1
250;57
333;95
327;19
343;89
316;18
314;94
257;84
263;85
257;86
264;96
291;28
337;6
309;72
285;61
308;70
332;99
285;40
348;93
276;96
340;58
312;64
304;35
274;53
340;23
347;51
315;52
271;16
276;75
266;68
337;61
272;19
305;10
335;91
263;31
250;38
283;6
253;20
273;82
326;95
312;39
332;59
280;34
316;70
319;50
274;87
287;43
289;40
273;98
289;42
325;51
341;85
339;6
319;59
295;24
285;88
280;63
344;32
281;81
281;78
302;51
342;2
282;28
316;96
339;87
349;10
349;75
299;88
290;92
264;80
341;10
305;24
284;62
288;82
337;63
254;74
309;51
278;20
344;100
255;100
253;12
251;81
263;5
305;77
320;35
260;55
263;45
291;23
271;57
295;94
321;54
305;24
339;41
331;58
308;68
321;26
342;51
272;50
341;68
270;80
295;55
293;69
327;81
297;63
273;40
262;89
317;8
251;79
253;33
305;83
264;31
339;30
298;69
300;71
264;5
331;43
319;73
273;61
330;22
325;41
265;26
317;54
298;31
270;95
327;59
329;26
306;47
318;42
272;2
279;47
310;61
279;36
277;68
281;64
297;87
325;78
313;59
286;67
289;3
276;16
262;71
302;54
312;10
281;35
284;59
334;75
289;12
336;17
293;10
309;7
321;11
277;18
282;76
251;58
327;34
279;77
342;6
343;73
252;49
276;85
346;76
311;69
335;79
310;45
311;79
341;70
260;30
297;81
281;98
346;86
254;61
263;97
331;54
333;41
341;26
327;40
253;99
319;47
296;99
297;60
346;64
260;82
293;33
284;46
308;77
325;10
327;7
278;26
347;86
335;41
346;25
340;20
328;35
346;53
333;69
325;98
326;17
296;4
254;82
301;56
335;45
313;18
263;39
268;63
262;27
262;46
258;50
271;19
273;24
267;67
323;99
336;68
268;15
306;27
329;16
287;34
349;75
317;53
333;57
346;84
318;4
328;28
286;58
334;67
290;85
261;96
349;14
300;10
286;19
345;86
260;26
279;65
350;44
320;44
313;70
309;26
260;21
335;13
333;91
329;11
302;64
334;77
281;28
341;85
312;32
285;75
302;88
301;61
333;80
293;5
291;36
279;58
291;72
327;12
332;16
271;19
279;57
285;57
315;40
279;45
302;83
285;27
348;87
253;21
301;3
333;26
337;99
319;12
305;90
344;92
277;65
266;50
333;34
314;23
250;47
285;86
260;64
331;89
333;5
329;17
